Real Det Return,Running Env Steps,Itration,Reward Loss,Running Reverse KL,Running Update Time,Real Sto Return,Running Forward KL
-1256.85,1925000,385,-13463.490234375,20.9824,385,-1129.59,159.3303
61.39,1930000,386,-13172.8916015625,18.5468,386,30.71,158.7286
-244.32,1935000,387,-12787.5849609375,18.093,387,-123.78,159.0334
-251.73,1940000,388,-12227.6513671875,18.1382,388,-150.82,159.3856
21.36,1945000,389,-13282.08984375,14.0057,389,-21.38,157.9025
131.75,1950000,390,-12209.333984375,14.0367,390,74.8,158.7387
32.97,1955000,391,-12492.02734375,14.2766,391,-1.42,158.8571
-218.81,1960000,392,-12229.3828125,12.3059,392,-278.79,158.0169
202.13,1965000,393,-12084.376953125,13.3978,393,-247.34,158.6639
-172.04,1970000,394,-11382.490234375,15.6206,394,-183.68,158.3744
-122.8,1975000,395,-12172.2333984375,16.0227,395,-134.23,159.1409
-194.58,1980000,396,-11139.4404296875,14.2849,396,-173.32,158.1674
-305.77,1985000,397,-11035.1923828125,28.4203,397,-303.45,161.1485
-269.8,1990000,398,-11902.5986328125,17.4008,398,-276.25,160.1026
-311.11,1995000,399,-14451.978515625,10.9932,399,-283.11,157.6149
-382.15,2000000,400,-13295.9306640625,9.8708,400,-427.92,157.4515
223.58,2005000,401,-13582.1396484375,11.8239,401,-20.27,157.5073
-23.85,2010000,402,-13842.50390625,12.4443,402,-38.11,157.7027
43.11,2015000,403,-14170.8779296875,13.5486,403,-100.11,157.4593
-229.87,2020000,404,-13968.015625,13.7855,404,-240.83,157.6855
-186.39,2025000,405,-13520.708984375,13.6302,405,-275.34,157.9311
-195.06,2030000,406,-14634.7861328125,13.4952,406,-279.99,157.691
-338.82,2035000,407,-14607.7158203125,14.8733,407,-229.35,158.1169
-123.95,2040000,408,-14562.6396484375,13.1963,408,-206.27,158.0052
-15.53,2045000,409,-14037.46484375,16.2891,409,1.05,157.964
531.02,2050000,410,-14383.7060546875,13.12,410,276.12,157.4566
-162.64,2055000,411,-14806.1220703125,15.6684,411,-247.93,158.355
539.81,2060000,412,-14212.0400390625,12.5597,412,121.7,157.7066
-112.0,2065000,413,-13859.3232421875,12.1392,413,346.6,157.4346
17.67,2070000,414,-13744.3056640625,12.9449,414,233.17,157.8178
-102.07,2075000,415,-14058.6240234375,12.8637,415,659.23,157.1391
-325.14,2080000,416,-13475.7802734375,15.7456,416,116.87,157.7769
-266.63,2085000,417,-14074.4951171875,14.133,417,528.55,157.0347
-58.84,2090000,418,-14351.509765625,14.0165,418,593.15,156.8938
-204.33,2095000,419,-13559.669921875,12.7667,419,639.92,156.9273
1678.84,2100000,420,-14701.2041015625,15.0304,420,1370.66,156.9679
1111.91,2105000,421,-14708.7607421875,13.2802,421,337.78,156.9196
1445.75,2110000,422,-14658.5244140625,14.1353,422,1094.22,156.975
1705.95,2115000,423,-14786.25390625,14.4609,423,1363.6,156.888
1710.4,2120000,424,-14600.73828125,14.4644,424,1384.94,156.8764
760.07,2125000,425,-14886.56640625,12.9575,425,703.32,156.8581
1466.49,2130000,426,-15064.0009765625,14.6179,426,1236.93,157.0175
789.8,2135000,427,-14827.87109375,13.6381,427,958.9,156.5371
1729.89,2140000,428,-14991.373046875,14.0531,428,1441.2,156.6046
1680.98,2145000,429,-14802.1015625,13.627,429,1399.32,156.486
1845.29,2150000,430,-15089.4765625,14.3206,430,1502.78,156.6509
1871.91,2155000,431,-14903.6904296875,14.4749,431,1520.01,156.6219
1951.99,2160000,432,-14833.3056640625,14.649,432,1563.27,156.7678
2014.83,2165000,433,-14815.1171875,15.3061,433,1665.39,156.7952
2069.24,2170000,434,-14823.2998046875,15.304,434,1703.06,156.7286
2073.94,2175000,435,-14935.8115234375,15.333,435,1712.21,156.8175
2066.73,2180000,436,-14862.9609375,14.9531,436,1721.65,156.8361
2141.87,2185000,437,-14884.525390625,15.4964,437,1730.3,156.904
2128.1,2190000,438,-14884.681640625,15.3619,438,1744.42,156.6291
2115.95,2195000,439,-14985.431640625,15.3535,439,1761.52,156.9804
2119.73,2200000,440,-14965.9384765625,15.4936,440,1750.84,156.8268
2084.64,2205000,441,-14978.2236328125,15.3712,441,1730.1,156.8404
2122.45,2210000,442,-15030.2431640625,15.3527,442,1778.98,156.8752
2086.39,2215000,443,-14923.1318359375,14.9733,443,1747.05,156.5987
2102.57,2220000,444,-15024.23046875,14.8391,444,1743.71,156.608
1701.72,2225000,445,-15075.3251953125,13.6471,445,1321.92,156.531
943.28,2230000,446,-14297.2509765625,12.847,446,709.28,156.5158
1896.78,2235000,447,-15093.6484375,14.0315,447,1559.04,156.7472
1948.05,2240000,448,-14904.599609375,14.6239,448,1651.3,156.7179
2042.62,2245000,449,-15044.857421875,15.0799,449,1735.61,156.6587
2068.62,2250000,450,-15038.072265625,15.3031,450,1761.51,156.771
2100.76,2255000,451,-15057.7353515625,15.1924,451,1770.99,156.586
2107.04,2260000,452,-15164.3173828125,15.3022,452,1777.47,156.5306
2099.48,2265000,453,-15138.7001953125,15.2374,453,1771.98,156.7241
2112.23,2270000,454,-15149.4296875,15.2009,454,1792.32,156.8466
2120.7,2275000,455,-15133.8232421875,15.3586,455,1796.34,156.6897
2115.67,2280000,456,-15123.4609375,14.9636,456,1765.38,156.7452
2128.21,2285000,457,-15156.064453125,15.1268,457,1780.1,156.4884
2144.86,2290000,458,-15199.83984375,14.9624,458,1760.74,156.5254
2134.49,2295000,459,-15296.505859375,15.1194,459,1766.04,156.7273
2123.29,2300000,460,-15240.6064453125,14.9699,460,1783.6,156.5463
2130.36,2305000,461,-15226.7109375,15.0006,461,1791.69,156.6731
2112.11,2310000,462,-15265.2890625,14.9321,462,1776.36,156.5034
2114.78,2315000,463,-15277.587890625,14.8213,463,1740.82,156.7973
2124.82,2320000,464,-15271.3271484375,14.9406,464,1746.26,156.6753
2118.68,2325000,465,-15317.70703125,15.0002,465,1791.87,156.4696
1944.64,2330000,466,-15184.0615234375,13.7369,466,1523.97,156.335
1293.43,2335000,467,-15201.8740234375,12.6279,467,888.4,156.7763
1470.86,2340000,468,-15274.8349609375,12.7756,468,1125.6,156.6295
1998.37,2345000,469,-15260.75,14.4426,469,1622.39,157.0237
2157.67,2350000,470,-15365.892578125,15.2582,470,1788.56,156.6779
2101.41,2355000,471,-15257.625,14.9187,471,1747.18,156.7575
-307.03,2360000,472,-15509.4130859375,12.8127,472,-251.61,157.8459
1146.92,2365000,473,-15747.1796875,13.4767,473,868.2,157.3924
2028.93,2370000,474,-15224.1630859375,15.1845,474,1685.92,156.3268
2139.0,2375000,475,-15369.7451171875,15.0103,475,1768.05,156.5513
2145.68,2380000,476,-15419.591796875,15.0302,476,1769.3,156.5146
2067.75,2385000,477,-15315.490234375,14.8155,477,1736.8,156.5374
1864.14,2390000,478,-15499.2919921875,14.9689,478,1700.17,156.6699
1998.33,2395000,479,-15625.8525390625,14.5263,479,1680.19,156.5801
135.2,2400000,480,-15136.798828125,13.883,480,621.0,156.9489
1991.32,2405000,481,-15329.2080078125,14.3202,481,1626.99,156.5224
-53.01,2410000,482,-15353.2412109375,14.5366,482,1380.88,156.7263
2070.7,2415000,483,-15451.6806640625,14.9101,483,1725.1,156.4971
1946.23,2420000,484,-15430.2578125,14.7414,484,1804.15,156.6505
2167.57,2425000,485,-15584.6865234375,15.1643,485,1808.72,156.528
2094.53,2430000,486,-15611.517578125,15.0978,486,1806.52,156.648
2113.84,2435000,487,-15608.259765625,15.0301,487,1776.17,156.5996
2130.7,2440000,488,-15648.1669921875,15.1727,488,1800.01,156.6694
2095.92,2445000,489,-15726.337890625,15.2553,489,1816.23,156.6844
2123.21,2450000,490,-15730.7373046875,14.7694,490,1768.16,156.4873
-34.6,2455000,491,-14413.8896484375,12.3084,491,4.06,157.2101
1805.05,2460000,492,-15695.2021484375,14.3428,492,1483.98,157.2231
2041.66,2465000,493,-15482.6259765625,14.6032,493,1679.25,156.7518
2084.91,2470000,494,-15575.98828125,15.1098,494,1748.56,156.7954
2157.32,2475000,495,-15640.1162109375,15.3072,495,1800.27,156.8868
1859.35,2480000,496,-15645.44140625,14.8518,496,1727.18,156.6655
1939.06,2485000,497,-15719.7626953125,14.5837,497,1759.25,156.8648
2133.48,2490000,498,-15702.55078125,15.0986,498,1838.2,156.8741
2151.57,2495000,499,-15702.783203125,15.297,499,1857.9,156.7877
2153.28,2500000,500,-15770.7744140625,15.509,500,1861.68,156.7793
2146.46,2505000,501,-15760.380859375,15.6204,501,1863.63,156.6828
2169.05,2510000,502,-15762.6640625,15.6178,502,1873.77,156.8196
2130.36,2515000,503,-15802.6728515625,15.375,503,1857.09,156.8279
2156.22,2520000,504,-15827.77734375,15.2625,504,1838.7,156.6239
1538.87,2525000,505,-15765.51171875,12.9794,505,1290.21,156.663
1517.19,2530000,506,-15607.4755859375,13.0258,506,1130.46,156.6454
1946.04,2535000,507,-15723.818359375,13.9303,507,1586.19,156.6485
1924.7,2540000,508,-15671.5,14.0268,508,1545.72,156.727
1098.0,2545000,509,-16168.68359375,12.0931,509,950.33,156.7367
964.99,2550000,510,-16197.5400390625,11.9634,510,597.95,156.8883
-545.77,2555000,511,-16569.23046875,12.9446,511,-416.02,158.056
1741.51,2560000,512,-16089.439453125,14.2242,512,1367.84,157.0377
1895.83,2565000,513,-16057.1630859375,14.4238,513,1543.77,156.7064
2145.26,2570000,514,-15916.7646484375,14.7327,514,1793.5,156.4998
2158.44,2575000,515,-16042.8310546875,15.0346,515,1829.81,156.4811
2210.45,2580000,516,-16087.6669921875,15.1481,516,1843.23,156.6648
2198.07,2585000,517,-16045.177734375,15.4528,517,1860.78,156.7158
2186.98,2590000,518,-15958.673828125,15.486,518,1861.67,156.6128
2165.62,2595000,519,-15984.9814453125,15.5859,519,1858.44,156.6681
2151.06,2600000,520,-15993.3662109375,15.4439,520,1838.56,156.6763
1852.92,2605000,521,-15730.150390625,14.5498,521,1541.36,156.5492
1594.34,2610000,522,-15746.4228515625,13.2195,522,1449.35,156.454
1564.86,2615000,523,-16632.763671875,15.4461,523,1399.4,156.2348
2177.35,2620000,524,-16092.4013671875,15.1002,524,1818.65,156.6053
2156.83,2625000,525,-16215.6123046875,15.5893,525,1848.48,156.7012
2109.1,2630000,526,-16019.2333984375,15.3703,526,1826.34,156.7694
914.37,2635000,527,-16650.201171875,15.0395,527,858.41,156.4892
1096.73,2640000,528,-16892.0859375,16.899,528,940.6,156.7336
-155.51,2645000,529,-15905.09375,13.1318,529,-145.81,157.531
1924.57,2650000,530,-16333.6923828125,14.5672,530,1552.27,156.7387
1572.59,2655000,531,-16508.259765625,13.9354,531,1384.0,156.5245
-478.99,2660000,532,-16493.66015625,11.753,532,-476.26,158.047
1143.87,2665000,533,-16920.92578125,16.5614,533,952.8,157.4247
-179.0,2670000,534,-12614.6015625,20.894,534,-146.86,160.2056
677.41,2675000,535,-12745.0751953125,15.8556,535,473.67,159.5072
-242.36,2680000,536,-13411.2412109375,15.9402,536,171.69,159.1056
-210.12,2685000,537,-14061.755859375,14.252,537,158.77,157.0452
240.8,2690000,538,-14763.6943359375,13.1971,538,998.23,156.9646
1901.63,2695000,539,-16007.2958984375,14.6339,539,1741.94,156.8104
2074.95,2700000,540,-16104.2978515625,14.872,540,1767.46,156.9288
2113.88,2705000,541,-16223.626953125,15.1639,541,1801.16,156.7903
2125.13,2710000,542,-16243.916015625,14.9564,542,1790.69,156.8674
1995.02,2715000,543,-16198.2958984375,15.0785,543,1779.75,156.6763
2120.99,2720000,544,-16272.8095703125,15.2696,544,1807.99,156.8053
2168.2,2725000,545,-16277.7939453125,15.3034,545,1831.02,156.9562
2177.63,2730000,546,-16356.9892578125,15.1647,546,1822.25,156.8649
2125.11,2735000,547,-16296.294921875,14.976,547,1800.4,156.9656
2155.25,2740000,548,-16334.3525390625,14.9274,548,1825.37,156.8132
1942.61,2745000,549,-16358.2607421875,14.3935,549,1667.66,156.8718
1412.09,2750000,550,-16462.876953125,16.2271,550,1151.77,157.0762
475.12,2755000,551,-14148.15234375,13.7165,551,300.31,158.3226
1992.22,2760000,552,-16308.263671875,14.402,552,1593.01,156.5942
2150.05,2765000,553,-16478.1796875,15.0062,553,1786.72,156.6356
2164.29,2770000,554,-16404.099609375,15.0868,554,1808.19,156.647
2153.06,2775000,555,-16348.810546875,14.9731,555,1829.55,156.7199
2188.45,2780000,556,-16416.482421875,15.2126,556,1848.07,156.8081
2104.61,2785000,557,-16431.755859375,15.0996,557,1829.72,156.7273
2162.33,2790000,558,-16521.244140625,15.2448,558,1873.24,156.7287
2172.72,2795000,559,-16510.81640625,15.1976,559,1843.59,156.9069
2184.71,2800000,560,-16538.494140625,15.0974,560,1854.37,156.8036
2185.65,2805000,561,-16529.1171875,15.2339,561,1852.4,156.7613
2186.97,2810000,562,-16581.62109375,15.2862,562,1858.11,156.7827
2177.2,2815000,563,-16582.234375,15.2253,563,1857.88,156.7433
2184.5,2820000,564,-16578.185546875,15.2833,564,1876.67,156.8871
2177.67,2825000,565,-16547.125,15.2493,565,1845.37,156.6547
2198.32,2830000,566,-16686.822265625,15.4404,566,1874.22,156.9574
2181.56,2835000,567,-16599.951171875,15.1281,567,1869.8,156.9361
2193.74,2840000,568,-16632.220703125,15.1883,568,1872.3,156.7824
940.66,2845000,569,-16949.0,15.8296,569,816.01,157.2439
686.83,2850000,570,-17490.607421875,13.9883,570,684.59,157.194
-15.62,2855000,571,-15138.609375,13.9928,571,170.48,157.4257
-150.15,2860000,572,-14542.1884765625,15.6619,572,125.1,158.2083
1370.13,2865000,573,-16741.501953125,15.7045,573,1283.52,156.7768
1191.46,2870000,574,-16967.064453125,15.4476,574,1062.16,157.0083
804.3,2875000,575,-16877.099609375,15.1607,575,704.89,157.0771
678.66,2880000,576,-16745.56640625,15.5463,576,1432.34,156.5947
1190.26,2885000,577,-16834.59375,18.3889,577,1307.69,157.2906
970.3,2890000,578,-16985.798828125,15.1581,578,956.34,157.21
2101.5,2895000,579,-16713.9765625,14.6295,579,1757.44,156.6237
2161.46,2900000,580,-16736.826171875,14.8094,580,1810.25,156.593
2173.13,2905000,581,-16714.025390625,14.994,581,1823.94,156.6717
2184.66,2910000,582,-16743.130859375,15.0289,582,1861.41,156.5798
2191.74,2915000,583,-16757.01171875,15.2071,583,1870.22,156.72
