Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Real Sto Return,Running Forward KL,Itration,Running Update Time
15.3262,1930000,-14151.9833984375,2338.04,1918.94,156.6158,386,386
15.1266,1935000,-14149.408203125,2148.35,1962.69,156.4892,387,387
15.3511,1940000,-14194.6162109375,2314.84,1916.21,156.5771,388,388
14.9735,1945000,-14135.9296875,2153.43,1893.79,156.5846,389,389
15.2174,1950000,-14190.4697265625,2263.55,1947.73,156.6261,390,390
15.1487,1955000,-14215.7958984375,2313.15,1949.4,156.6488,391,391
15.2346,1960000,-14227.55078125,2294.31,1903.28,156.6757,392,392
15.4028,1965000,-14251.859375,1893.36,1920.77,156.6866,393,393
14.8436,1970000,-14265.541015625,2176.66,1867.65,156.7565,394,394
15.3135,1975000,-14368.103515625,2175.09,1909.74,156.5764,395,395
15.108,1980000,-14302.48828125,2053.61,1863.6,156.545,396,396
14.7141,1985000,-14250.322265625,2095.45,1799.33,156.654,397,397
15.2477,1990000,-14390.8291015625,2202.25,1969.23,156.7648,398,398
14.8028,1995000,-14295.3818359375,2260.58,1922.76,156.7971,399,399
14.7624,2000000,-14251.1787109375,2190.2,1730.65,156.5762,400,400
15.3017,2005000,-14560.2587890625,2339.67,1922.21,156.589,401,401
15.2744,2010000,-14472.158203125,2215.91,1838.73,156.7028,402,402
14.9631,2015000,-14413.3232421875,2326.05,1932.93,156.6637,403,403
15.0466,2020000,-14492.583984375,2086.91,1957.96,156.6541,404,404
15.2606,2025000,-14548.759765625,2346.21,1921.05,156.6878,405,405
15.0225,2030000,-14519.19140625,2329.47,1891.11,156.7512,406,406
15.1137,2035000,-14558.0849609375,2295.75,1914.37,156.7989,407,407
15.2254,2040000,-14515.2060546875,2328.13,1868.76,156.735,408,408
14.5132,2045000,-14374.4619140625,2312.13,1939.89,156.5667,409,409
14.8978,2050000,-14568.23046875,2337.83,1974.65,156.6943,410,410
15.1375,2055000,-14638.2998046875,2318.64,1947.41,156.6089,411,411
15.1623,2060000,-14612.7578125,2215.44,1932.9,156.5509,412,412
14.79,2065000,-14521.2646484375,2076.19,1928.19,156.6371,413,413
15.1121,2070000,-14741.4248046875,2343.04,1973.99,156.5249,414,414
15.3386,2075000,-14745.0869140625,2310.86,1938.9,156.6634,415,415
14.8499,2080000,-14643.2666015625,2328.42,1825.31,156.6568,416,416
14.9555,2085000,-14668.880859375,2349.77,1964.81,156.5817,417,417
14.9627,2090000,-14672.03125,2209.09,1837.1,156.6283,418,418
15.107,2095000,-14769.861328125,2353.9,1980.1,156.5601,419,419
15.1014,2100000,-14805.91796875,2308.07,1949.92,156.7292,420,420
14.8297,2105000,-14688.03515625,2232.46,1976.98,156.628,421,421
15.0347,2110000,-14798.541015625,2323.0,1926.7,156.753,422,422
15.2434,2115000,-14889.69921875,2353.53,1970.87,156.5708,423,423
15.1008,2120000,-14855.2841796875,2079.24,1921.25,156.6902,424,424
14.9203,2125000,-14793.2294921875,2340.55,1989.12,156.5486,425,425
15.2549,2130000,-14950.857421875,2325.82,1965.28,156.4692,426,426
14.6885,2135000,-14833.4638671875,2275.98,1953.69,156.5199,427,427
14.946,2140000,-14897.150390625,2273.02,1964.46,156.5211,428,428
14.9261,2145000,-14849.40625,2330.81,1981.85,156.4855,429,429
15.2052,2150000,-15046.125,2312.59,1956.3,156.4699,430,430
15.2742,2155000,-14996.697265625,2342.04,1985.2,156.5942,431,431
15.0702,2160000,-15011.1240234375,2358.75,1996.79,156.5517,432,432
14.8613,2165000,-14941.4697265625,2324.28,1954.75,156.5033,433,433
15.1938,2170000,-15086.78125,2350.19,2005.26,156.4789,434,434
15.0998,2175000,-15013.333984375,2310.07,1971.33,156.5706,435,435
14.8549,2180000,-14966.619140625,2285.11,1967.08,156.621,436,436
15.0676,2185000,-15055.3515625,2324.98,1939.2,156.6614,437,437
15.0967,2190000,-15045.5068359375,2339.25,1973.76,156.6318,438,438
15.1042,2195000,-15126.7080078125,2317.4,1965.09,156.6844,439,439
15.2569,2200000,-15153.5087890625,2326.46,1969.04,156.6858,440,440
15.2352,2205000,-15218.3359375,2354.33,1960.9,156.5944,441,441
15.1084,2210000,-15202.732421875,2351.64,1964.47,156.6024,442,442
15.1022,2215000,-15207.9833984375,2344.25,2013.09,156.7072,443,443
14.8463,2220000,-15140.951171875,2328.47,1986.37,156.4417,444,444
15.0912,2225000,-15267.892578125,2345.37,1992.58,156.5706,445,445
15.3415,2230000,-15260.6298828125,2347.88,2014.29,156.5737,446,446
15.056,2235000,-15280.1875,2306.5,1978.67,156.498,447,447
15.0651,2240000,-15350.3935546875,2344.93,1961.93,156.6407,448,448
15.1029,2245000,-15273.431640625,2328.45,2014.45,156.539,449,449
15.1376,2250000,-15337.513671875,2337.56,1950.68,156.6422,450,450
15.0843,2255000,-15300.8056640625,2339.86,1990.34,156.7093,451,451
15.198,2260000,-15345.982421875,2290.98,2013.81,156.6502,452,452
15.0772,2265000,-15352.51953125,2311.31,1984.61,156.5323,453,453
15.3004,2270000,-15453.1796875,2341.29,1957.97,156.6286,454,454
15.1923,2275000,-15379.2783203125,2295.07,2000.74,156.5497,455,455
15.2797,2280000,-15441.8046875,2323.1,1990.9,156.7606,456,456
14.9574,2285000,-15385.16015625,2297.45,1981.59,156.7198,457,457
15.0963,2290000,-15415.298828125,2310.99,1996.34,156.4728,458,458
14.8796,2295000,-15417.658203125,2339.02,1949.51,156.612,459,459
15.0409,2300000,-15526.142578125,2345.17,1998.97,156.4998,460,460
15.1122,2305000,-15459.736328125,2327.76,1999.66,156.7245,461,461
14.6515,2310000,-15381.3193359375,2308.05,1998.63,156.479,462,462
14.9584,2315000,-15518.0556640625,2304.12,1986.85,156.6764,463,463
14.6173,2320000,-15382.103515625,2271.3,1944.55,156.7441,464,464
14.9412,2325000,-15552.8701171875,2325.51,1975.86,156.7283,465,465
14.9661,2330000,-15592.0087890625,2330.66,2009.91,156.6792,466,466
14.8695,2335000,-15517.7099609375,2315.29,1993.94,156.6958,467,467
14.8828,2340000,-15509.6376953125,2282.22,1866.25,156.7376,468,468
15.2987,2345000,-15650.0224609375,2300.83,1984.41,156.6398,469,469
14.7512,2350000,-15569.583984375,2300.25,1969.39,156.6738,470,470
15.1146,2355000,-15605.548828125,2294.59,1996.03,156.6941,471,471
15.1675,2360000,-15709.203125,2340.59,1956.95,156.6864,472,472
15.2583,2365000,-15620.5595703125,2277.08,1937.53,156.7664,473,473
15.0198,2370000,-15647.01171875,2250.44,1968.53,156.7303,474,474
15.1387,2375000,-15672.205078125,2292.63,1993.43,156.7089,475,475
14.9657,2380000,-15621.01171875,2286.7,1972.44,156.6791,476,476
15.0007,2385000,-15740.658203125,2286.77,1943.41,156.6057,477,477
15.0967,2390000,-15683.6064453125,2270.22,1930.62,156.5318,478,478
14.8721,2395000,-15622.2900390625,2292.5,1969.98,156.613,479,479
15.1194,2400000,-15822.900390625,2317.33,1938.22,156.6225,480,480
15.1452,2405000,-15820.3564453125,2305.34,2008.82,156.6284,481,481
15.1618,2410000,-15943.830078125,2318.66,1995.98,156.6807,482,482
15.3774,2415000,-15860.197265625,2327.68,2000.18,156.757,483,483
15.1725,2420000,-15910.5283203125,2331.01,1984.42,156.5679,484,484
15.4274,2425000,-15952.4208984375,2244.48,1969.5,156.6831,485,485
15.3993,2430000,-15947.203125,2323.85,1940.63,156.6275,486,486
15.2463,2435000,-15887.0947265625,2294.32,1943.94,156.781,487,487
15.0223,2440000,-15829.201171875,2229.57,1934.4,156.6332,488,488
14.7213,2445000,-15860.2373046875,2310.85,1982.67,156.56,489,489
15.2113,2450000,-15980.0087890625,2285.1,1984.1,156.7005,490,490
15.2972,2455000,-16030.451171875,2247.6,1987.12,156.6034,491,491
15.3266,2460000,-16012.794921875,2284.32,1991.87,156.7425,492,492
15.2468,2465000,-16025.8408203125,2320.15,2001.34,156.5638,493,493
15.2138,2470000,-15988.609375,2280.97,1997.69,156.6839,494,494
14.9614,2475000,-15932.814453125,2297.35,1985.68,156.6457,495,495
15.2828,2480000,-16071.552734375,2249.96,1974.8,156.6484,496,496
15.0834,2485000,-15968.912109375,2260.35,1980.32,156.6216,497,497
14.8525,2490000,-15970.1484375,2272.92,1970.03,156.8256,498,498
15.2239,2495000,-16064.8232421875,2306.91,1984.73,156.6391,499,499
14.8858,2500000,-16040.36328125,2287.43,2007.83,156.7119,500,500
15.3198,2505000,-16130.8310546875,2306.14,1987.71,156.6961,501,501
15.027,2510000,-16116.5615234375,2321.82,1916.29,156.6355,502,502
15.2988,2515000,-16220.125,2304.16,1992.11,156.707,503,503
15.2701,2520000,-16207.9296875,2355.13,1954.88,156.7031,504,504
15.0535,2525000,-16188.8203125,2316.46,1973.18,156.5444,505,505
14.51,2530000,-16006.76953125,2252.33,1967.71,156.7147,506,506
14.8439,2535000,-16108.2021484375,2340.17,1970.98,156.6479,507,507
14.8042,2540000,-16107.34765625,2358.44,1966.46,156.4929,508,508
15.2033,2545000,-16252.259765625,2335.21,1991.65,156.6299,509,509
14.8742,2550000,-16175.6494140625,2350.96,1948.49,156.5218,510,510
15.2361,2555000,-16282.625,2351.32,1972.82,156.6316,511,511
15.1915,2560000,-16278.8662109375,2362.32,1985.01,156.7206,512,512
15.0553,2565000,-16166.9580078125,2330.98,1980.89,156.6056,513,513
14.908,2570000,-16149.9404296875,2312.24,1948.14,156.6778,514,514
15.1174,2575000,-16309.6240234375,2362.53,1957.28,156.6044,515,515
14.3509,2580000,-16148.337890625,2349.92,1937.91,156.6154,516,516
14.8586,2585000,-16243.6220703125,2357.7,1998.67,156.7847,517,517
14.8507,2590000,-16203.623046875,2318.55,1984.62,156.4616,518,518
14.8661,2595000,-16300.9853515625,2309.0,1989.75,156.6276,519,519
15.2013,2600000,-16416.427734375,2331.09,1994.48,156.6747,520,520
14.9263,2605000,-16320.5107421875,2358.28,1960.54,156.6923,521,521
14.9248,2610000,-16291.51953125,2334.15,1992.15,156.6038,522,522
14.7921,2615000,-16283.75390625,2304.5,1986.58,156.6379,523,523
14.7677,2620000,-16230.384765625,2320.33,1993.08,156.7588,524,524
14.7747,2625000,-16266.9833984375,2338.57,1970.83,156.6478,525,525
14.981,2630000,-16397.79296875,2350.43,1998.18,156.4967,526,526
15.0116,2635000,-16346.4814453125,2351.03,1984.28,156.7142,527,527
15.1792,2640000,-16451.375,2340.62,1983.96,156.6975,528,528
14.9359,2645000,-16364.2861328125,2325.9,1970.92,156.645,529,529
14.9255,2650000,-16458.580078125,2342.43,1936.77,156.6469,530,530
15.182,2655000,-16496.361328125,2320.5,1977.98,156.7887,531,531
14.9487,2660000,-16495.06640625,2336.06,1953.62,156.7028,532,532
14.7246,2665000,-16365.3544921875,2282.25,1969.59,156.6213,533,533
15.1527,2670000,-16461.40625,2337.83,2012.11,156.7847,534,534
14.8681,2675000,-16528.068359375,2282.52,1941.13,156.6235,535,535
15.0101,2680000,-16475.06640625,2323.42,1966.06,156.6679,536,536
14.8905,2685000,-16527.751953125,2341.94,1984.22,156.6235,537,537
14.8011,2690000,-16457.84765625,2341.2,2010.28,156.5682,538,538
14.5509,2695000,-16379.86328125,2317.38,1976.35,156.6267,539,539
14.7865,2700000,-16462.0078125,2288.33,1998.34,156.6184,540,540
14.8228,2705000,-16533.1875,2318.37,1997.19,156.8502,541,541
15.027,2710000,-16608.53515625,2327.29,1980.17,156.6336,542,542
15.0438,2715000,-16588.017578125,2323.83,1986.85,156.5594,543,543
14.8906,2720000,-16573.953125,2329.2,1970.54,156.5209,544,544
14.9624,2725000,-16538.564453125,2314.27,1975.15,156.5635,545,545
14.8513,2730000,-16567.5078125,2310.21,1958.35,156.5939,546,546
14.5898,2735000,-16499.884765625,2266.59,1928.53,156.5516,547,547
14.9181,2740000,-16586.263671875,2351.47,1997.72,156.6311,548,548
14.8667,2745000,-16516.25,2318.0,1963.62,156.7143,549,549
14.9678,2750000,-16650.38671875,2335.25,1975.23,156.5023,550,550
14.8168,2755000,-16630.259765625,2336.68,1994.29,156.659,551,551
15.1528,2760000,-16700.642578125,2332.25,2013.82,156.6901,552,552
14.838,2765000,-16624.904296875,2338.58,1985.98,156.6277,553,553
14.8459,2770000,-16604.052734375,2331.27,1998.9,156.6339,554,554
14.9477,2775000,-16665.439453125,2334.48,1985.44,156.4818,555,555
15.0242,2780000,-16687.5234375,2328.06,1997.2,156.5087,556,556
14.7619,2785000,-16699.2890625,2316.62,1976.86,156.6392,557,557
14.7978,2790000,-16637.044921875,2293.5,1979.31,156.606,558,558
14.8277,2795000,-16731.900390625,2331.23,1987.63,156.5785,559,559
14.8501,2800000,-16720.638671875,2328.17,1982.94,156.5872,560,560
14.9441,2805000,-16698.9375,2315.12,1984.02,156.5209,561,561
15.0402,2810000,-16795.216796875,2352.37,2016.68,156.595,562,562
14.6421,2815000,-16724.384765625,2298.64,1963.85,156.6017,563,563
14.8274,2820000,-16853.58984375,2325.68,1974.73,156.5772,564,564
14.7848,2825000,-16782.15234375,2301.98,1937.95,156.6408,565,565
14.2038,2830000,-16826.568359375,2271.51,1933.87,156.6588,566,566
14.786,2835000,-16749.9921875,2310.97,1972.6,156.5082,567,567
14.8334,2840000,-16776.326171875,2280.61,1979.4,156.6039,568,568
14.8244,2845000,-16853.736328125,2315.0,1959.24,156.5923,569,569
14.7789,2850000,-16823.349609375,2320.32,1985.45,156.5514,570,570
14.6836,2855000,-16825.2578125,2281.62,1974.35,156.558,571,571
14.5091,2860000,-16807.814453125,2309.57,1934.01,156.7043,572,572
14.8368,2865000,-16851.123046875,2262.63,1934.13,156.5375,573,573
14.6769,2870000,-16830.400390625,2294.52,1933.86,156.709,574,574
14.8409,2875000,-16831.0390625,2311.95,1992.84,156.5676,575,575
14.8771,2880000,-16892.826171875,2300.03,1972.24,156.6215,576,576
14.4161,2885000,-16794.9453125,2286.02,1951.58,156.5548,577,577
14.8331,2890000,-16959.15625,2295.54,1957.01,156.4876,578,578
14.5579,2895000,-16781.490234375,2285.57,1936.61,156.6047,579,579
14.8201,2900000,-16952.732421875,2294.11,1987.3,156.6837,580,580
14.709,2905000,-16919.458984375,2282.73,1964.41,156.6013,581,581
14.6563,2910000,-16943.619140625,2276.11,1962.66,156.5443,582,582
14.8576,2915000,-16969.173828125,2324.08,1934.91,156.5977,583,583
15.0132,2920000,-16992.48046875,2324.24,1970.76,156.451,584,584
14.6072,2925000,-16923.89453125,2304.8,1917.6,156.6024,585,585
14.9159,2930000,-17050.189453125,2340.76,1989.72,156.3912,586,586
14.7173,2935000,-17041.060546875,2285.76,1976.91,156.4163,587,587
14.9349,2940000,-17070.9453125,2335.45,1997.83,156.558,588,588
14.6017,2945000,-16959.486328125,2305.84,1981.08,156.3216,589,589
14.777,2950000,-17029.087890625,2312.55,1977.38,156.6504,590,590
14.7231,2955000,-17015.75,2304.15,1952.37,156.5179,591,591
14.5806,2960000,-16958.255859375,2296.17,1969.6,156.5628,592,592
14.8623,2965000,-17063.3046875,2321.63,1983.01,156.4768,593,593
14.9652,2970000,-17045.001953125,2302.04,1972.4,156.4616,594,594
14.6574,2975000,-17045.328125,2332.83,1960.67,156.5379,595,595
14.8019,2980000,-17081.232421875,2312.75,1983.94,156.6269,596,596
14.5658,2985000,-17009.662109375,2303.13,1958.91,156.4863,597,597
14.8575,2990000,-17070.314453125,2315.12,1984.24,156.5236,598,598
14.7268,2995000,-17104.845703125,2280.72,1987.1,156.5956,599,599
