Real Det Return,Running Env Steps,Running Forward KL,Real Sto Return,Itration,Running Update Time,Reward Loss,Running Reverse KL
905.66,150000,32.6151,1538.75,30,30,-106.49678039550781,21.6066
993.43,155000,31.807,976.14,31,31,-112.68718719482422,17.5971
1150.44,160000,31.0261,1706.37,32,32,-103.69336700439453,19.9093
2617.35,165000,31.2438,2302.82,33,33,-86.86991119384766,19.9379
1089.3,170000,31.6984,1583.21,34,34,-164.91244506835938,34.7457
945.72,175000,32.7881,908.9,35,35,-202.24232482910156,29.0107
2856.36,180000,29.9856,2620.51,36,36,-18.676050186157227,17.2159
3092.75,185000,31.3228,2602.53,37,37,-7.337875843048096,18.0721
981.06,190000,31.4561,1891.03,38,38,-121.78042602539062,19.8592
3088.91,195000,31.1211,2875.37,39,39,-15.389524459838867,17.2617
3097.4,200000,30.713,3087.63,40,40,-25.21763038635254,17.6242
3115.52,205000,31.744,3119.47,41,41,-5.944229602813721,18.9871
3108.44,210000,31.1973,3084.02,42,42,-20.892932891845703,18.0408
3091.25,215000,29.8014,2956.37,43,43,-35.80387496948242,17.6848
3048.68,220000,31.5723,3034.35,44,44,-24.014257431030273,17.3953
333.44,225000,37.7329,337.23,45,45,-267.1142883300781,33.9757
1225.35,230000,30.0753,1860.72,46,46,-185.42698669433594,30.0184
3137.84,235000,30.4748,2531.94,47,47,-36.36900329589844,17.006
3230.16,240000,29.0575,2673.95,48,48,-79.46575164794922,16.6383
2503.21,245000,30.3173,2168.78,49,49,-141.35577392578125,19.7603
3163.74,250000,28.8318,2878.45,50,50,-65.37942504882812,17.1452
3167.11,255000,29.6094,3053.76,51,51,-37.5587043762207,16.5195
3088.43,260000,28.7881,1991.52,52,52,-120.87857818603516,16.9764
3117.83,265000,30.195,1605.68,53,53,-138.0180206298828,18.0668
3184.14,270000,29.0698,2530.42,54,54,-102.10948944091797,18.4078
2779.66,275000,29.496,1792.74,55,55,-157.06253051757812,23.8576
1822.45,280000,30.1977,2029.81,56,56,-188.36190795898438,17.3869
2735.3,285000,30.4486,2074.3,57,57,-196.7013702392578,22.3444
3146.86,290000,30.0853,3018.51,58,58,-57.723262786865234,16.6458
3148.28,295000,29.6248,3178.3,59,59,-60.24941635131836,16.9938
3154.66,300000,29.9203,3100.1,60,60,-100.60887145996094,17.4815
2722.68,305000,30.4279,1766.44,61,61,-227.73495483398438,19.5137
3189.77,310000,28.8237,3083.74,62,62,-76.94650268554688,15.1901
3160.32,315000,29.0301,3167.15,63,63,-107.9204330444336,17.9954
3296.46,320000,29.6967,2661.1,64,64,-81.80450439453125,17.307
3187.86,325000,29.3063,3022.71,65,65,-64.89022064208984,16.3055
3296.21,330000,30.0879,2318.12,66,66,-233.5553741455078,25.6948
3278.79,335000,29.5708,2966.67,67,67,-77.85772705078125,16.2943
3188.01,340000,30.1068,3112.53,68,68,-111.85505676269531,16.3615
3239.56,345000,29.1773,3213.4,69,69,-81.14042663574219,16.4968
3338.12,350000,29.7212,2264.04,70,70,-155.3426513671875,15.926
3287.86,355000,28.9672,2126.56,71,71,-106.27714538574219,15.6659
3351.39,360000,29.5823,3114.19,72,72,-167.17564392089844,20.2897
3292.64,365000,29.1185,2944.96,73,73,-130.2405242919922,17.6444
3293.72,370000,28.7759,2568.2,74,74,-101.63865661621094,16.4164
1752.98,375000,29.8349,2056.73,75,75,-198.9761505126953,24.967
3261.64,380000,29.1081,3040.48,76,76,-176.58897399902344,24.3529
3032.81,385000,29.9464,2210.4,77,77,-229.25563049316406,19.9485
3239.97,390000,28.9847,3122.52,78,78,-189.69419860839844,28.4829
3302.84,395000,28.7586,2640.72,79,79,-223.267822265625,20.3282
2448.94,400000,29.0652,2733.3,80,80,-184.3249969482422,19.8803
1619.65,405000,31.462,1873.43,81,81,-378.3175964355469,45.9714
3291.65,410000,30.0428,2868.08,82,82,-279.34783935546875,45.8229
3318.28,415000,28.8012,2635.95,83,83,-239.51806640625,21.9744
2986.59,420000,29.0961,2239.11,84,84,-255.17788696289062,18.4641
3278.41,425000,29.0908,2639.05,85,85,-199.76681518554688,18.9901
3319.48,430000,29.3782,1966.7,86,86,-320.22149658203125,33.3994
1585.46,435000,29.6728,2004.0,87,87,-295.9914855957031,23.6436
1828.42,440000,29.2395,2518.03,88,88,-219.03372192382812,16.798
1700.49,445000,28.6729,2448.97,89,89,-247.41651916503906,20.4984
3285.48,450000,28.052,2545.68,90,90,-229.6687774658203,18.3646
2971.09,455000,28.6406,2105.8,91,91,-299.3438415527344,25.9036
3259.89,460000,28.5575,2930.01,92,92,-220.07887268066406,17.1945
1327.57,465000,29.6458,2532.69,93,93,-285.9999084472656,18.7917
2214.78,470000,28.1055,2847.73,94,94,-161.90589904785156,13.9577
2619.21,475000,28.8815,2499.08,95,95,-241.69833374023438,16.5186
3341.78,480000,28.5495,2875.77,96,96,-275.30462646484375,17.629
3320.26,485000,27.4963,3148.84,97,97,-143.44281005859375,14.7652
3401.97,490000,28.2247,3208.93,98,98,-171.97755432128906,16.7897
3385.22,495000,28.0897,3227.82,99,99,-187.56947326660156,15.5894
3321.24,500000,28.8855,3089.54,100,100,-168.82720947265625,15.8759
3316.0,505000,27.8236,3249.72,101,101,-148.39913940429688,14.5752
3379.69,510000,28.5622,3038.46,102,102,-219.7161865234375,17.765
3359.5,515000,28.546,2240.71,103,103,-225.03050231933594,13.7869
3283.1,520000,28.4999,3167.33,104,104,-172.095703125,15.738
3312.71,525000,29.4633,2326.55,105,105,-318.6967468261719,18.547
2619.89,530000,30.0829,1984.81,106,106,-488.6925964355469,18.716
3321.31,535000,27.5265,2713.23,107,107,-155.65037536621094,14.962
2991.54,540000,28.7247,2350.29,108,108,-321.8773193359375,15.6329
3180.46,545000,27.0893,3158.74,109,109,-179.40335083007812,14.9584
3255.82,550000,28.3243,2826.22,110,110,-189.59597778320312,15.7611
1994.46,555000,28.3905,2615.16,111,111,-265.9098815917969,13.9824
2983.68,560000,28.3233,2950.07,112,112,-241.0548858642578,13.9614
3368.64,565000,27.362,3072.49,113,113,-210.48721313476562,14.1507
3430.41,570000,28.376,3039.22,114,114,-198.56747436523438,14.3065
3358.69,575000,28.2987,2782.76,115,115,-272.0299377441406,13.8923
2015.48,580000,28.1392,2446.19,116,116,-230.49221801757812,12.8296
3397.53,585000,28.2472,2620.45,117,117,-339.30706787109375,13.8677
3405.42,590000,27.6526,2931.78,118,118,-261.49420166015625,14.8699
3254.37,595000,28.7888,2226.59,119,119,-431.91552734375,17.8071
1890.15,600000,28.2985,2613.33,120,120,-383.396484375,17.929
2666.25,605000,29.463,1688.42,121,121,-560.0409545898438,31.145
3385.02,610000,27.8145,2502.36,122,122,-323.6622619628906,17.9811
2751.57,615000,28.4992,1986.13,123,123,-419.84014892578125,17.015
2651.16,620000,28.601,2278.31,124,124,-411.7865905761719,18.3033
3349.97,625000,27.0453,3132.16,125,125,-180.2620849609375,14.6828
3250.21,630000,28.6938,1773.15,126,126,-418.3351745605469,13.3082
2646.7,635000,29.514,1797.67,127,127,-404.08953857421875,13.051
1830.88,640000,29.1141,1432.28,128,128,-544.9671630859375,18.1694
3325.61,645000,28.7054,2059.02,129,129,-467.52655029296875,21.3386
3466.83,650000,28.9144,2051.68,130,130,-439.1507263183594,16.2766
3440.96,655000,28.8816,2105.59,131,131,-415.76318359375,14.8469
3161.81,660000,29.0052,1958.74,132,132,-383.3822326660156,13.5062
2817.7,665000,29.1702,2098.63,133,133,-573.2761840820312,24.6714
3432.69,670000,28.4103,2589.34,134,134,-443.0072937011719,22.7523
2355.74,675000,28.9714,2110.04,135,135,-351.62109375,12.7361
3429.51,680000,26.9372,2682.58,136,136,-342.171142578125,14.6937
3497.3,685000,28.4174,2372.25,137,137,-482.9624328613281,16.0469
3451.4,690000,27.6405,2823.46,138,138,-376.0287170410156,13.9364
3457.04,695000,27.4523,2434.08,139,139,-443.43817138671875,19.3217
2560.54,700000,29.2041,2050.74,140,140,-529.2713012695312,19.4336
3047.07,705000,29.3375,2093.82,141,141,-522.737548828125,21.5461
3479.05,710000,28.1176,2591.78,142,142,-446.5087890625,16.136
3478.13,715000,27.1906,2971.36,143,143,-289.0843200683594,14.2731
3468.51,720000,27.6718,2193.34,144,144,-410.4191589355469,13.5043
2311.86,725000,28.3739,2134.46,145,145,-542.4421997070312,18.3306
3487.46,730000,26.6818,3019.08,146,146,-254.0773162841797,14.7672
3194.09,735000,27.4961,2059.01,147,147,-420.0342102050781,14.5764
3459.47,740000,27.4809,2337.51,148,148,-391.579833984375,12.5472
3480.65,745000,27.9179,2371.67,149,149,-435.3896789550781,12.789
3499.1,750000,28.191,2651.7,150,150,-386.35443115234375,13.9783
3482.32,755000,26.9404,3274.21,151,151,-268.064208984375,14.1074
3496.26,760000,27.3184,3210.14,152,152,-343.87298583984375,13.574
3448.67,765000,26.614,3257.77,153,153,-286.6669921875,14.2533
3397.68,770000,27.8332,2248.03,154,154,-591.2952880859375,20.8144
2994.0,775000,26.984,2562.75,155,155,-378.06427001953125,13.2261
2963.77,780000,28.147,2095.93,156,156,-608.1648559570312,15.0839
3459.44,785000,27.3185,2659.51,157,157,-413.80462646484375,14.1361
3205.21,790000,28.203,2059.26,158,158,-503.6551818847656,13.6738
2582.25,795000,28.3879,1907.48,159,159,-510.9830017089844,15.178
3441.87,800000,26.8908,3033.07,160,160,-335.60888671875,13.8778
3401.55,805000,27.6024,2129.99,161,161,-453.14056396484375,12.7179
3039.02,810000,28.3658,1696.63,162,162,-552.9291381835938,13.0105
3455.12,815000,26.8734,2984.98,163,163,-371.3875732421875,13.1086
3467.36,820000,27.957,1968.96,164,164,-494.41424560546875,13.2843
2568.49,825000,29.0167,2184.99,165,165,-504.13214111328125,12.7141
2505.7,830000,28.1082,1996.79,166,166,-500.0846252441406,12.7999
3454.22,835000,27.4004,2148.42,167,167,-460.4515380859375,12.7942
3446.48,840000,27.8207,2096.94,168,168,-512.4049682617188,14.3077
3425.87,845000,25.1159,3113.42,169,169,-260.9371032714844,13.5682
3482.76,850000,27.1255,2355.85,170,170,-378.15576171875,13.4779
3378.11,855000,28.2239,1809.35,171,171,-607.2582397460938,15.2134
3211.21,860000,28.1657,2257.68,172,172,-569.3186645507812,13.4413
1833.82,865000,27.808,2096.96,173,173,-531.2523193359375,13.3918
3482.64,870000,25.6741,2862.72,174,174,-313.2641296386719,13.302
3480.78,875000,26.8699,2961.05,175,175,-305.002197265625,14.5166
3477.74,880000,27.8453,2181.97,176,176,-551.2304077148438,12.6771
3251.21,885000,27.8727,2442.24,177,177,-609.8011474609375,16.1274
3460.72,890000,26.7437,2079.17,178,178,-525.503662109375,11.9824
2750.7,895000,27.9273,2403.28,179,179,-491.5869445800781,12.5806
3504.99,900000,26.3798,2878.87,180,180,-402.11468505859375,13.2234
3475.52,905000,26.6945,2213.14,181,181,-489.7320251464844,12.4657
3463.25,910000,25.4908,3002.88,182,182,-413.7392578125,12.6587
3053.43,915000,27.1846,2381.82,183,183,-536.4794311523438,12.3989
3494.87,920000,26.9712,3231.85,184,184,-340.4253234863281,14.0992
3476.3,925000,27.8807,2198.53,185,185,-625.9945068359375,12.7469
3476.66,930000,26.8118,3022.44,186,186,-535.9729614257812,13.5123
3484.4,935000,26.0146,2704.35,187,187,-482.06927490234375,13.245
3395.78,940000,27.0654,2257.26,188,188,-645.228759765625,14.4116
3501.38,945000,26.6513,3319.65,189,189,-334.8016052246094,14.0974
3494.41,950000,26.3033,2810.54,190,190,-320.3707275390625,13.5839
3449.74,955000,26.087,3154.99,191,191,-323.0988464355469,13.419
3453.07,960000,28.1873,2655.82,192,192,-466.2002868652344,13.7841
3500.94,965000,26.8696,2911.32,193,193,-461.3592529296875,13.6701
3509.57,970000,26.8256,2553.78,194,194,-629.71875,14.7368
3483.57,975000,27.4625,2205.16,195,195,-567.62353515625,15.3208
3465.96,980000,27.6307,1871.46,196,196,-670.2092895507812,12.9729
2566.38,985000,28.2791,1983.27,197,197,-802.5452270507812,14.6202
3480.64,990000,25.9426,2544.24,198,198,-461.66534423828125,13.1946
3473.66,995000,25.5143,3070.69,199,199,-420.8224182128906,13.4513
