Real Det Return,Running Forward KL,Running Reverse KL,Itration,Real Sto Return
950.48,67.389,29.6195,88,295.36
921.3,70.8244,30.8537,89,344.01
977.7,71.8486,31.4544,90,327.45
922.86,69.7188,30.0074,91,367.98
1012.57,71.2231,31.473,92,293.08
1061.6,68.4557,30.6192,93,357.5
974.03,70.6899,31.2206,94,294.76
1025.25,68.856,30.92,95,380.96
1009.43,70.3385,31.5156,96,357.79
987.4,69.9261,30.838,97,370.18
1004.25,69.1781,30.795,98,314.17
818.74,70.7349,30.981,99,316.36
774.85,70.0647,30.6335,100,275.69
999.71,70.2083,30.6855,101,302.95
1014.43,68.3669,30.5144,102,354.13
956.79,69.232,30.5012,103,295.56
667.07,70.4782,31.0178,104,269.73
890.99,69.1577,30.2538,105,361.31
967.2,71.4325,31.283,106,300.86
1003.06,72.1098,31.4286,107,283.21
930.08,72.0436,30.847,108,273.38
879.15,71.2372,31.2689,109,325.9
892.09,69.2317,30.8524,110,306.93
933.68,70.6271,30.9391,111,324.41
915.32,66.5677,29.9365,112,357.09
994.63,68.0727,30.4869,113,371.72
934.07,68.9974,30.5755,114,278.52
941.02,71.3938,31.0682,115,339.19
827.11,70.8662,30.8225,116,316.67
963.03,70.802,30.968,117,326.37
710.57,70.7004,31.3159,118,312.17
878.19,70.2173,30.4978,119,337.11
891.06,69.4132,30.5216,120,353.77
834.49,69.961,30.5943,121,314.75
865.87,71.461,31.1896,122,329.47
1040.72,68.7249,30.2305,123,321.24
881.49,68.59,30.4627,124,342.01
1025.28,70.3588,31.1489,125,295.93
873.11,70.2723,31.154,126,345.58
993.4,69.7967,31.0799,127,326.58
1017.93,70.8071,31.0884,128,363.81
1025.37,71.8741,31.3783,129,365.22
969.28,71.1166,30.8354,130,282.44
915.08,69.2183,29.6353,131,290.6
1031.34,70.864,30.8704,132,370.8
1024.37,70.2307,31.3401,133,342.14
937.44,68.9803,30.0225,134,297.84
1033.7,71.0943,31.3158,135,311.45
988.48,69.626,30.2798,136,355.39
1048.72,69.8731,30.7413,137,334.74
1066.9,66.6344,29.9031,138,480.88
894.92,68.7735,30.0039,139,348.56
1050.1,68.9321,30.5232,140,430.68
932.33,69.8835,30.6587,141,347.49
875.16,69.2195,30.3646,142,339.18
1028.95,66.2428,29.5568,143,402.5
961.02,70.0985,31.1712,144,386.28
1013.12,69.9982,31.3315,145,379.36
1059.03,70.1407,31.1194,146,413.97
983.58,69.0089,30.4514,147,393.15
1026.57,68.6691,30.6851,148,400.45
1025.08,66.8919,30.1195,149,427.73
992.16,69.1898,30.8158,150,348.29
947.72,68.5617,30.35,151,418.58
1037.68,68.6273,30.6571,152,382.93
1067.48,68.0369,29.7503,153,335.26
981.97,69.6714,30.7146,154,347.53
942.01,71.4216,30.9337,155,312.96
1023.53,67.4072,30.3241,156,364.02
980.59,68.1134,30.0288,157,342.46
1002.91,67.1759,29.5937,158,344.91
1039.39,68.1855,30.2589,159,385.97
897.84,67.1733,29.7228,160,323.86
1025.97,67.5245,29.8113,161,378.1
1086.04,63.5259,29.3423,162,429.24
893.49,68.843,30.5306,163,324.52
1034.51,68.7115,30.4829,164,345.57
1034.93,68.4204,30.2132,165,393.43
874.11,70.7957,30.6328,166,270.45
1043.26,67.7819,30.343,167,405.94
987.84,68.7785,30.3248,168,402.42
890.91,69.5594,30.1681,169,375.85
1031.27,68.7052,30.8118,170,447.6
948.69,64.7633,29.3834,171,340.75
973.82,68.1293,30.3531,172,361.57
879.96,69.6737,30.7278,173,300.58
942.64,66.2629,29.1147,174,301.94
899.56,70.047,30.3996,175,337.92
927.02,66.9008,29.6106,176,413.23
948.25,70.9324,30.9623,177,374.69
883.05,70.9233,30.9728,178,300.96
985.37,70.6225,30.5243,179,344.26
970.54,69.7025,30.4158,180,333.48
838.71,69.3416,30.5073,181,328.3
1040.59,67.859,29.8614,182,370.75
772.67,68.2569,29.4441,183,282.67
934.38,70.5977,30.99,184,320.83
781.02,68.7326,30.2245,185,361.54
931.96,68.314,30.3156,186,342.35
926.11,69.6994,30.3042,187,360.89
727.92,69.1516,30.2208,188,324.23
873.14,71.6832,30.6242,189,305.8
935.9,71.5894,30.9409,190,358.68
988.52,68.1752,30.3122,191,364.74
898.13,69.3838,30.4274,192,338.65
1017.81,69.5389,30.4753,193,353.35
980.09,69.9044,30.6007,194,326.1
1034.71,71.2809,30.9527,195,352.9
987.27,64.5394,29.3986,196,362.35
971.04,68.2848,30.2298,197,375.46
995.79,64.3104,28.7687,198,379.62
1065.1,65.765,29.5896,199,385.67
885.34,70.0428,30.2767,200,374.07
1044.83,68.5519,30.364,201,402.51
993.31,67.7617,29.9167,202,395.97
996.91,70.0734,30.6343,203,377.48
926.07,71.7947,30.887,204,321.84
1024.37,69.7202,30.7421,205,328.74
1059.65,66.5723,29.8287,206,412.65
1040.43,68.9745,30.2305,207,363.55
870.96,71.7129,30.6847,208,307.75
1016.03,70.0348,30.7925,209,363.17
955.05,69.9771,30.843,210,325.05
874.69,68.7495,30.388,211,309.03
982.36,71.7253,30.8226,212,350.57
918.39,70.5228,31.0443,213,334.94
974.93,71.5406,31.2562,214,336.83
890.82,71.0105,30.8601,215,316.32
966.42,68.963,30.678,216,332.8
880.3,71.1016,30.9821,217,319.57
910.04,71.6257,30.7177,218,310.23
822.78,70.8827,30.539,219,317.9
962.6,71.0873,30.7966,220,335.53
1023.53,71.7885,30.9887,221,313.77
929.76,70.405,30.5101,222,317.94
876.15,69.9402,30.3434,223,334.25
762.06,71.7389,30.3843,224,292.27
819.84,71.9123,30.4938,225,271.6
1018.67,71.6336,30.748,226,317.63
859.82,73.5308,31.0506,227,291.01
823.72,72.3296,30.8022,228,305.01
816.59,72.1078,30.9785,229,327.85
918.44,72.0322,30.3371,230,290.53
1013.44,71.8198,30.6743,231,295.16
913.11,70.8074,30.4211,232,298.3
971.99,72.0659,30.3902,233,296.49
968.04,70.9531,30.6511,234,308.35
863.51,71.9522,30.1639,235,269.44
818.54,71.3537,30.4894,236,307.96
866.13,70.9727,30.5044,237,292.34
664.91,71.0462,30.6282,238,269.28
815.83,71.358,30.5126,239,290.29
770.2,71.6174,30.5421,240,289.92
822.06,72.2467,30.4677,241,308.82
720.91,71.1619,30.4348,242,236.19
1010.97,71.9665,30.6288,243,320.46
908.54,71.0922,30.5636,244,325.22
962.79,72.2615,30.6464,245,311.33
834.26,71.5819,30.1639,246,271.67
963.0,70.1802,30.0306,247,332.01
778.39,71.0911,29.9288,248,293.4
968.68,71.1638,30.6412,249,330.58
1013.39,73.1759,30.3081,250,329.7
885.79,72.2176,30.5565,251,289.23
781.76,71.9118,30.5831,252,290.22
959.47,72.075,30.461,253,336.34
965.87,73.3547,30.5569,254,318.88
926.4,71.0479,30.6642,255,345.04
1009.66,72.3209,30.858,256,310.82
869.05,71.6536,30.5252,257,315.26
915.11,71.4142,30.4877,258,303.94
816.77,71.6003,30.5342,259,268.57
719.54,72.9743,30.8034,260,268.54
864.71,72.3684,30.5682,261,285.32
920.54,72.6852,30.6418,262,302.87
968.73,72.3247,30.9809,263,335.13
924.45,70.9435,30.6279,264,295.16
824.71,72.6847,30.7322,265,342.83
825.9,72.7454,30.9781,266,302.92
811.45,72.2898,31.1011,267,318.09
723.23,73.1182,31.0255,268,271.36
719.53,72.2552,30.605,269,306.14
924.04,71.8723,30.4396,270,325.94
916.76,73.634,31.2137,271,304.56
914.59,71.4966,30.649,272,283.09
918.4,70.815,30.3969,273,324.44
974.43,72.0385,30.563,274,327.47
1021.61,71.8915,30.7857,275,300.98
877.42,72.3097,30.5527,276,300.03
969.23,72.0816,30.5964,277,330.05
864.57,73.5241,30.7552,278,320.41
730.36,72.8556,30.999,279,341.88
859.8,72.0562,30.7203,280,286.09
916.98,72.686,30.7689,281,307.89
770.3,71.9545,30.7215,282,306.79
589.74,73.1704,31.7061,283,201.03
713.38,72.054,30.3206,284,256.52
707.37,73.4304,30.5744,285,268.73
705.43,72.7765,30.8925,286,305.37
665.38,72.9907,30.8942,287,333.81
1010.01,73.0086,30.8765,288,318.6
864.14,71.9013,30.1775,289,276.33
864.43,73.1191,30.6282,290,312.62
764.38,72.5244,31.1202,291,307.47
906.44,72.8137,30.7379,292,286.51
1007.89,74.0285,31.3493,293,283.0
808.58,73.3347,30.9318,294,272.89
721.11,72.617,30.9094,295,287.94
958.46,72.8741,30.8816,296,273.91
663.35,72.8488,30.5966,297,249.98
814.19,73.6798,30.5188,298,282.69
816.49,72.9435,30.7936,299,287.79
913.21,73.226,31.0263,300,280.98
863.62,72.3991,30.3615,301,256.83
816.7,73.6845,31.1105,302,289.58
1001.53,72.393,30.5788,303,268.77
813.41,73.8038,30.8964,304,235.43
961.01,73.5634,30.7264,305,300.92
862.79,71.6043,30.3342,306,269.8
916.28,73.574,30.6593,307,291.89
910.48,72.7793,31.1806,308,292.44
904.35,73.5637,31.3744,309,301.25
921.93,73.0245,30.8318,310,291.81
811.28,72.2777,30.2132,311,277.04
851.47,72.6327,30.0754,312,310.22
659.42,72.8359,30.19,313,242.46
808.62,73.9187,30.5308,314,211.43
900.25,73.143,30.3319,315,218.95
816.23,72.999,30.6816,316,286.19
912.71,72.1811,30.2563,317,239.86
817.4,71.309,30.3897,318,339.84
758.75,74.4594,30.8645,319,318.71
909.12,74.2676,31.0815,320,294.09
909.91,73.0167,30.4269,321,305.02
918.76,73.1919,30.7531,322,296.21
805.15,72.8132,30.5337,323,315.48
766.59,73.5474,30.7654,324,298.26
870.58,71.9801,30.247,325,324.01
859.72,73.7616,30.9981,326,233.59
787.81,72.3422,29.8124,327,275.54
710.9,73.6263,30.6394,328,264.86
711.52,72.3872,30.0814,329,200.33
756.94,72.9325,29.7784,330,277.02
812.28,71.8982,29.9978,331,247.76
665.14,72.9326,30.2084,332,273.33
859.63,71.6977,30.0285,333,245.59
864.17,73.0912,30.4186,334,246.38
906.83,73.39,30.3678,335,316.83
816.6,72.0381,30.6658,336,265.49
916.23,72.7741,30.8863,337,286.6
568.97,71.9414,30.7481,338,268.76
862.25,73.5642,30.1984,339,273.88
710.27,73.0428,30.5214,340,233.5
870.48,73.4782,30.5491,341,268.79
825.42,72.6404,30.2943,342,298.43
759.71,72.9024,30.4117,343,266.68
870.87,73.0049,31.0106,344,257.99
822.85,73.3129,30.701,345,321.96
921.28,72.976,30.3063,346,296.84
971.8,73.085,31.2333,347,338.13
861.83,72.8632,30.5493,348,278.01
873.64,73.8573,31.0554,349,299.78
873.92,72.3743,31.0236,350,272.43
752.4,73.4203,30.9291,351,274.92
898.36,74.6121,30.8651,352,302.8
951.71,73.0498,31.2583,353,358.66
794.35,73.9863,30.7963,354,245.81
706.43,73.6688,30.3913,355,284.44
807.26,72.7276,31.0476,356,329.22
860.03,73.1453,30.4265,357,251.3
757.91,72.7168,30.6333,358,294.8
815.26,73.123,31.0254,359,294.31
854.14,73.3368,30.7241,360,342.61
810.99,72.3401,30.5788,361,281.3
855.38,72.2063,30.5033,362,330.45
807.36,74.921,30.8027,363,327.1
957.41,73.5128,30.9866,364,274.17
907.25,73.4187,31.083,365,313.65
757.66,73.5994,31.0561,366,272.97
808.49,73.776,30.7532,367,300.79
809.76,74.0306,30.889,368,315.69
800.25,73.6461,30.6139,369,289.96
800.23,73.7703,30.6481,370,299.96
957.02,74.028,30.5952,371,248.12
758.47,74.6558,30.9209,372,247.6
652.94,74.3214,31.0131,373,219.68
826.12,74.0297,30.5056,374,278.86
759.72,73.6312,30.3004,375,245.06
747.84,72.8253,30.5251,376,270.68
793.09,73.3651,30.3797,377,236.22
748.66,73.5352,30.412,378,228.74
805.39,74.2491,30.4439,379,266.26
758.9,73.5526,30.4545,380,276.93
803.61,73.0785,30.7492,381,272.73
909.53,72.9022,30.5678,382,246.55
713.27,73.641,30.4029,383,293.7
