Reward Loss,Running Reverse KL,Real Sto Return,Running Update Time,Itration,Running Forward KL,Real Det Return,Running Env Steps
-884.078857421875,25.7122,653.16,75,75,64.4141,1501.85,375000
-886.1902465820312,25.4668,1279.4,76,76,64.3074,1339.02,380000
-785.72119140625,31.9096,1890.39,77,77,62.0614,2506.51,385000
-789.1262817382812,31.1255,2341.32,78,78,62.105,2703.25,390000
-894.24072265625,25.8911,1159.43,79,79,62.4484,2441.51,395000
-809.4424438476562,31.0486,1667.21,80,80,62.6891,2573.83,400000
-790.1989135742188,32.6645,2749.92,81,81,60.9416,3078.88,405000
-866.9520874023438,27.5878,1852.04,82,82,60.8158,2756.19,410000
-826.8953857421875,31.363,2417.08,83,83,62.6702,3251.89,415000
-960.9420166015625,26.8172,1741.55,84,84,62.4353,2262.45,420000
-941.9581909179688,28.4293,1798.42,85,85,63.7914,2706.25,425000
-947.7691040039062,27.2097,1120.93,86,86,63.0083,2223.84,430000
-904.18408203125,37.5034,2346.4,87,87,64.9276,3149.2,435000
-1013.5086669921875,27.1058,1279.48,88,88,63.8957,1979.74,440000
-997.8419799804688,28.8256,1619.16,89,89,63.8292,1554.99,445000
-976.9490966796875,30.6424,1932.17,90,90,64.0784,3011.32,450000
-1076.632080078125,27.4232,1084.03,91,91,63.9032,1635.72,455000
-928.5529174804688,44.087,2627.9,92,92,68.7218,3436.79,460000
-1068.7742919921875,28.352,1795.9,93,93,64.763,2412.3,465000
-936.9058227539062,42.3561,2353.46,94,94,68.6356,3611.28,470000
-966.7177124023438,42.0131,2085.31,95,95,66.9857,2945.78,475000
-973.3707885742188,35.2256,2364.31,96,96,64.7274,3317.02,480000
-1081.687744140625,31.6878,1188.47,97,97,63.6695,2229.29,485000
-1029.5030517578125,41.1822,2647.15,98,98,66.3559,3477.27,490000
-1059.9395751953125,36.8956,2120.15,99,99,65.5021,3227.3,495000
-1058.9979248046875,39.0364,2823.25,100,100,66.2986,3961.75,500000
-1193.1444091796875,29.2859,1813.79,101,101,63.9164,2987.51,505000
-1110.917236328125,38.5241,2359.07,102,102,65.5415,2895.57,510000
-1151.233642578125,32.4798,1801.15,103,103,63.997,2226.99,515000
-1096.8507080078125,40.127,2511.42,104,104,66.227,3435.48,520000
-1235.1636962890625,33.2874,1286.2,105,105,64.4701,2261.81,525000
-1240.5799560546875,31.219,2494.48,106,106,64.0978,4096.96,530000
-1169.64111328125,36.8357,1859.37,107,107,65.1333,3435.01,535000
-1280.3802490234375,34.9249,1569.38,108,108,65.3432,2637.27,540000
-1299.9541015625,29.2612,942.68,109,109,64.3749,1408.5,545000
-1219.8651123046875,35.4332,2483.68,110,110,64.4037,2719.71,550000
-1218.1541748046875,46.4675,2437.57,111,111,70.073,3944.79,555000
-1232.8082275390625,40.9031,1987.78,112,112,67.4617,2361.54,560000
-1319.894775390625,39.0876,1655.37,113,113,67.5233,1304.63,565000
-1345.7615966796875,33.6476,1642.61,114,114,65.0657,3309.55,570000
-1393.9071044921875,34.9078,2159.51,115,115,65.591,2450.36,575000
-1418.2025146484375,34.2698,2924.78,116,116,65.8011,3841.04,580000
-1434.2386474609375,35.2155,3571.88,117,117,64.9205,4068.95,585000
-1440.131103515625,33.3471,2582.84,118,118,65.6156,3197.33,590000
-1437.6531982421875,40.4242,2869.81,119,119,67.3391,4112.03,595000
-1409.1038818359375,53.0528,3336.52,120,120,71.8471,4010.8,600000
-1410.234130859375,47.9209,3003.34,121,121,69.5103,4238.82,605000
-1543.4681396484375,38.7927,3126.91,122,122,67.535,3825.47,610000
-1479.141845703125,51.4189,3225.36,123,123,73.9178,3972.34,615000
-1520.226806640625,36.8014,2525.89,124,124,66.9089,4548.06,620000
-1574.557861328125,43.3322,3657.09,125,125,67.732,4346.96,625000
-1530.0167236328125,46.4934,3438.69,126,126,69.727,4347.38,630000
-1579.65283203125,45.6245,2792.84,127,127,68.6494,3866.19,635000
-1568.08642578125,45.6311,3383.93,128,128,69.8905,4081.85,640000
-1568.2694091796875,50.3941,3408.62,129,129,70.8254,4076.24,645000
-1591.5216064453125,52.1528,3684.35,130,130,72.5919,3845.55,650000
-1568.603759765625,46.6804,2877.89,131,131,69.0008,4229.36,655000
-1637.158447265625,53.4853,3901.79,132,132,72.8847,4105.47,660000
-1633.076904296875,45.7046,3423.94,133,133,68.1194,4559.21,665000
-1760.0279541015625,37.5521,3228.27,134,134,64.8896,4150.71,670000
-1715.029052734375,46.152,3254.1,135,135,69.7566,4614.15,675000
-1737.3037109375,40.7012,3535.96,136,136,66.2827,4320.51,680000
-1772.22802734375,52.6298,4019.46,137,137,69.8972,4391.16,685000
-1733.944091796875,45.0154,2282.32,138,138,71.2518,3491.88,690000
-1837.9010009765625,41.414,3416.45,139,139,67.006,4104.91,695000
-1880.5303955078125,41.9608,2664.62,140,140,68.203,2931.61,700000
-1839.6712646484375,47.3978,3725.74,141,141,69.3765,3857.69,705000
-1862.5552978515625,44.1686,2952.49,142,142,67.5444,3917.14,710000
-1953.528564453125,45.0701,3799.37,143,143,68.7718,4252.93,715000
-1962.3653564453125,39.2665,3604.3,144,144,66.5979,4417.32,720000
-1907.316162109375,51.187,3746.2,145,145,73.18,4476.96,725000
-1990.313720703125,50.052,3137.0,146,146,70.9093,4636.36,730000
-2053.773681640625,49.5182,3754.99,147,147,70.6379,3775.78,735000
-2090.103271484375,43.5167,3318.37,148,148,68.4603,4434.43,740000
-2100.9697265625,38.6774,2925.46,149,149,66.5649,3970.69,745000
-2118.814453125,42.145,3599.24,150,150,68.3733,4746.31,750000
-2267.02294921875,29.8455,1980.12,151,151,66.2759,2254.91,755000
-2107.68603515625,46.0848,3563.21,152,152,70.611,4978.36,760000
-2201.5126953125,43.0431,3156.18,153,153,68.0583,3623.64,765000
-2182.518310546875,56.3926,3729.97,154,154,74.617,4750.47,770000
-2300.135009765625,33.6158,2879.22,155,155,67.1079,3945.49,775000
-2272.65087890625,50.1353,3522.8,156,156,70.6979,4380.21,780000
-2400.166748046875,43.1907,3686.4,157,157,68.3224,4674.85,785000
-2339.36083984375,53.506,4272.71,158,158,75.5284,4542.26,790000
-2392.95849609375,42.0087,3737.11,159,159,67.6497,3575.08,795000
-2410.2314453125,57.9642,3509.51,160,160,74.2686,4726.18,800000
-2451.230224609375,42.0418,3238.07,161,161,67.794,3396.49,805000
-2470.2216796875,45.9715,3234.72,162,162,68.3821,3548.74,810000
-2506.162109375,41.7366,2485.52,163,163,68.5601,2974.1,815000
-2572.17578125,46.0386,4187.36,164,164,69.1092,4846.74,820000
-2655.550048828125,54.8909,4338.05,165,165,73.8076,4799.76,825000
-2662.74658203125,55.6968,4058.77,166,166,72.0179,4623.13,830000
-2642.093505859375,52.7811,4237.54,167,167,71.2347,4904.54,835000
-2690.796142578125,40.7253,2798.18,168,168,67.4871,2799.49,840000
-2733.91748046875,37.9956,3511.89,169,169,67.2591,4425.46,845000
-2832.093017578125,49.7349,4271.24,170,170,69.1812,4655.98,850000
-2859.09716796875,48.8108,4391.51,171,171,68.8771,5243.4,855000
-2896.7216796875,41.838,4360.84,172,172,69.1029,4496.47,860000
-2895.473388671875,54.7453,3836.58,173,173,73.2797,4265.48,865000
-2983.201904296875,53.8723,4005.69,174,174,73.1382,4846.11,870000
-2971.789794921875,60.2337,4313.12,175,175,77.2847,4952.73,875000
-2955.397705078125,41.8643,4041.95,176,176,67.5587,4431.61,880000
-3047.1416015625,62.7931,4543.28,177,177,75.5895,4817.31,885000
-3100.982666015625,49.2114,3566.76,178,178,69.433,4575.77,890000
-3124.369384765625,44.1511,3773.13,179,179,68.8711,4508.69,895000
-3173.818115234375,55.8695,4069.43,180,180,71.3949,4339.02,900000
-3175.525146484375,48.5391,3578.55,181,181,69.7893,4430.04,905000
-3272.27587890625,50.0984,4004.57,182,182,69.9685,4077.97,910000
-3343.8134765625,59.8448,4561.46,183,183,72.5962,3934.0,915000
-3328.113037109375,52.6588,3419.12,184,184,71.4006,4444.01,920000
-3414.4462890625,62.8219,4312.1,185,185,76.1693,4812.01,925000
-3395.114013671875,58.6156,4520.86,186,186,74.4691,4788.02,930000
-3614.22607421875,61.5259,4811.26,187,187,75.8528,5099.54,935000
-3549.087646484375,61.5562,4405.69,188,188,74.1097,4929.48,940000
-3637.572998046875,66.5798,3920.31,189,189,77.4372,5067.85,945000
-3499.440673828125,40.3391,3825.08,190,190,67.2284,4156.68,950000
-3545.325439453125,57.6298,3647.72,191,191,75.0753,4887.58,955000
-3622.761474609375,46.8289,3708.9,192,192,69.0915,4240.38,960000
-3712.855224609375,56.0256,3586.51,193,193,72.4437,4319.06,965000
-3861.304443359375,59.5162,3904.52,194,194,73.8158,4906.6,970000
-3890.91162109375,55.162,4674.63,195,195,72.6667,5072.53,975000
-3815.322265625,48.9934,4008.34,196,196,70.3633,5227.5,980000
-4026.9189453125,62.0672,4226.56,197,197,74.6396,5250.95,985000
-3881.623779296875,44.866,3094.43,198,198,69.6178,4749.84,990000
-4121.0166015625,59.4986,4232.71,199,199,78.5803,4499.16,995000
-4164.05126953125,65.163,4331.42,200,200,78.9476,4568.91,1000000
-4102.86865234375,50.5165,4162.07,201,201,69.8459,4325.69,1005000
-4260.35693359375,58.376,3915.15,202,202,74.7279,4961.74,1010000
-4232.5078125,51.0816,3307.06,203,203,70.5228,4325.6,1015000
-4274.28271484375,56.4489,4229.19,204,204,73.2516,4547.22,1020000
-4407.28515625,53.5619,3675.08,205,205,72.0459,4428.83,1025000
-4403.12939453125,53.4695,4109.95,206,206,71.5909,4372.23,1030000
-4562.11669921875,55.3023,3399.54,207,207,74.877,4236.05,1035000
-4341.75341796875,45.5379,3976.14,208,208,68.2641,4366.17,1040000
-4524.259765625,51.599,4361.61,209,209,70.3634,4678.46,1045000
-4717.0439453125,59.3333,4900.4,210,210,73.2601,5493.86,1050000
-4656.43212890625,51.6158,3825.26,211,211,69.4505,4981.29,1055000
-4661.060546875,48.4753,4334.91,212,212,68.5993,4361.03,1060000
-4819.1689453125,61.3177,4515.33,213,213,76.7651,5317.6,1065000
-4844.2578125,56.0485,4513.06,214,214,71.5041,5575.67,1070000
-4881.96875,55.7289,4816.35,215,215,72.1002,5031.51,1075000
-4965.39990234375,56.6637,4273.95,216,216,71.7753,4906.62,1080000
-4980.4990234375,58.0658,4323.45,217,217,71.7736,5240.79,1085000
-5038.8330078125,50.428,4131.64,218,218,69.887,4835.33,1090000
-5204.35693359375,59.9543,4405.49,219,219,72.157,4789.33,1095000
-5155.158203125,57.742,4585.13,220,220,72.9636,5452.37,1100000
-5326.728515625,57.9587,4452.63,221,221,74.0574,4995.57,1105000
-5341.5810546875,58.7216,4769.31,222,222,72.9132,5203.32,1110000
-5138.501953125,52.0954,4330.49,223,223,70.5615,5182.51,1115000
-5483.54052734375,59.3226,4327.2,224,224,74.3441,5078.69,1120000
-5622.54541015625,65.9089,4689.41,225,225,78.2124,5368.48,1125000
-5558.25732421875,61.2054,4519.45,226,226,75.5033,5576.94,1130000
-5481.6279296875,56.8442,4576.38,227,227,72.263,4667.73,1135000
-5601.1708984375,62.6349,4389.53,228,228,76.48,5120.14,1140000
-5581.09716796875,63.443,4636.38,229,229,76.9874,5424.44,1145000
-5596.62353515625,56.9747,4506.89,230,230,71.3946,4980.16,1150000
-5923.98876953125,65.63,4268.1,231,231,77.6872,5668.45,1155000
-5794.32080078125,59.9444,4022.71,232,232,73.5059,5440.36,1160000
-5872.32763671875,62.8727,4938.84,233,233,75.8451,5141.04,1165000
-5973.0361328125,64.8017,5048.69,234,234,76.1362,5353.33,1170000
-6041.86083984375,64.4218,3893.13,235,235,78.338,4741.74,1175000
-5876.4296875,54.4941,4601.44,236,236,72.8118,5632.8,1180000
-5694.23291015625,47.3664,3860.29,237,237,70.4335,4841.57,1185000
-6079.43017578125,56.2236,4863.32,238,238,72.6618,5454.69,1190000
-6128.29296875,58.094,5039.16,239,239,72.425,5098.06,1195000
-6265.53369140625,63.6039,4637.64,240,240,77.072,5094.7,1200000
-6073.33251953125,50.3019,4565.52,241,241,70.3185,5313.09,1205000
-6468.9150390625,64.6039,4407.61,242,242,78.1159,5586.47,1210000
-6440.81884765625,61.3475,4702.47,243,243,76.151,5623.86,1215000
-6635.39306640625,64.7273,5108.61,244,244,77.7843,5417.84,1220000
-6446.79443359375,62.4335,4282.14,245,245,76.7299,5189.45,1225000
-6586.06982421875,64.556,5297.68,246,246,77.7056,5762.55,1230000
-6602.30517578125,64.5266,4153.83,247,247,78.1758,5496.93,1235000
-6728.021484375,64.7291,3968.17,248,248,78.2485,5249.81,1240000
-6685.56884765625,59.2971,4868.13,249,249,73.3821,5582.81,1245000
-6927.54443359375,66.7307,4807.66,250,250,78.4759,5786.39,1250000
-6734.31591796875,62.8607,4136.8,251,251,73.7913,5600.95,1255000
-6743.58154296875,58.3464,4736.58,252,252,73.8964,5810.67,1260000
-6708.4501953125,60.5934,4896.24,253,253,73.1456,5270.5,1265000
-7000.8623046875,66.2929,4151.84,254,254,78.294,5800.74,1270000
-7045.4130859375,66.2803,4619.35,255,255,77.5496,5854.06,1275000
-6980.82470703125,67.5435,4406.24,256,256,77.4812,5834.36,1280000
-6922.89794921875,58.4822,4620.03,257,257,72.0533,5146.32,1285000
-6868.10107421875,58.7172,4873.45,258,258,73.7303,5765.99,1290000
-6987.62890625,62.4177,3954.58,259,259,74.718,4923.31,1295000
-6768.34765625,52.4845,4677.23,260,260,70.7258,4903.22,1300000
-7278.98046875,65.3545,4526.49,261,261,78.2315,5871.72,1305000
-7420.32421875,68.0397,5066.61,262,262,79.3252,5669.13,1310000
-7102.88330078125,55.987,5241.87,263,263,71.5204,5810.34,1315000
-7616.708984375,70.8879,4854.93,264,264,79.3771,5874.58,1320000
-7561.2861328125,69.6282,4884.78,265,265,78.0031,5639.4,1325000
-7364.39501953125,62.6215,4186.44,266,266,74.7844,5531.36,1330000
-7444.02099609375,64.1468,5148.85,267,267,75.0155,5606.57,1335000
-7250.47119140625,56.604,5206.92,268,268,71.415,5566.88,1340000
-7500.4609375,62.7506,4650.86,269,269,74.6919,4972.77,1345000
-7627.1484375,65.0825,4515.67,270,270,74.2546,5982.73,1350000
-7834.318359375,67.046,5257.47,271,271,79.4679,5894.33,1355000
-7847.857421875,69.4096,5260.23,272,272,79.3596,5781.28,1360000
-7583.39501953125,60.7663,5041.76,273,273,73.6245,5604.24,1365000
-7923.40234375,67.4463,4594.63,274,274,79.6216,5207.04,1370000
-7791.9970703125,63.4559,3493.71,275,275,74.3584,5907.66,1375000
-7923.3935546875,62.1011,4923.27,276,276,76.2687,5682.22,1380000
-7798.55419921875,62.0351,5263.79,277,277,74.7403,5733.07,1385000
-7990.224609375,66.5411,4901.27,278,278,78.9385,5009.64,1390000
-8044.443359375,61.4637,4728.47,279,279,74.0362,5713.06,1395000
-8153.533203125,64.2837,4937.46,280,280,78.0035,5646.19,1400000
-7439.43408203125,52.2066,4757.76,281,281,71.1601,5110.47,1405000
-8257.626953125,69.4601,4891.83,282,282,78.2951,5856.03,1410000
-8074.828125,62.974,5203.69,283,283,75.6198,5827.51,1415000
-7876.28271484375,56.3982,5011.5,284,284,70.9947,5528.19,1420000
-8128.44287109375,62.6664,4935.77,285,285,76.9028,5413.8,1425000
-8430.8994140625,65.7382,5105.94,286,286,76.7109,5782.5,1430000
-8550.7255859375,63.937,5230.57,287,287,76.3044,5900.49,1435000
-8208.1982421875,58.081,5190.7,288,288,73.2844,5868.92,1440000
-8715.322265625,62.1803,5053.95,289,289,76.4174,5824.54,1445000
-8515.1474609375,64.6296,5577.91,290,290,76.4513,6091.34,1450000
-8561.1748046875,56.2519,4210.29,291,291,73.2444,5625.88,1455000
-8528.865234375,63.8482,4947.48,292,292,74.6623,5774.6,1460000
-8821.0654296875,65.8346,5358.12,293,293,77.1738,5926.78,1465000
-8833.0615234375,68.353,5489.65,294,294,78.0566,5974.34,1470000
-8534.365234375,60.4842,4911.2,295,295,73.7984,5942.81,1475000
-8363.3486328125,55.6297,4355.06,296,296,70.8178,5874.9,1480000
-9175.9248046875,68.2829,5186.49,297,297,78.842,5779.16,1485000
-9056.6201171875,68.0624,5362.29,298,298,79.7418,6106.21,1490000
-9188.04296875,67.3053,5214.22,299,299,79.0219,6035.55,1495000
-9280.0888671875,71.7131,5024.78,300,300,79.0531,5886.77,1500000
-8801.337890625,58.7761,5303.12,301,301,72.1149,5714.75,1505000
-9477.3193359375,70.0218,4467.98,302,302,80.527,5576.21,1510000
-9371.892578125,70.9994,5046.39,303,303,80.2318,5140.51,1515000
-9434.0419921875,72.5183,5328.57,304,304,79.0544,6082.69,1520000
-9401.3642578125,63.7717,5465.57,305,305,78.4044,5992.62,1525000
-9108.3974609375,60.4059,5049.37,306,306,73.8391,5864.06,1530000
-9481.59765625,66.5582,4646.18,307,307,79.642,6032.7,1535000
-9223.3564453125,64.7528,4759.02,308,308,74.3872,5989.54,1540000
-9042.9658203125,60.7119,5177.65,309,309,71.7189,5951.81,1545000
-9482.5419921875,66.2535,5380.0,310,310,77.2222,5800.4,1550000
-9800.3466796875,66.1959,4092.83,311,311,79.3224,6017.64,1555000
-9846.4912109375,70.6241,5235.78,312,312,80.587,5889.91,1560000
-9251.9833984375,61.6142,5567.32,313,313,72.1842,5703.69,1565000
-9747.3662109375,68.7211,4609.84,314,314,78.7771,5622.69,1570000
-9615.884765625,65.7607,5289.12,315,315,77.1465,5714.09,1575000
-9723.1953125,69.9767,5189.79,316,316,80.7265,5962.2,1580000
-9906.2705078125,68.6585,5599.67,317,317,79.1796,5870.37,1585000
-9684.017578125,62.4195,4797.67,318,318,75.5026,6074.09,1590000
-9669.701171875,59.8011,4840.8,319,319,72.0926,5629.53,1595000
-10039.3330078125,66.0261,5508.43,320,320,77.4879,6028.0,1600000
-9982.66796875,70.6471,5006.73,321,321,78.2534,5935.51,1605000
-10407.53515625,70.124,5358.73,322,322,79.6994,6131.11,1610000
-9735.666015625,63.005,4953.36,323,323,75.6082,5238.18,1615000
-9789.697265625,62.3242,5027.02,324,324,73.0105,6150.26,1620000
-10308.6923828125,69.4309,4527.59,325,325,78.2664,5745.57,1625000
-10066.6064453125,66.1664,5271.4,326,326,77.7906,5766.27,1630000
-10553.138671875,75.2673,5589.49,327,327,82.3656,5949.21,1635000
-10338.2470703125,70.1887,5280.34,328,328,79.2226,6107.89,1640000
-10462.0107421875,72.4594,5369.49,329,329,81.6957,5989.66,1645000
-10569.236328125,70.6576,5359.63,330,330,78.7548,5813.02,1650000
-10540.439453125,73.8993,5133.27,331,331,80.272,5909.77,1655000
-10585.0546875,69.6612,5647.41,332,332,78.5492,5627.93,1660000
-10447.8203125,69.1496,5226.37,333,333,79.7231,5976.49,1665000
-10564.1484375,67.2362,5330.53,334,334,77.3255,5749.1,1670000
-10210.412109375,65.8484,5378.26,335,335,74.6156,5726.11,1675000
-10816.66796875,74.5407,5553.63,336,336,80.4829,5615.56,1680000
-10670.982421875,77.2095,4662.77,337,337,80.5918,4947.32,1685000
-10631.9541015625,70.4097,5414.14,338,338,79.6045,5792.98,1690000
-10847.3876953125,72.6684,4970.11,339,339,79.2245,5868.88,1695000
-10879.099609375,75.7155,5220.14,340,340,80.4272,5225.33,1700000
-10758.2802734375,68.0991,4398.58,341,341,77.2198,5466.55,1705000
-10441.466796875,63.4656,4900.66,342,342,73.9226,5910.9,1710000
-10924.966796875,72.1202,5404.0,343,343,79.2921,5956.03,1715000
-10695.0478515625,69.1231,4579.25,344,344,77.7032,5491.14,1720000
-10892.3857421875,73.8198,5305.04,345,345,79.4749,5458.09,1725000
-10820.1943359375,67.6451,5452.76,346,346,79.3679,5957.7,1730000
-10895.4267578125,66.0418,5158.57,347,347,77.488,5796.62,1735000
-10797.7734375,69.3384,5272.42,348,348,77.6225,5765.57,1740000
-11230.865234375,72.9648,5580.38,349,349,79.5569,6017.72,1745000
-11105.8310546875,71.5297,5545.27,350,350,81.5176,5934.76,1750000
-10920.669921875,66.6057,5300.46,351,351,75.972,6020.13,1755000
-11265.8046875,69.199,5519.9,352,352,78.0714,5682.87,1760000
-11054.0,69.8125,5217.01,353,353,79.8825,5376.03,1765000
-11290.3076171875,70.1345,5402.24,354,354,79.7011,5823.98,1770000
-11125.45703125,64.7608,4942.97,355,355,76.4367,5335.82,1775000
-11201.16015625,71.4624,4867.12,356,356,80.0986,5585.23,1780000
-11256.6494140625,70.5635,4536.79,357,357,79.8522,5705.25,1785000
-11578.865234375,71.9854,5321.86,358,358,80.1843,5858.73,1790000
-6351.27099609375,317.1371,-2418.34,359,359,107.2885,-2760.05,1795000
-6943.708984375,747.6783,-2874.71,360,360,124.2431,-2877.37,1800000
-6635.775390625,564.3551,-1784.24,361,361,101.9254,-1403.9,1805000
-6186.8291015625,955.9423,-848.88,362,362,96.513,-967.85,1810000
-6535.31103515625,615.7541,-1643.61,363,363,91.9461,-1917.98,1815000
-7006.44189453125,508.7245,-1352.26,364,364,92.1946,-1540.33,1820000
-6721.86181640625,242.0038,-1411.26,365,365,87.3762,-1338.37,1825000
-6583.888671875,73.2444,-684.15,366,366,83.8031,-1114.72,1830000
-7045.1708984375,169.7936,-839.72,367,367,83.1746,-847.57,1835000
-6729.1015625,134.1277,-1189.61,368,368,80.4119,-854.72,1840000
-6919.17822265625,149.8838,-1166.0,369,369,80.2647,-1071.76,1845000
-6899.2412109375,385.734,-1170.51,370,370,84.7405,-846.24,1850000
-7176.322265625,427.6949,-944.37,371,371,89.4901,-1108.61,1855000
-7173.416015625,360.8654,-804.62,372,372,87.8309,-1024.59,1860000
-6770.876953125,104.3704,-686.86,373,373,81.7599,-612.68,1865000
-7367.87548828125,88.2303,-366.64,374,374,74.0841,-517.35,1870000
-7659.25146484375,94.9503,-304.96,375,375,72.8925,-650.17,1875000
-7209.75439453125,56.3288,-264.65,376,376,70.8429,-226.63,1880000
-7169.09765625,77.115,-353.7,377,377,72.7974,-714.46,1885000
-7720.5166015625,140.7493,208.15,378,378,71.9669,28.65,1890000
-8169.8857421875,118.2191,343.82,379,379,71.4664,14.39,1895000
-7528.55078125,123.9895,-126.81,380,380,72.7987,2.98,1900000
-8436.771484375,116.3233,16.51,381,381,77.5436,54.8,1905000
-7544.95068359375,121.1139,-623.82,382,382,93.0822,-426.47,1910000
-8313.4970703125,159.1511,196.06,383,383,76.58,361.42,1915000
-7578.318359375,265.1742,-918.08,384,384,86.1831,-1226.77,1920000
-8887.974609375,94.3283,457.44,385,385,73.4565,935.7,1925000
-8424.9638671875,180.5013,-831.36,386,386,87.8271,-1142.46,1930000
