Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Real Sto Return,Running Forward KL,Running Reverse KL,Itration
-76145.1796875,5002.14,3925000,785,4986.25,46.6098,25.4048,785
-77088.0859375,5070.34,3930000,786,4899.22,46.2175,25.1054,786
-77068.4609375,5057.76,3935000,787,5001.72,46.3669,24.7618,787
-76501.9609375,5080.49,3940000,788,4907.01,46.8517,24.3761,788
-77888.734375,5079.08,3945000,789,5038.48,46.2519,24.8291,789
-74667.9140625,5093.97,3950000,790,4998.97,46.3712,23.8521,790
-78197.421875,5084.94,3955000,791,5046.43,46.5616,24.4714,791
-78751.9609375,5119.88,3960000,792,5035.08,46.3175,24.2717,792
-77110.6015625,5062.17,3965000,793,4980.21,46.2544,23.8234,793
-77328.6875,5057.78,3970000,794,4994.28,46.351,24.2238,794
-77711.8671875,5112.09,3975000,795,5076.79,46.7908,24.4884,795
-76458.2265625,5073.45,3980000,796,5004.49,46.1539,24.1643,796
-77968.8515625,5101.12,3985000,797,5043.22,46.3809,24.4767,797
-77065.6953125,5086.13,3990000,798,4732.12,45.965,24.2507,798
-77230.921875,5106.93,3995000,799,5009.99,45.989,24.132,799
-77167.0859375,5100.86,4000000,800,4992.2,46.4642,24.8079,800
-76971.140625,5077.48,4005000,801,4944.21,46.8168,24.74,801
-76897.046875,5078.36,4010000,802,4934.52,46.4938,24.8734,802
-75883.5078125,5049.43,4015000,803,4906.02,46.3018,24.7403,803
-76446.0390625,5110.24,4020000,804,4967.25,46.5309,24.8624,804
-75744.234375,5078.35,4025000,805,4986.16,46.8046,24.8291,805
-75628.7109375,5075.37,4030000,806,4940.63,45.7281,24.6078,806
-76666.375,5039.05,4035000,807,4978.91,46.4322,25.0825,807
-75578.546875,5062.01,4040000,808,4963.01,46.1255,24.1949,808
-76476.4921875,5153.97,4045000,809,5015.14,46.507,24.7279,809
-76068.8515625,5112.33,4050000,810,5031.13,46.2338,24.813,810
-75999.8984375,5161.64,4055000,811,5042.03,46.5229,24.5594,811
-75721.3671875,5105.64,4060000,812,4997.19,46.8696,24.8154,812
-77101.0625,5170.87,4065000,813,5073.24,46.976,25.534,813
-75791.0859375,5145.22,4070000,814,5060.5,47.5277,25.7877,814
-75750.65625,5109.06,4075000,815,5035.22,46.8686,25.0941,815
-59063.5859375,95.89,4080000,816,861.21,47.2843,39.5419,816
-79701.9921875,5008.65,4085000,817,4987.55,46.5976,26.0273,817
-77204.03125,4821.94,4090000,818,4872.88,46.4885,26.8214,818
-78732.4296875,5155.39,4095000,819,5075.96,47.0739,26.2165,819
-78252.7734375,5088.43,4100000,820,5021.09,46.7302,25.7233,820
-80073.2265625,5109.57,4105000,821,4825.56,47.2459,25.9768,821
-79904.1875,5109.59,4110000,822,4924.32,47.0809,26.2467,822
-78367.3515625,4866.9,4115000,823,5033.33,47.1818,25.6313,823
-79556.75,5014.05,4120000,824,4881.06,46.4345,25.0175,824
-75620.015625,5116.11,4125000,825,5011.82,46.5366,29.3066,825
-79132.375,5045.02,4130000,826,4797.14,46.7361,24.9209,826
-78466.78125,5042.71,4135000,827,4951.99,46.4938,25.7447,827
-77038.890625,5079.84,4140000,828,5041.85,46.3436,24.7943,828
-78962.6953125,5098.84,4145000,829,5025.15,46.9074,25.4996,829
-78007.3203125,5036.9,4150000,830,4915.93,46.6355,25.9798,830
-77276.296875,5101.83,4155000,831,5011.01,46.5129,25.773,831
-77881.46875,4935.55,4160000,832,4929.56,46.7145,26.061,832
-77444.25,5057.76,4165000,833,4990.53,46.2039,25.6286,833
-78284.0078125,5045.24,4170000,834,4789.05,46.6689,25.2421,834
-78574.140625,5035.5,4175000,835,4948.34,46.7608,24.8982,835
-78592.6953125,4977.1,4180000,836,4837.17,47.149,25.1992,836
-78164.9296875,5048.23,4185000,837,4740.9,46.4482,25.4353,837
-79206.25,5010.59,4190000,838,4594.28,46.6018,24.8736,838
-78117.9375,5109.76,4195000,839,5003.99,45.8858,24.3987,839
-78683.890625,5065.72,4200000,840,4990.33,46.9621,24.8675,840
-78496.296875,5083.27,4205000,841,4980.23,46.1314,24.0234,841
-78767.140625,5117.36,4210000,842,5031.17,46.1344,24.165,842
-79636.0546875,5037.76,4215000,843,4758.27,46.3146,24.2989,843
-78827.203125,5116.31,4220000,844,5051.47,46.6722,24.7131,844
-79675.9921875,5030.15,4225000,845,4887.1,46.5489,24.4231,845
-78103.1328125,5067.31,4230000,846,4891.34,46.3847,24.3911,846
-79548.796875,5006.91,4235000,847,4981.94,46.1147,24.3141,847
-78498.0,5131.25,4240000,848,4985.16,46.8056,25.4095,848
-79006.046875,5072.06,4245000,849,5028.27,46.7821,24.4222,849
-77966.1328125,4958.32,4250000,850,5075.28,46.4123,24.7931,850
-79910.984375,5017.79,4255000,851,5046.29,46.9318,25.5062,851
-78964.09375,5052.21,4260000,852,5069.69,46.5779,24.6503,852
-80057.7578125,5001.32,4265000,853,4728.03,46.8685,24.3081,853
-79776.984375,4942.02,4270000,854,4790.43,46.682,24.2859,854
-79060.1875,4977.81,4275000,855,4977.76,46.3749,23.7476,855
-80453.875,4993.21,4280000,856,4718.75,46.4009,24.6432,856
-80953.203125,4963.39,4285000,857,4579.75,46.2917,24.6735,857
-80758.0625,4999.26,4290000,858,4545.78,46.4445,24.4365,858
-76733.3359375,174.87,4295000,859,296.35,46.5685,26.4741,859
-54924.34765625,466.39,4300000,860,374.97,52.2632,70.0562,860
-64868.359375,452.06,4305000,861,385.35,49.0264,38.3221,861
-47080.42578125,228.23,4310000,862,229.99,52.0875,34.7282,862
-64419.359375,555.59,4315000,863,836.07,47.7355,38.714,863
-60147.015625,2540.62,4320000,864,2191.62,46.226,29.7122,864
-68029.8046875,950.65,4325000,865,1360.82,47.3155,65.1375,865
-71381.9453125,1130.33,4330000,866,786.59,48.7446,86.2614,866
-72434.0703125,1212.78,4335000,867,1009.02,48.0471,93.0735,867
-83028.7109375,4775.69,4340000,868,4156.2,47.7245,40.5737,868
-83829.4765625,5010.51,4345000,869,5017.92,47.6968,30.5597,869
-83461.0234375,4640.16,4350000,870,4688.13,48.2798,29.4714,870
-81852.796875,4714.21,4355000,871,3988.2,47.5154,34.3408,871
-83256.90625,4436.05,4360000,872,4674.99,47.6607,30.1886,872
-77377.2734375,4706.75,4365000,873,4350.04,47.4854,30.9364,873
-74705.0625,2847.48,4370000,874,2855.94,47.004,33.7021,874
-76473.1015625,2870.24,4375000,875,2879.59,47.2735,30.0538,875
-76435.5546875,1140.54,4380000,876,2451.52,48.6564,27.5071,876
-77308.140625,4697.96,4385000,877,4557.04,47.1373,27.4383,877
-79851.265625,2350.66,4390000,878,1873.03,48.241,27.7218,878
-78494.8203125,3486.43,4395000,879,3421.81,46.8329,26.8727,879
-76280.890625,3660.68,4400000,880,4197.51,46.5885,25.7452,880
-77186.1484375,4763.08,4405000,881,4344.43,46.4918,25.7182,881
-75571.5234375,4708.29,4410000,882,3859.06,46.4129,25.6174,882
-76479.3359375,4823.77,4415000,883,3662.43,46.6381,25.6209,883
-77611.65625,4976.53,4420000,884,4417.17,46.8302,25.7023,884
-76912.6796875,5019.04,4425000,885,4051.96,46.5932,25.1538,885
-78371.5625,5039.01,4430000,886,3658.82,46.1873,24.9455,886
-77230.796875,4937.29,4435000,887,3390.64,46.6328,26.0374,887
-76994.5859375,4937.99,4440000,888,3479.03,46.6609,25.1456,888
-77123.1328125,4947.82,4445000,889,4039.83,46.0095,25.2022,889
-77726.4765625,5031.9,4450000,890,4010.85,46.3132,24.8373,890
-76706.4453125,4982.09,4455000,891,4282.99,46.7165,25.3004,891
-76560.109375,4946.9,4460000,892,4377.83,46.449,25.644,892
-76258.6953125,5030.66,4465000,893,4663.89,46.7168,25.4319,893
-76091.71875,5122.37,4470000,894,4143.74,46.2763,25.5306,894
-78857.390625,5151.9,4475000,895,4251.33,46.3539,25.0101,895
-79534.15625,5185.08,4480000,896,4947.18,46.3486,25.359,896
-80292.296875,5112.16,4485000,897,5064.65,46.7325,25.4232,897
-80588.3125,5154.69,4490000,898,5139.33,46.6534,25.6062,898
-80471.8046875,5127.27,4495000,899,5038.25,46.9252,25.7788,899
-79483.6171875,5165.48,4500000,900,4923.87,46.4398,25.2629,900
-79068.734375,5146.02,4505000,901,4648.54,46.7179,25.5648,901
-79864.90625,5139.59,4510000,902,5114.41,46.4581,25.9011,902
-78419.4296875,5128.31,4515000,903,4507.99,46.1556,24.3653,903
-80607.65625,5170.54,4520000,904,4370.83,46.5703,25.1988,904
-80285.1328125,5194.17,4525000,905,4950.82,47.1273,25.7835,905
-79217.890625,5098.15,4530000,906,5085.85,46.6627,25.9696,906
-80429.078125,5032.7,4535000,907,4777.81,47.1238,27.5751,907
-79827.2578125,5163.4,4540000,908,5071.41,47.2451,26.4112,908
-80368.7578125,5134.17,4545000,909,5012.29,46.9921,25.9642,909
-80289.1875,5167.44,4550000,910,5060.63,47.1414,26.0058,910
-80559.1328125,5129.71,4555000,911,4936.24,47.2028,25.4099,911
-79121.21875,5033.33,4560000,912,4506.74,46.9861,25.2609,912
-80623.8671875,5163.37,4565000,913,4927.75,47.1867,25.6301,913
-80183.90625,5124.41,4570000,914,4925.68,47.3355,25.7676,914
-78782.0390625,5223.59,4575000,915,4983.79,47.1373,26.874,915
-80629.4453125,5168.9,4580000,916,5075.01,47.4973,26.021,916
-80306.3984375,5210.32,4585000,917,5138.66,47.1472,25.7457,917
-80658.2578125,5202.32,4590000,918,4760.32,47.3901,26.0041,918
-81206.0234375,5111.21,4595000,919,5144.81,47.3317,25.6805,919
-81438.0234375,5145.21,4600000,920,5009.9,47.1552,25.8705,920
-79484.0546875,5229.49,4605000,921,5110.07,47.0912,26.1075,921
-80813.9140625,5111.46,4610000,922,5142.82,47.2574,26.4151,922
-79337.953125,5164.57,4615000,923,5035.04,47.4058,27.1277,923
-80177.46875,5115.79,4620000,924,5033.08,47.462,26.7285,924
-80679.3359375,5181.04,4625000,925,5044.94,47.2976,26.233,925
-80148.7109375,5116.28,4630000,926,4912.39,47.4399,26.3585,926
-79468.15625,5181.29,4635000,927,5089.56,47.2596,29.2472,927
-79497.359375,5214.53,4640000,928,5234.41,47.1866,26.4168,928
-79910.4609375,5237.18,4645000,929,5192.48,47.5147,26.5331,929
-78505.421875,5191.84,4650000,930,5168.75,47.3648,26.0997,930
-80401.515625,5166.61,4655000,931,5163.84,47.4367,26.8307,931
-75515.9765625,5120.64,4660000,932,5083.9,46.6041,26.5119,932
-80825.9375,5220.3,4665000,933,5105.54,47.561,26.9078,933
-80370.515625,5194.55,4670000,934,5119.68,47.6427,26.4087,934
-79898.8984375,5178.82,4675000,935,5124.49,47.4564,26.1899,935
-80689.7734375,5187.3,4680000,936,5148.43,47.3845,26.2041,936
-80503.6328125,5150.34,4685000,937,5153.71,47.5733,27.3325,937
