Reward Loss,Real Det Return,Running Env Steps,Running Update Time,Real Sto Return,Running Forward KL,Running Reverse KL,Itration
-1854.8148193359375,3564.43,170000,34,3503.72,45.144,18.9904,34
-2000.1414794921875,3425.43,175000,35,3346.73,45.1756,18.7228,35
-2078.3349609375,3577.44,180000,36,3512.21,44.6817,18.2297,36
-2047.2891845703125,3518.43,185000,37,3384.05,45.1456,18.3758,37
-2112.560302734375,3494.09,190000,38,3534.09,44.831,19.1598,38
-2477.89208984375,3647.75,195000,39,3461.07,44.9186,19.4177,39
-2493.1728515625,3555.62,200000,40,3401.31,45.196,19.42,40
-2410.924560546875,3623.31,205000,41,3676.47,44.7935,19.3948,41
-2481.317138671875,3631.76,210000,42,3271.08,44.6006,17.7224,42
-2457.639404296875,3688.39,215000,43,3620.19,44.5135,18.3935,43
-2379.6640625,3680.7,220000,44,3667.25,45.0161,18.8586,44
-2665.18994140625,3630.88,225000,45,3590.9,44.8406,18.9113,45
-2675.3017578125,3577.48,230000,46,3623.03,44.5296,17.5039,46
-2662.181884765625,3561.54,235000,47,3618.13,44.6723,18.9987,47
-2737.146484375,3608.94,240000,48,3468.1,44.3508,17.6712,48
-2771.724853515625,3732.32,245000,49,3601.25,44.2211,19.1981,49
-3030.10546875,3810.93,250000,50,3305.32,44.5078,19.0536,50
-2931.100341796875,3791.79,255000,51,3786.16,44.6785,19.8935,51
-3082.383056640625,3778.19,260000,52,3399.46,44.4929,19.549,52
-2801.37744140625,3626.22,265000,53,3716.43,44.2078,18.5433,53
-2966.495849609375,3727.13,270000,54,3593.33,44.4959,17.3391,54
-2943.924560546875,3792.83,275000,55,3711.84,44.1806,18.1287,55
-3439.462646484375,3781.94,280000,56,3582.28,44.3768,18.9966,56
-3185.81298828125,3748.51,285000,57,3830.5,44.2982,18.9657,57
-3356.446533203125,3926.4,290000,58,3905.61,45.0529,20.8796,58
-3493.294921875,3523.0,295000,59,3806.55,45.0207,19.9492,59
-3431.62841796875,3789.72,300000,60,3857.28,44.5637,18.7399,60
-3331.550537109375,3948.14,305000,61,3965.77,44.6401,19.9009,61
-3643.83056640625,4051.07,310000,62,4000.9,44.8077,22.0029,62
-3583.62744140625,4009.48,315000,63,4010.82,44.5205,20.7681,63
-3713.375,3855.22,320000,64,3917.73,45.0937,21.6327,64
-3686.802734375,3571.7,325000,65,3412.7,45.0676,21.4315,65
-3868.873291015625,3947.76,330000,66,3713.77,44.582,19.5411,66
-3550.73486328125,3955.88,335000,67,3959.94,44.4194,20.0441,67
-3897.398193359375,3825.54,340000,68,3884.87,44.8703,19.1622,68
-3957.6181640625,3916.38,345000,69,3980.59,44.6763,21.0422,69
-4001.16162109375,3903.27,350000,70,3801.45,44.1088,19.9025,70
-4252.640625,4098.97,355000,71,4059.67,44.9913,21.949,71
-4063.6279296875,4084.88,360000,72,4110.57,44.0364,20.8794,72
-4234.29052734375,3911.46,365000,73,3997.4,44.7899,21.2821,73
-4371.2255859375,4227.41,370000,74,4130.31,44.6104,22.6353,74
-4366.99658203125,4119.91,375000,75,4130.37,44.5483,21.6052,75
-4582.1337890625,4068.98,380000,76,4064.18,44.8713,22.3368,76
-4480.623046875,4001.98,385000,77,3821.2,44.6157,21.3054,77
-4795.97900390625,4068.38,390000,78,4070.78,45.1871,23.4093,78
-4616.93505859375,4204.59,395000,79,4149.8,44.7133,22.5565,79
-4886.62744140625,4191.11,400000,80,4039.92,44.5119,21.8829,80
-4924.66064453125,4089.34,405000,81,4102.83,44.7257,21.8503,81
-5132.34619140625,4198.83,410000,82,4191.49,44.444,21.3891,82
-5206.7236328125,4190.82,415000,83,4187.33,44.7273,22.8005,83
-5438.97900390625,4131.07,420000,84,4182.1,44.7863,22.9977,84
-5300.18896484375,4435.56,425000,85,4209.65,45.5152,23.3441,85
-5769.52978515625,4139.09,430000,86,4238.46,45.2712,23.5289,86
-5529.17041015625,4174.6,435000,87,4003.37,45.3558,23.5716,87
-5372.42236328125,4122.94,440000,88,4156.14,44.5035,20.9777,88
-5539.833984375,4202.59,445000,89,4110.69,44.723,21.2278,89
-5533.404296875,4142.63,450000,90,4121.77,44.5996,21.2838,90
-5696.35205078125,4213.25,455000,91,3984.55,44.8536,21.3533,91
-5341.8359375,4157.76,460000,92,4248.77,44.6788,21.7805,92
-5797.52685546875,4198.67,465000,93,4234.36,44.6543,21.9283,93
-6177.33984375,4258.3,470000,94,4232.92,45.0842,23.9388,94
-6134.11328125,4072.13,475000,95,4105.06,44.6139,21.8704,95
-6413.18310546875,4220.28,480000,96,4193.76,45.259,23.1696,96
-6471.00244140625,4328.58,485000,97,4273.27,45.1217,23.0421,97
-6339.087890625,4223.58,490000,98,4254.25,44.9127,22.4917,98
-6271.1806640625,4325.48,495000,99,4257.53,45.0287,23.4674,99
-6502.720703125,4195.81,500000,100,4204.13,44.7675,21.6813,100
-6630.15673828125,4141.91,505000,101,4242.43,44.9418,21.824,101
-6635.7275390625,4159.42,510000,102,4145.73,44.6929,21.4822,102
-6365.9169921875,4104.86,515000,103,4173.61,44.6463,21.4329,103
-6976.951171875,4216.47,520000,104,4002.0,45.4706,22.3971,104
-7230.4599609375,4353.19,525000,105,4292.66,45.2926,23.4374,105
-7268.2587890625,4215.96,530000,106,4225.47,44.9333,22.6093,106
-7192.0439453125,4163.67,535000,107,4232.7,45.0068,21.8399,107
-7450.6728515625,4231.85,540000,108,4310.32,45.3817,22.9626,108
-7649.42578125,4289.9,545000,109,4328.95,45.5246,24.7655,109
-7835.83642578125,4398.51,550000,110,4261.26,45.8979,23.326,110
-7694.791015625,4184.65,555000,111,4102.68,45.5503,24.5133,111
-7630.205078125,4160.86,560000,112,4277.94,44.9352,22.709,112
-7214.40185546875,4136.84,565000,113,4208.36,44.4393,21.1651,113
-7932.33154296875,4145.74,570000,114,4287.12,45.6506,23.8082,114
-7721.5244140625,4339.59,575000,115,4244.33,44.5576,21.2884,115
-8189.50927734375,4343.21,580000,116,4271.89,44.9817,22.0324,116
-8331.0830078125,4300.84,585000,117,4293.12,44.9076,22.0751,117
-8089.42822265625,4288.32,590000,118,4039.62,44.5998,21.6208,118
-8185.21484375,4105.74,595000,119,4156.71,45.0567,23.0645,119
-8750.9404296875,4311.76,600000,120,4255.11,45.4663,22.9663,120
-8265.921875,4184.4,605000,121,4263.07,44.759,21.9969,121
-8239.607421875,4224.43,610000,122,4321.33,45.0738,22.0916,122
-8982.859375,4306.71,615000,123,4345.14,45.4102,22.0112,123
-8442.001953125,4232.22,620000,124,4347.08,44.8615,21.1444,124
-8703.859375,4277.36,625000,125,4336.53,45.1215,22.8586,125
-8831.8798828125,4211.34,630000,126,4282.98,44.8045,21.5424,126
-9070.11328125,4352.85,635000,127,4378.14,45.1913,22.4868,127
-9140.0283203125,4185.88,640000,128,4239.95,45.3336,23.2328,128
-8896.0185546875,4121.8,645000,129,4281.2,45.3012,21.8744,129
-9190.5595703125,4244.05,650000,130,4272.03,44.781,21.747,130
-9048.5751953125,4201.38,655000,131,4258.96,44.8761,20.7899,131
-9200.30859375,4297.0,660000,132,4354.28,44.8818,22.0231,132
-9153.29296875,4160.25,665000,133,4276.98,44.7659,22.2155,133
-9475.8759765625,4312.38,670000,134,4383.92,45.2433,22.8808,134
-9693.72265625,4286.71,675000,135,4336.38,45.1829,22.419,135
-10105.9384765625,4226.67,680000,136,4324.29,45.6448,23.3255,136
-10219.4677734375,4281.34,685000,137,4356.49,45.4264,23.0296,137
-9628.671875,4214.51,690000,138,4307.82,44.7707,20.8951,138
-10141.3623046875,4257.95,695000,139,4317.96,45.1955,22.1592,139
-10265.23828125,4301.47,700000,140,4390.47,45.7169,22.6668,140
-10134.08984375,4259.13,705000,141,4379.14,45.1875,22.4227,141
-9993.568359375,4298.27,710000,142,4388.05,44.9269,21.3036,142
-10519.265625,4245.2,715000,143,4315.29,45.6177,21.8078,143
-10169.546875,4216.03,720000,144,4300.83,45.1986,22.3259,144
-9864.72265625,4285.16,725000,145,4344.64,44.5382,20.6285,145
-10536.6279296875,4227.62,730000,146,4357.12,45.0998,22.2164,146
-11100.419921875,4282.41,735000,147,4414.33,45.5307,22.8007,147
-10707.9326171875,4247.84,740000,148,4388.66,44.8988,21.4154,148
-11223.37109375,4427.61,745000,149,4484.56,45.6076,22.5392,149
-10101.0458984375,4109.48,750000,150,4337.66,44.3416,21.6695,150
-11979.7109375,4371.45,755000,151,4475.69,45.9871,23.8135,151
-12272.7490234375,4278.23,760000,152,4361.19,45.7317,22.8432,152
-11238.8984375,4286.47,765000,153,4368.76,45.1038,21.7155,153
-11434.00390625,4249.48,770000,154,4440.27,45.502,22.3896,154
-11647.591796875,4350.88,775000,155,4482.63,45.548,21.1938,155
-11272.9228515625,4319.63,780000,156,4432.69,45.0556,21.2131,156
-11870.8466796875,4325.25,785000,157,4259.68,44.8065,21.0917,157
-12422.2822265625,4241.01,790000,158,4394.39,45.8868,23.8268,158
-11898.7255859375,4258.55,795000,159,4476.16,45.5601,22.1514,159
-12982.837890625,4288.2,800000,160,4455.05,45.6779,24.2568,160
-12599.4326171875,4193.24,805000,161,4382.15,45.5532,23.0977,161
-12200.5322265625,4224.96,810000,162,4376.75,45.6231,21.8813,162
-12605.57421875,4202.82,815000,163,4403.57,45.4218,22.2289,163
-13171.16796875,4478.21,820000,164,4590.22,45.8188,22.9138,164
-12812.0498046875,4330.71,825000,165,4449.09,45.5552,22.4004,165
-12631.6572265625,4358.89,830000,166,4456.06,45.4265,22.7521,166
-13503.4033203125,4458.11,835000,167,4592.53,46.427,23.3342,167
-13357.1884765625,4424.27,840000,168,4428.48,45.8079,23.2988,168
-12912.908203125,4358.93,845000,169,4485.03,45.8417,23.3106,169
-14386.6533203125,4254.88,850000,170,4447.24,46.87,24.896,170
-14027.2509765625,4395.84,855000,171,4165.25,45.9516,23.4353,171
-14346.7529296875,4411.15,860000,172,4552.07,46.6465,24.0071,172
-13735.1640625,4326.78,865000,173,4504.58,45.3762,22.3126,173
-13661.7099609375,4273.74,870000,174,4415.3,45.4207,21.8951,174
-14611.703125,4304.74,875000,175,4441.15,46.9779,23.651,175
-13031.2861328125,4254.81,880000,176,4409.81,44.9025,22.6141,176
-13684.4091796875,4428.48,885000,177,4549.0,45.4299,22.3104,177
-13785.9755859375,4560.43,890000,178,4606.43,45.7192,21.9823,178
-12474.65234375,4432.65,895000,179,4532.99,44.7017,21.3528,179
-14141.7822265625,4442.22,900000,180,4579.31,45.7247,23.3168,180
-15084.2578125,4182.08,905000,181,4282.28,45.6065,22.6518,181
-13677.1435546875,4448.76,910000,182,4572.92,45.5194,22.1485,182
-13772.1533203125,4401.54,915000,183,4520.24,45.0657,21.478,183
-14667.546875,4508.39,920000,184,4385.86,45.6735,20.7217,184
-14988.2783203125,4518.31,925000,185,4688.71,46.0748,23.0247,185
-15131.2509765625,4372.86,930000,186,4542.77,45.9937,22.9071,186
-15720.9384765625,4512.47,935000,187,4609.33,45.8496,23.4946,187
-16196.447265625,4474.49,940000,188,4642.4,46.3856,23.2279,188
-16327.0029296875,4319.63,945000,189,4499.46,46.3312,24.3582,189
-16704.515625,4687.53,950000,190,3980.28,46.2748,23.4102,190
-15666.3857421875,4558.32,955000,191,4716.9,45.5935,22.8946,191
-16334.7021484375,4514.11,960000,192,4670.3,46.5339,23.0646,192
-17231.384765625,4511.04,965000,193,4631.88,46.6593,22.9541,193
-18135.453125,4603.25,970000,194,4655.29,47.0418,25.2936,194
-18252.720703125,4374.11,975000,195,4495.28,46.2452,24.0005,195
-17821.4453125,4781.3,980000,196,4573.49,47.1978,23.6439,196
-17027.630859375,4519.31,985000,197,4699.46,45.829,22.7947,197
-17943.544921875,4418.92,990000,198,4590.11,46.8006,23.7506,198
-18358.1484375,4369.4,995000,199,4498.78,46.4068,23.8569,199
-17663.955078125,4527.33,1000000,200,4674.3,46.0956,24.0663,200
-17576.853515625,4533.28,1005000,201,4707.76,45.6945,23.053,201
-17552.244140625,4585.27,1010000,202,4718.19,45.7596,21.3061,202
-18108.7265625,4547.41,1015000,203,4616.85,45.3718,22.6668,203
-18339.46875,4518.29,1020000,204,4636.42,46.2284,22.7995,204
-18666.7578125,4586.4,1025000,205,4683.15,46.4685,22.5401,205
-17972.826171875,4599.52,1030000,206,4285.9,45.9475,22.4101,206
-18987.2265625,4544.83,1035000,207,4652.94,46.3995,23.0556,207
-18949.29296875,4674.84,1040000,208,4529.86,46.1053,22.7806,208
-19050.564453125,4621.78,1045000,209,4748.91,46.1825,23.2336,209
-19671.859375,4574.16,1050000,210,4487.84,46.6005,23.7687,210
-18867.150390625,4590.53,1055000,211,4697.43,46.3453,22.1106,211
-19802.310546875,4548.94,1060000,212,4657.64,46.4735,23.0878,212
-20310.771484375,4626.1,1065000,213,4643.42,46.9588,23.4167,213
-19694.48828125,4612.38,1070000,214,4736.74,46.6961,22.4589,214
-19313.96484375,4614.05,1075000,215,4740.1,46.6369,23.1041,215
-20713.056640625,4682.92,1080000,216,4727.34,46.4352,22.6957,216
-20812.302734375,4755.34,1085000,217,4820.49,46.6802,23.0264,217
-20674.4921875,4705.86,1090000,218,4791.1,47.1325,23.3768,218
-21257.892578125,4744.19,1095000,219,4763.93,46.6124,23.2392,219
-21682.53515625,4723.9,1100000,220,4351.07,47.5539,23.9424,220
-21981.546875,4721.69,1105000,221,4829.23,47.2384,23.6113,221
-21624.7421875,4747.05,1110000,222,4822.84,47.0803,23.2151,222
-21742.181640625,4811.23,1115000,223,4845.18,46.8821,22.7871,223
-21746.05078125,4800.13,1120000,224,4920.11,46.8013,22.6693,224
-21568.107421875,4866.47,1125000,225,4911.96,46.6447,22.3663,225
-21757.431640625,4786.99,1130000,226,4841.56,46.9331,22.7291,226
-22025.259765625,4830.07,1135000,227,4925.96,46.8992,22.5184,227
-22135.859375,4737.79,1140000,228,4865.43,47.0146,22.6958,228
-22965.16796875,4856.61,1145000,229,4623.11,47.0356,23.1907,229
-22680.0546875,4815.45,1150000,230,4645.79,46.8143,22.5914,230
-22684.953125,4880.06,1155000,231,4923.99,46.6319,23.0486,231
-23279.60546875,4742.61,1160000,232,4835.75,46.9558,22.9679,232
-23109.474609375,4839.06,1165000,233,3754.77,46.7586,23.8758,233
-12346.6015625,312.11,1170000,234,207.38,49.1593,13.8395,234
-18267.59765625,3221.47,1175000,235,2966.77,47.8353,32.1388,235
-9455.365234375,800.03,1180000,236,897.28,48.4762,35.6476,236
-16285.498046875,4012.94,1185000,237,3132.86,48.1872,26.8981,237
-12513.296875,53.75,1190000,238,461.8,48.3298,23.3082,238
-21853.451171875,4201.95,1195000,239,3710.55,46.2275,23.5271,239
-24083.607421875,3956.12,1200000,240,3956.18,46.9544,26.2977,240
-24435.423828125,3642.84,1205000,241,4223.23,46.805,26.3954,241
-23783.80859375,4547.01,1210000,242,4171.79,46.2303,22.3827,242
-25503.087890625,4280.73,1215000,243,4478.66,46.0899,23.4359,243
-24585.716796875,4220.94,1220000,244,4321.1,46.5259,23.3064,244
-25298.333984375,4473.76,1225000,245,4461.64,46.057,22.7869,245
-24781.32421875,4463.61,1230000,246,4373.25,45.2335,21.7876,246
-25758.283203125,4379.73,1235000,247,4428.77,45.4775,22.5682,247
-23762.396484375,4445.64,1240000,248,4545.41,45.8562,24.3549,248
-25792.3515625,4431.64,1245000,249,4563.45,45.5953,22.7529,249
-25792.015625,4425.1,1250000,250,4511.36,45.8788,22.6749,250
-25563.126953125,4373.62,1255000,251,4519.46,46.0687,22.0656,251
-26691.59765625,4280.49,1260000,252,4439.49,46.1001,22.796,252
-26278.736328125,4352.27,1265000,253,4512.79,46.5536,22.3814,253
-26689.857421875,4429.61,1270000,254,4573.16,46.3644,22.6761,254
-26545.34765625,4467.99,1275000,255,4622.36,45.9787,22.7261,255
-26621.189453125,4553.6,1280000,256,4629.17,46.398,23.136,256
-26738.451171875,4505.9,1285000,257,4630.11,46.3772,22.5141,257
-27681.796875,4438.26,1290000,258,4609.65,46.27,23.262,258
-27065.04296875,4560.82,1295000,259,4713.58,46.7617,23.3865,259
-27412.634765625,4564.9,1300000,260,4701.95,46.3285,22.6285,260
-26624.3046875,4635.79,1305000,261,4726.01,45.6799,22.2784,261
-26573.888671875,4660.84,1310000,262,4758.68,45.6782,21.9433,262
-27015.25390625,4579.93,1315000,263,4673.27,46.2637,22.3126,263
-27181.349609375,4684.34,1320000,264,4761.95,45.9532,22.1686,264
-28049.740234375,4716.65,1325000,265,4712.38,46.5223,23.5504,265
-28409.927734375,4786.41,1330000,266,4785.95,46.7142,24.0466,266
-28783.869140625,4653.07,1335000,267,4750.62,47.1364,24.4083,267
-28319.109375,4794.88,1340000,268,4810.57,46.6288,23.8355,268
-29054.826171875,4764.57,1345000,269,4833.65,46.4118,23.9959,269
-28766.6484375,4799.7,1350000,270,4831.38,46.5803,24.0727,270
-28793.33203125,4755.39,1355000,271,4808.54,46.8792,24.2287,271
-29498.40625,4811.92,1360000,272,4841.19,47.0509,23.7517,272
-29523.126953125,4776.06,1365000,273,4797.88,46.8629,24.1784,273
-29216.6640625,4831.34,1370000,274,4860.11,46.8789,23.7409,274
-29574.57421875,4960.38,1375000,275,4899.81,47.0718,24.3246,275
-30076.5,4848.16,1380000,276,4840.37,46.9914,23.7091,276
-29632.5625,4822.38,1385000,277,4816.34,46.2645,23.4893,277
-29827.171875,4820.13,1390000,278,4781.98,45.9843,23.5864,278
-30156.66015625,4909.42,1395000,279,4850.64,46.5047,23.4419,279
-30599.318359375,4864.23,1400000,280,4822.55,46.4182,23.4826,280
-30745.30078125,4823.66,1405000,281,4783.14,46.701,23.9794,281
-30368.6328125,4820.08,1410000,282,4783.86,45.6728,22.8463,282
-30197.94140625,4858.12,1415000,283,4793.8,46.2001,22.3871,283
-30708.23046875,4808.83,1420000,284,4776.62,46.0048,23.0504,284
-24775.052734375,1.8,1425000,285,7.06,47.8967,17.7034,285
-29517.388671875,4698.15,1430000,286,4680.91,46.83,23.6145,286
-32171.486328125,4854.16,1435000,287,4829.0,46.4538,23.6331,287
-30808.56640625,4821.83,1440000,288,4742.55,46.232,22.1026,288
-31591.072265625,4926.8,1445000,289,4877.84,46.368,22.8301,289
-31415.19921875,4972.07,1450000,290,4839.65,46.1954,21.9046,290
-32735.90625,5007.4,1455000,291,4760.13,46.1611,23.4618,291
-32684.9765625,4932.74,1460000,292,4844.7,46.1807,23.1497,292
-32487.603515625,4964.04,1465000,293,4904.69,46.3958,23.4292,293
-32329.7734375,4989.56,1470000,294,4882.0,46.176,21.6283,294
-31894.537109375,4967.68,1475000,295,4653.65,46.1129,22.2013,295
-33219.12109375,4976.95,1480000,296,4823.94,46.7632,23.3664,296
-31458.5859375,5027.85,1485000,297,4885.45,46.4821,22.2673,297
-33073.6171875,4995.44,1490000,298,4844.38,46.9428,21.9754,298
-33550.33203125,4955.62,1495000,299,4845.83,46.4968,23.0676,299
-33164.41796875,4972.11,1500000,300,4878.22,46.3516,22.037,300
-33685.4453125,4968.76,1505000,301,4851.47,46.3245,22.8227,301
-33699.6015625,4982.79,1510000,302,4881.09,46.3391,22.6836,302
-34449.0625,5025.66,1515000,303,4949.23,46.6395,23.4688,303
-33277.28125,5024.93,1520000,304,4916.44,46.9399,22.5046,304
-34553.97265625,5025.36,1525000,305,4912.58,46.4622,23.2724,305
-34123.2890625,5039.64,1530000,306,4894.24,46.4823,22.7778,306
-34239.5078125,5046.93,1535000,307,4895.63,46.2776,22.9965,307
-34329.453125,5012.27,1540000,308,4868.99,46.704,22.5393,308
-34359.6875,5006.31,1545000,309,4907.57,46.7984,22.8164,309
-35056.55859375,5019.58,1550000,310,4927.0,46.3677,23.3756,310
-35678.4375,5106.01,1555000,311,4719.11,46.8056,23.2212,311
-35124.41015625,5097.49,1560000,312,4977.07,46.6789,23.1331,312
-34757.265625,5115.06,1565000,313,4989.52,46.0768,22.5508,313
-35075.90234375,5078.43,1570000,314,4968.33,46.5191,22.6004,314
-35689.16015625,5127.46,1575000,315,5028.02,46.889,23.1308,315
-36506.8125,5121.28,1580000,316,4972.31,46.986,23.3879,316
-36128.23828125,5098.42,1585000,317,4977.03,46.9571,23.5082,317
-35651.0703125,5037.3,1590000,318,4948.93,46.4064,23.0423,318
-36734.5,5115.12,1595000,319,5002.91,46.3761,23.6881,319
-36324.5546875,5117.82,1600000,320,5054.08,46.9901,23.8169,320
-36020.97265625,5212.53,1605000,321,5051.02,46.6892,22.709,321
-37035.44140625,5028.63,1610000,322,4863.68,46.786,23.4453,322
-37383.73828125,5056.18,1615000,323,4974.07,47.2226,23.3275,323
-37320.89453125,5103.57,1620000,324,4866.29,46.8991,22.9285,324
-37342.66796875,5075.33,1625000,325,4978.25,46.9229,23.2168,325
-37441.328125,5056.64,1630000,326,4751.65,46.4134,23.0038,326
-37738.2578125,5027.39,1635000,327,4742.14,46.8844,23.2364,327
-37614.71484375,5093.72,1640000,328,4940.21,47.2729,23.829,328
-36999.28515625,5140.29,1645000,329,4942.65,46.9983,22.6555,329
-36842.3125,5069.85,1650000,330,4968.78,46.3697,22.3629,330
-38001.3125,5122.31,1655000,331,5009.84,46.7948,22.5877,331
-37840.7109375,5144.07,1660000,332,5009.56,47.1617,22.8623,332
-38670.2734375,4984.23,1665000,333,4921.69,46.4487,22.481,333
-38027.8359375,5097.81,1670000,334,4991.08,46.8841,22.8615,334
-38261.3984375,5105.27,1675000,335,4803.27,46.7644,22.8519,335
-39406.73828125,5111.73,1680000,336,5020.5,47.3371,23.4727,336
-38581.75390625,5060.25,1685000,337,4998.1,47.0424,22.8893,337
-38435.30859375,5107.79,1690000,338,5042.47,46.8887,22.4986,338
-39701.48828125,5042.11,1695000,339,4988.86,47.1523,23.5956,339
-39119.30078125,5062.14,1700000,340,4982.8,47.277,22.7795,340
-40389.4765625,5063.77,1705000,341,5028.57,47.4727,23.7094,341
-40581.96484375,5070.9,1710000,342,4987.63,47.3714,23.7831,342
-40088.8203125,5152.47,1715000,343,5053.79,47.0806,23.6692,343
-40412.6796875,5089.07,1720000,344,4967.51,46.7671,23.4224,344
-40306.4765625,5127.25,1725000,345,5057.4,46.8038,23.4626,345
-40522.42578125,5101.49,1730000,346,5041.08,46.763,22.6512,346
-41540.23046875,5170.4,1735000,347,4956.51,46.8564,23.4915,347
-41789.41015625,5089.88,1740000,348,5037.49,47.4078,23.22,348
-40706.00390625,5131.38,1745000,349,5083.02,46.6335,23.3178,349
-41783.06640625,5057.91,1750000,350,5005.9,46.9085,23.1538,350
-42683.5859375,5112.37,1755000,351,4870.41,47.0392,22.9455,351
-41453.75390625,5197.95,1760000,352,5121.5,46.9028,23.2096,352
-42120.5625,5127.85,1765000,353,5032.13,46.7466,22.9683,353
-41508.23046875,5148.78,1770000,354,5112.69,47.0433,22.9799,354
-42848.19921875,5076.14,1775000,355,5039.33,46.9546,23.1908,355
-41232.51953125,5075.35,1780000,356,5051.31,46.3597,22.2487,356
-42442.921875,5127.75,1785000,357,4958.72,46.9621,22.8993,357
-42724.0859375,5108.08,1790000,358,5053.45,46.6148,22.622,358
-42328.03125,5101.71,1795000,359,5080.56,46.6134,22.4379,359
-42085.69921875,5044.68,1800000,360,5052.86,46.5581,22.4311,360
-43193.609375,5123.92,1805000,361,5091.3,46.8817,22.7319,361
-43542.86328125,5147.84,1810000,362,5111.95,47.1849,23.8163,362
-42951.41015625,5109.82,1815000,363,5023.23,46.2273,22.1983,363
-43516.2421875,5076.06,1820000,364,5058.19,46.8741,22.9272,364
-42485.69921875,5047.25,1825000,365,4799.78,46.006,22.8697,365
-44090.85546875,4702.66,1830000,366,5035.37,46.8107,23.4592,366
-43613.91015625,4915.67,1835000,367,4876.26,47.032,22.8644,367
-44900.171875,4675.61,1840000,368,4849.72,47.0337,23.3026,368
-45345.41015625,4486.15,1845000,369,4483.43,46.4938,23.9513,369
-41898.98828125,4877.73,1850000,370,4170.94,46.7129,22.5605,370
-36514.9375,156.02,1855000,371,168.93,48.1908,17.0647,371
-28996.6640625,294.22,1860000,372,296.45,51.2484,78.3586,372
-25959.732421875,638.06,1865000,373,539.32,50.665,47.9344,373
-28292.2890625,1.57,1870000,374,92.44,50.551,20.458,374
-22497.109375,416.5,1875000,375,408.21,50.9885,61.0845,375
-29248.66796875,331.69,1880000,376,517.53,49.1723,63.3086,376
-29395.61328125,405.93,1885000,377,428.32,49.4979,54.9534,377
-30444.197265625,804.82,1890000,378,645.23,49.649,35.1054,378
-22689.978515625,591.74,1895000,379,630.47,47.9007,40.8087,379
-31390.9296875,2262.71,1900000,380,2287.94,46.4677,29.5471,380
-37576.83203125,1902.14,1905000,381,1975.94,46.14,21.2037,381
-39930.078125,1813.1,1910000,382,501.78,50.8487,60.1727,382
-41021.10546875,2477.49,1915000,383,1720.93,47.4637,21.4776,383
-43716.52734375,4312.29,1920000,384,3021.3,47.4451,49.4671,384
-40235.8125,662.6,1925000,385,1655.18,48.72,93.6527,385
-41101.77734375,4275.01,1930000,386,4297.21,47.2392,26.7821,386
-47297.734375,4602.39,1935000,387,4475.54,46.6046,25.5353,387
-49378.10546875,4534.96,1940000,388,4528.16,47.525,28.2147,388
-47775.87890625,4618.15,1945000,389,3652.11,47.4576,26.4335,389
-47298.76171875,4773.27,1950000,390,4649.52,46.7745,25.7966,390
