Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return,Itration,Running Forward KL
16.1458,-2118.38818359375,1790.03,62,310000,2119.07,62,157.1474
16.142,-2145.631591796875,1765.6,63,315000,2112.42,63,157.085
16.0602,-2190.33154296875,1777.03,64,320000,2096.43,64,157.1233
15.9305,-2231.1220703125,1798.56,65,325000,2110.72,65,156.9214
15.9698,-2286.718505859375,1778.66,66,330000,2108.67,66,157.1446
16.0829,-2299.416259765625,1806.64,67,335000,2122.95,67,156.7556
16.2241,-2342.538818359375,1798.29,68,340000,2148.57,68,156.8827
15.9187,-2374.91650390625,1802.64,69,345000,2152.44,69,156.8758
15.882,-2438.76220703125,1769.71,70,350000,2082.82,70,157.0333
15.8315,-2478.6943359375,1789.59,71,355000,2125.67,71,156.9649
15.5554,-2516.505615234375,1755.4,72,360000,2058.92,72,156.879
16.1422,-2564.3505859375,1830.21,73,365000,2184.66,73,156.9596
15.7411,-2597.180419921875,1808.4,74,370000,2130.53,74,156.9151
15.6338,-2639.9150390625,1789.02,75,375000,2140.78,75,156.9655
15.75,-2681.100341796875,1803.82,76,380000,2104.28,76,157.013
16.0889,-2729.742919921875,1813.32,77,385000,2159.42,77,156.9373
16.2567,-2773.854736328125,1833.25,78,390000,2150.48,78,157.1284
15.5004,-2796.62841796875,1785.06,79,395000,2110.23,79,156.9243
15.7982,-2848.749755859375,1804.63,80,400000,2150.76,80,156.8746
15.9991,-2884.5751953125,1824.49,81,405000,2173.88,81,156.9413
15.6852,-2924.871826171875,1817.1,82,410000,2127.95,82,156.8681
15.7837,-2959.372802734375,1838.48,83,415000,2158.03,83,156.937
15.6671,-2993.474365234375,1825.87,84,420000,2114.86,84,156.852
16.0665,-3060.552490234375,1856.81,85,425000,2184.71,85,157.0866
15.6744,-3103.62548828125,1807.66,86,430000,2089.06,86,156.9851
15.6227,-3147.079833984375,1807.45,87,435000,2101.4,87,156.9515
16.1361,-3174.736572265625,1840.82,88,440000,2193.07,88,156.9201
15.8035,-3233.291259765625,1813.34,89,445000,2134.17,89,157.0464
15.9846,-3272.699951171875,1832.9,90,450000,2185.85,90,156.9434
15.57,-3311.91064453125,1794.95,91,455000,2163.44,91,156.9802
15.6978,-3360.064453125,1828.66,92,460000,2164.57,92,157.0269
16.1143,-3423.88232421875,1861.08,93,465000,2199.11,93,156.9055
15.5709,-3440.11962890625,1825.55,94,470000,2156.58,94,156.9627
15.9848,-3490.31689453125,1846.87,95,475000,2159.08,95,156.8845
15.8521,-3541.133544921875,1869.68,96,480000,2195.24,96,156.9752
15.79,-3571.143310546875,1837.37,97,485000,2209.38,97,156.8203
15.5133,-3614.2392578125,1829.69,98,490000,2148.77,98,156.8114
15.5027,-3649.276123046875,1834.09,99,495000,2189.01,99,156.6556
15.563,-3739.5478515625,1833.34,100,500000,2143.91,100,156.8916
15.868,-3770.927001953125,1830.54,101,505000,2176.64,101,156.9559
15.3087,-3826.568115234375,1758.77,102,510000,2065.87,102,157.0276
15.6591,-3867.06640625,1812.31,103,515000,2161.6,103,157.067
15.7827,-3890.163818359375,1845.34,104,520000,2213.72,104,156.9164
15.6158,-3953.142578125,1836.03,105,525000,2211.13,105,156.7847
15.6764,-4009.40380859375,1827.06,106,530000,2182.7,106,156.9975
15.5365,-4030.487548828125,1850.72,107,535000,2184.48,107,156.7587
15.9506,-4083.25390625,1868.8,108,540000,2235.79,108,156.8395
15.8888,-4141.10986328125,1863.83,109,545000,2212.32,109,156.7693
15.6702,-4182.8203125,1841.05,110,550000,2200.38,110,156.7817
15.7723,-4245.4443359375,1859.48,111,555000,2209.92,111,157.0436
15.8916,-4302.50927734375,1846.37,112,560000,2178.83,112,156.9325
15.4303,-4314.96240234375,1847.01,113,565000,2194.83,113,156.7894
15.8674,-4377.19677734375,1865.46,114,570000,2206.12,114,156.8446
15.5434,-4425.767578125,1858.09,115,575000,2216.8,115,156.8614
15.699,-4504.8720703125,1842.4,116,580000,2187.78,116,156.9259
15.5481,-4552.3671875,1838.38,117,585000,2182.63,117,156.807
15.7205,-4604.63427734375,1842.69,118,590000,2191.85,118,156.7405
15.7377,-4650.400390625,1846.93,119,595000,2158.42,119,157.1586
15.6771,-4713.681640625,1848.71,120,600000,2173.82,120,157.0798
15.5618,-4763.349609375,1836.16,121,605000,2112.05,121,156.9418
15.5349,-4785.9189453125,1882.04,122,610000,2251.9,122,156.9182
15.7376,-4824.16357421875,1888.56,123,615000,2216.68,123,156.8903
15.5606,-4892.58837890625,1873.81,124,620000,2190.12,124,156.839
15.5725,-4969.099609375,1853.61,125,625000,2205.14,125,156.9294
15.8652,-4997.73193359375,1867.27,126,630000,2199.34,126,157.0793
15.682,-5027.8603515625,1870.73,127,635000,2233.46,127,156.8311
15.7279,-5090.2431640625,1870.18,128,640000,2224.05,128,156.7349
15.6136,-5143.978515625,1867.72,129,645000,2239.73,129,156.8308
15.6717,-5191.30908203125,1844.28,130,650000,2181.09,130,156.8476
15.6728,-5290.08349609375,1902.84,131,655000,2269.67,131,156.8721
15.3868,-5311.35986328125,1879.92,132,660000,2228.05,132,156.6624
15.6095,-5375.84765625,1882.21,133,665000,2229.3,133,156.8173
15.508,-5413.25634765625,1853.7,134,670000,2204.42,134,156.6415
15.2588,-5494.4443359375,1856.54,135,675000,2205.03,135,156.7955
15.4066,-5545.10693359375,1858.08,136,680000,2189.15,136,156.794
15.5219,-5581.9755859375,1847.07,137,685000,2155.23,137,156.7458
15.5523,-5634.052734375,1887.12,138,690000,2220.15,138,156.7766
15.604,-5698.4873046875,1903.51,139,695000,2269.23,139,156.7093
15.4595,-5749.4541015625,1880.03,140,700000,2218.02,140,156.8254
15.4672,-5820.390625,1879.03,141,705000,2231.02,141,156.7711
15.443,-5876.97314453125,1899.84,142,710000,2252.58,142,156.8796
15.4802,-5954.5244140625,1856.72,143,715000,2204.91,143,156.6867
15.7171,-5966.48193359375,1873.71,144,720000,2247.22,144,156.859
15.4413,-6031.1005859375,1865.56,145,725000,2208.46,145,156.6695
15.6169,-6092.31201171875,1897.17,146,730000,2235.23,146,156.8296
15.4528,-6133.23779296875,1865.37,147,735000,2199.4,147,156.7047
15.3224,-6157.095703125,1892.2,148,740000,2236.33,148,156.8269
15.5289,-6199.81005859375,1932.79,149,745000,2272.01,149,156.767
15.4704,-6274.03857421875,1862.51,150,750000,2225.32,150,156.9259
15.0198,-6270.98291015625,1870.52,151,755000,2186.91,151,156.6283
15.2859,-6331.00341796875,1908.09,152,760000,2239.52,152,156.7135
15.3005,-6371.78173828125,1876.39,153,765000,2210.98,153,156.6471
15.5944,-6419.1044921875,1882.46,154,770000,2252.4,154,156.7291
15.2977,-6442.99072265625,1894.41,155,775000,2225.42,155,156.7754
15.4219,-6538.625,1874.84,156,780000,2239.84,156,156.5952
15.6127,-6560.2666015625,1928.47,157,785000,2272.89,157,156.682
15.3498,-6599.3740234375,1882.32,158,790000,2233.83,158,156.7245
15.0364,-6590.66943359375,1853.91,159,795000,2203.31,159,156.5408
15.2654,-6656.759765625,1900.01,160,800000,2275.0,160,156.6467
15.4307,-6733.9716796875,1898.33,161,805000,2240.64,161,156.7022
15.193,-6753.54443359375,1905.94,162,810000,2242.59,162,156.7034
15.435,-6822.173828125,1877.42,163,815000,2201.29,163,156.625
15.4682,-6853.6884765625,1897.73,164,820000,2241.94,164,156.6734
15.2793,-6866.64697265625,1919.16,165,825000,2238.63,165,156.6256
15.3998,-6934.17529296875,1871.84,166,830000,2202.84,166,156.7011
15.4521,-6987.580078125,1869.66,167,835000,2247.54,167,156.6884
15.1419,-7056.8056640625,1872.47,168,840000,2266.36,168,156.6328
15.0863,-7057.759765625,1891.2,169,845000,2257.88,169,156.5776
15.2962,-7145.32080078125,1924.2,170,850000,2263.54,170,156.7639
15.478,-7183.18115234375,1924.48,171,855000,2263.17,171,156.6357
15.5071,-7212.7255859375,1920.14,172,860000,2285.77,172,156.6262
15.0431,-7278.37890625,1839.27,173,865000,2190.54,173,156.6704
15.2558,-7261.3349609375,1917.21,174,870000,2241.51,174,156.6673
15.3716,-7380.89013671875,1885.73,175,875000,2186.51,175,156.8395
15.4366,-7417.5078125,1886.18,176,880000,2192.27,176,156.8483
15.4338,-7426.25341796875,1904.4,177,885000,2247.05,177,156.7614
15.6931,-7490.8154296875,1925.01,178,890000,2292.12,178,156.7633
15.4177,-7471.3369140625,1932.73,179,895000,2294.09,179,156.7023
15.466,-7557.7490234375,1920.97,180,900000,2290.04,180,156.7238
15.5016,-7634.31103515625,1892.34,181,905000,2293.25,181,156.7121
15.3245,-7611.33203125,1908.13,182,910000,2267.9,182,156.6339
15.2109,-7686.5634765625,1895.83,183,915000,2220.57,183,156.7467
15.2497,-7713.7724609375,1907.09,184,920000,2240.08,184,156.5906
15.5782,-7759.28857421875,1922.62,185,925000,2243.99,185,156.7408
15.1701,-7731.8427734375,1920.34,186,930000,2244.41,186,156.5301
15.406,-7769.76611328125,1913.55,187,935000,2264.26,187,156.6953
15.3786,-7823.17578125,1896.63,188,940000,2275.58,188,156.6956
15.395,-7885.7783203125,1886.37,189,945000,2251.95,189,156.7903
15.3276,-7862.18017578125,1897.82,190,950000,2241.72,190,156.5247
15.2677,-7860.64501953125,1912.43,191,955000,2268.85,191,156.4622
15.3639,-7890.56298828125,1898.6,192,960000,2271.05,192,156.6768
15.3316,-7956.15185546875,1917.71,193,965000,2279.59,193,156.735
15.4629,-7955.04345703125,1918.22,194,970000,2287.44,194,156.6147
15.3216,-8028.6884765625,1913.35,195,975000,2290.84,195,156.7633
15.4808,-8056.28564453125,1939.24,196,980000,2306.35,196,156.8405
15.2741,-8039.1357421875,1910.59,197,985000,2273.45,197,156.6065
15.1972,-8040.81640625,1925.36,198,990000,2277.88,198,156.567
15.1265,-8108.69677734375,1905.96,199,995000,2248.93,199,156.7034
15.2321,-8150.44140625,1898.27,200,1000000,2266.49,200,156.6547
15.2538,-8145.625,1930.26,201,1005000,2285.79,201,156.7934
15.1701,-8197.0498046875,1924.27,202,1010000,2294.67,202,156.6787
14.9668,-8207.5078125,1895.9,203,1015000,2271.31,203,156.759
15.1899,-8260.517578125,1907.22,204,1020000,2293.91,204,156.7658
15.0697,-8267.201171875,1907.02,205,1025000,2291.25,205,156.8697
14.8908,-8263.2734375,1916.59,206,1030000,2273.29,206,156.5226
15.2336,-8331.8017578125,1928.11,207,1035000,2283.16,207,156.6338
15.1634,-8350.876953125,1939.0,208,1040000,2276.28,208,156.5954
15.0829,-8378.576171875,1919.82,209,1045000,2278.19,209,156.7054
15.1428,-8411.6572265625,1920.75,210,1050000,2285.82,210,156.673
15.0834,-8439.1044921875,1917.92,211,1055000,2283.06,211,156.661
15.1526,-8444.5068359375,1921.09,212,1060000,2262.43,212,156.4946
15.0492,-8476.9970703125,1910.72,213,1065000,2248.7,213,156.6949
15.2605,-8526.1171875,1913.02,214,1070000,2282.25,214,156.7651
15.2713,-8558.783203125,1940.82,215,1075000,2291.49,215,156.5874
15.0109,-8554.423828125,1907.38,216,1080000,2285.53,216,156.6069
15.2029,-8607.0458984375,1924.61,217,1085000,2256.48,217,156.5301
15.1421,-8621.228515625,1918.36,218,1090000,2247.37,218,156.6913
15.1254,-8658.67578125,1926.38,219,1095000,2278.27,219,156.6176
15.1362,-8673.61328125,1929.47,220,1100000,2279.18,220,156.5279
15.1957,-8718.556640625,1923.49,221,1105000,2259.43,221,156.7615
15.0702,-8744.1015625,1911.16,222,1110000,2265.6,222,156.7507
14.9836,-8750.90625,1911.32,223,1115000,2263.46,223,156.6284
15.1204,-8776.1103515625,1920.32,224,1120000,2279.35,224,156.7041
14.9191,-8796.5361328125,1897.04,225,1125000,2253.05,225,156.7868
15.0655,-8842.9384765625,1906.44,226,1130000,2257.68,226,156.701
15.2003,-8877.55859375,1920.9,227,1135000,2293.68,227,156.8208
15.0475,-8878.9150390625,1906.79,228,1140000,2273.31,228,156.7715
15.1499,-8900.6962890625,1928.3,229,1145000,2279.23,229,156.6245
15.127,-8958.052734375,1919.28,230,1150000,2287.6,230,156.7616
15.2605,-8950.5869140625,1941.53,231,1155000,2296.7,231,156.5106
15.1728,-8999.568359375,1913.71,232,1160000,2293.09,232,156.796
15.123,-8997.03515625,1920.1,233,1165000,2266.08,233,156.832
15.0828,-9032.3046875,1914.99,234,1170000,2270.8,234,156.6831
15.0953,-9075.36328125,1921.63,235,1175000,2283.11,235,156.7307
15.3166,-9101.927734375,1913.42,236,1180000,2289.91,236,156.7417
15.1852,-9118.0078125,1932.28,237,1185000,2296.8,237,156.7573
15.0166,-9118.5400390625,1899.63,238,1190000,2261.38,238,156.6703
15.172,-9155.7509765625,1917.98,239,1195000,2243.42,239,156.6936
14.9923,-9155.5078125,1913.5,240,1200000,2274.03,240,156.6608
15.0537,-9207.287109375,1904.21,241,1205000,2283.56,241,156.8145
15.1491,-9231.9462890625,1925.79,242,1210000,2289.81,242,156.582
15.0445,-9209.9912109375,1903.57,243,1215000,2290.15,243,156.6822
15.0204,-9248.4697265625,1916.22,244,1220000,2272.17,244,156.758
15.1494,-9282.189453125,1933.11,245,1225000,2296.91,245,156.5522
15.1253,-9293.31640625,1907.07,246,1230000,2272.4,246,156.8051
15.1472,-9350.095703125,1919.5,247,1235000,2298.39,247,156.8047
15.1134,-9381.9697265625,1915.97,248,1240000,2289.96,248,156.7061
15.0453,-9387.64453125,1916.89,249,1245000,2291.32,249,156.5592
15.074,-9409.9326171875,1931.16,250,1250000,2286.68,250,156.7603
15.1344,-9449.2607421875,1927.7,251,1255000,2295.38,251,156.5363
15.1386,-9480.037109375,1932.86,252,1260000,2315.05,252,156.6443
15.2261,-9497.4658203125,1954.94,253,1265000,2305.34,253,156.6293
15.2281,-9535.3642578125,1928.48,254,1270000,2296.13,254,156.711
15.3159,-9527.3896484375,1937.78,255,1275000,2277.5,255,156.7801
15.0765,-9541.1201171875,1921.73,256,1280000,2272.24,256,156.6425
15.0186,-9592.251953125,1916.04,257,1285000,2282.72,257,156.6506
15.0524,-9611.083984375,1914.2,258,1290000,2275.08,258,156.6584
15.1687,-9658.390625,1892.3,259,1295000,2265.58,259,156.6667
15.0099,-9673.6513671875,1920.04,260,1300000,2258.9,260,156.7831
15.1741,-9711.7021484375,1918.72,261,1305000,2269.86,261,156.5032
15.0287,-9715.09765625,1931.19,262,1310000,2276.65,262,156.7309
14.9808,-9710.955078125,1916.0,263,1315000,2254.86,263,156.7105
15.1492,-9760.5126953125,1928.94,264,1320000,2294.75,264,156.7542
15.0751,-9795.52734375,1925.82,265,1325000,2285.8,265,156.8041
15.1267,-9771.1708984375,1919.99,266,1330000,2260.31,266,156.8332
14.9929,-9830.1884765625,1940.78,267,1335000,2262.82,267,156.6817
14.9941,-9843.828125,1932.66,268,1340000,2280.32,268,156.6897
15.3026,-9892.8056640625,1945.66,269,1345000,2322.36,269,156.602
15.2045,-9899.9755859375,1935.09,270,1350000,2276.92,270,156.6432
15.0404,-9926.4580078125,1941.09,271,1355000,2290.29,271,156.7079
15.1678,-9955.3076171875,1960.68,272,1360000,2309.56,272,156.5842
15.4151,-9966.9541015625,1953.79,273,1365000,2296.46,273,156.6905
15.1644,-9950.2978515625,1947.56,274,1370000,2298.8,274,156.6189
15.0285,-10031.5537109375,1953.43,275,1375000,2322.24,275,156.6058
14.963,-10019.484375,1932.16,276,1380000,2267.68,276,156.6222
15.154,-10042.228515625,1954.31,277,1385000,2305.56,277,156.5413
14.9164,-10047.876953125,1917.41,278,1390000,2271.39,278,156.5983
15.2174,-10090.857421875,1934.03,279,1395000,2288.67,279,156.7397
15.2518,-10101.1064453125,1935.83,280,1400000,2289.59,280,156.6602
15.1963,-10116.3046875,1936.66,281,1405000,2280.44,281,156.7188
14.9325,-10163.1484375,1932.68,282,1410000,2277.52,282,156.5499
15.1203,-10159.9326171875,1923.94,283,1415000,2289.62,283,156.6396
15.1754,-10191.9892578125,1941.71,284,1420000,2248.72,284,156.6567
15.1484,-10219.5537109375,1946.38,285,1425000,2299.89,285,156.7341
15.2561,-10233.0771484375,1934.29,286,1430000,2285.66,286,156.5656
15.1868,-10249.0732421875,1939.63,287,1435000,2280.38,287,156.588
15.0587,-10234.0537109375,1926.98,288,1440000,2264.55,288,156.5946
15.0383,-10293.7509765625,1875.57,289,1445000,2288.26,289,156.6618
15.0138,-10315.875,1940.95,290,1450000,2269.77,290,156.7273
15.1145,-10324.439453125,1927.8,291,1455000,2250.56,291,156.6374
15.0717,-10342.7021484375,1928.15,292,1460000,2269.67,292,156.6166
14.9644,-10381.3369140625,1940.67,293,1465000,2313.8,293,156.7614
15.0105,-10402.1416015625,1936.67,294,1470000,2292.34,294,156.6394
14.8316,-10422.091796875,1943.53,295,1475000,2284.73,295,156.6181
15.0203,-10455.6591796875,1942.09,296,1480000,2290.6,296,156.5679
14.9971,-10455.966796875,1922.16,297,1485000,2269.46,297,156.599
15.2127,-10533.732421875,1957.11,298,1490000,2285.62,298,156.6725
14.9337,-10516.697265625,1958.45,299,1495000,2301.28,299,156.8351
15.1098,-10531.0615234375,1959.24,300,1500000,2309.81,300,156.4874
14.995,-10556.5263671875,1921.13,301,1505000,2278.1,301,156.7244
15.2945,-10570.4072265625,1940.13,302,1510000,2291.97,302,156.7195
15.0742,-10555.712890625,1959.78,303,1515000,2299.78,303,156.6649
15.0251,-10599.955078125,1936.13,304,1520000,2270.66,304,156.5679
15.0408,-10615.7490234375,1915.75,305,1525000,2261.22,305,156.6679
14.9454,-10623.1455078125,1935.51,306,1530000,2296.37,306,156.6358
15.1419,-10656.4462890625,1919.15,307,1535000,2285.42,307,156.634
15.0446,-10640.482421875,1934.66,308,1540000,2281.6,308,156.6597
15.0209,-10661.234375,1915.72,309,1545000,2245.08,309,156.6534
15.088,-10712.1884765625,1942.27,310,1550000,2267.29,310,156.557
15.0472,-10717.0654296875,1947.78,311,1555000,2289.79,311,156.7048
15.1435,-10732.328125,1937.13,312,1560000,2292.29,312,156.685
15.0306,-10767.876953125,1961.54,313,1565000,2315.45,313,156.4765
14.9349,-10767.98046875,1961.4,314,1570000,2298.58,314,156.6629
15.119,-10782.2060546875,1956.27,315,1575000,2321.13,315,156.5969
14.902,-10777.6103515625,1944.58,316,1580000,2298.34,316,156.6134
14.926,-10791.4697265625,1950.5,317,1585000,2316.06,317,156.6981
14.9875,-10847.142578125,1943.27,318,1590000,2307.4,318,156.7681
14.8437,-10828.36328125,1961.54,319,1595000,2310.12,319,156.5653
14.9042,-10874.7646484375,1949.21,320,1600000,2304.74,320,156.551
15.0143,-10887.359375,1936.3,321,1605000,2271.65,321,156.7326
14.947,-10895.150390625,1946.03,322,1610000,2285.79,322,156.6645
14.8034,-10904.587890625,1930.6,323,1615000,2310.98,323,156.6293
15.1552,-10933.3154296875,1949.28,324,1620000,2308.39,324,156.6887
15.1074,-10961.39453125,1915.77,325,1625000,2260.01,325,156.7103
14.9492,-10971.927734375,1935.49,326,1630000,2296.44,326,156.6775
14.7725,-10980.9951171875,1911.46,327,1635000,2274.24,327,156.7826
14.828,-11005.9580078125,1900.89,328,1640000,2280.75,328,156.6269
15.129,-11006.8466796875,1961.38,329,1645000,2304.23,329,156.5699
15.0368,-11039.029296875,1941.61,330,1650000,2324.08,330,156.6721
15.0537,-11037.109375,1938.33,331,1655000,2299.56,331,156.5812
15.0185,-11077.8408203125,1942.57,332,1660000,2315.1,332,156.5368
14.8406,-11083.4814453125,1920.75,333,1665000,2297.63,333,156.6552
14.9041,-11115.9892578125,1941.41,334,1670000,2318.7,334,156.5349
15.0069,-11144.7509765625,1952.32,335,1675000,2324.43,335,156.5865
14.9567,-11120.005859375,1936.46,336,1680000,2319.82,336,156.7203
15.0973,-11147.72265625,1945.56,337,1685000,2298.77,337,156.6818
15.0125,-11168.4150390625,1902.68,338,1690000,2276.63,338,156.6385
15.0379,-11171.1689453125,1960.44,339,1695000,2307.46,339,156.5204
14.8398,-11204.3876953125,1942.32,340,1700000,2322.45,340,156.5258
15.0482,-11251.4599609375,1960.55,341,1705000,2313.8,341,156.6749
14.9472,-11222.4814453125,1946.84,342,1710000,2303.76,342,156.6251
15.1098,-11282.30078125,1949.2,343,1715000,2321.93,343,156.7506
15.0319,-11326.96484375,1952.42,344,1720000,2330.3,344,156.644
15.0779,-11288.5263671875,1941.1,345,1725000,2313.91,345,156.5555
14.8301,-11339.203125,1932.42,346,1730000,2300.76,346,156.6581
15.1202,-11322.470703125,1926.41,347,1735000,2317.16,347,156.656
15.1405,-11372.693359375,1956.91,348,1740000,2348.4,348,156.9233
15.2292,-11367.3642578125,1936.26,349,1745000,2314.35,349,156.6567
15.0203,-11358.3154296875,1984.59,350,1750000,2331.28,350,156.6863
15.1118,-11398.7099609375,1959.65,351,1755000,2334.73,351,156.5888
15.1686,-11424.501953125,1963.85,352,1760000,2330.32,352,156.623
15.13,-11431.87109375,1964.8,353,1765000,2340.26,353,156.5418
15.0464,-11431.6044921875,1935.05,354,1770000,2330.45,354,156.6042
15.1411,-11469.55859375,1938.23,355,1775000,2316.21,355,156.746
15.1936,-11492.0537109375,1942.21,356,1780000,2336.68,356,156.7314
15.0023,-11485.841796875,1982.21,357,1785000,2346.81,357,156.5737
15.3195,-11538.6513671875,1964.77,358,1790000,2339.27,358,156.6252
15.2663,-11517.8544921875,1957.93,359,1795000,2337.1,359,156.7929
15.1979,-11573.8369140625,1960.8,360,1800000,2322.55,360,156.6801
15.3432,-11550.26171875,1951.02,361,1805000,2323.93,361,156.6241
15.3648,-11595.7724609375,1981.99,362,1810000,2333.28,362,156.4927
