Real Sto Return,Itration,Reward Loss,Running Env Steps,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time
4084.52,388,-22765.44921875,1940000,4073.41,16.5535,43.6533,388
3766.94,389,-22750.314453125,1945000,3924.02,15.8369,43.5085,389
4004.31,390,-22941.318359375,1950000,3988.46,17.1442,43.9181,390
3951.09,391,-23194.82421875,1955000,3916.79,16.7825,43.6009,391
4107.31,392,-23004.41796875,1960000,4081.45,16.1819,43.4844,392
3972.67,393,-23082.904296875,1965000,4048.59,16.5578,43.6111,393
4096.69,394,-22963.712890625,1970000,4046.18,16.3651,43.5084,394
4128.6,395,-23075.10546875,1975000,4119.13,16.578,43.5567,395
4054.5,396,-23125.58984375,1980000,4106.47,16.8723,43.1791,396
4153.78,397,-22630.609375,1985000,4143.34,16.4888,43.1619,397
4092.52,398,-23902.712890625,1990000,3936.44,16.4504,43.2871,398
4159.03,399,-23242.892578125,1995000,4160.52,16.8858,43.6333,399
3986.6,400,-23260.935546875,2000000,4105.13,16.1957,43.5359,400
4165.06,401,-23108.32421875,2005000,4146.68,16.6127,43.795,401
3988.45,402,-23277.755859375,2010000,4120.34,16.6745,43.4995,402
3978.53,403,-23586.966796875,2015000,4143.39,16.6203,43.7762,403
4077.8,404,-23034.076171875,2020000,4182.07,17.0444,43.5716,404
4215.05,405,-23626.775390625,2025000,4222.68,17.2729,43.5565,405
4165.82,406,-23712.1015625,2030000,4139.75,16.8832,43.7267,406
4149.69,407,-23894.123046875,2035000,4157.86,16.6299,43.4421,407
4172.66,408,-24141.775390625,2040000,4134.42,17.0441,43.7759,408
4194.14,409,-23865.947265625,2045000,4157.7,16.8119,43.4113,409
4159.58,410,-23995.767578125,2050000,4155.89,16.6569,43.7121,410
4184.96,411,-24256.599609375,2055000,4178.84,16.804,43.4048,411
4100.77,412,-24558.21875,2060000,4110.71,16.5781,43.5193,412
4165.89,413,-24790.8828125,2065000,4169.3,16.6055,43.6858,413
4143.17,414,-24806.357421875,2070000,4104.61,16.2711,43.4928,414
4140.29,415,-24622.2265625,2075000,4106.31,16.4306,43.5524,415
4156.03,416,-25023.45703125,2080000,4092.62,16.4998,43.5093,416
4131.96,417,-25312.359375,2085000,4117.54,16.537,43.5338,417
4183.72,418,-24916.7265625,2090000,4144.79,16.0927,43.6204,418
4104.02,419,-25197.251953125,2095000,4107.17,15.5274,43.7265,419
4147.17,420,-25833.310546875,2100000,4074.11,15.9702,43.6457,420
4023.39,421,-25650.85546875,2105000,4046.01,16.3944,43.6777,421
4175.02,422,-25336.634765625,2110000,4132.39,16.3525,43.319,422
4047.81,423,-25587.25390625,2115000,4181.05,15.959,43.4228,423
4159.46,424,-25399.69921875,2120000,3999.96,16.4446,43.3914,424
4162.14,425,-25262.423828125,2125000,4155.19,16.4948,43.4223,425
4090.17,426,-25458.466796875,2130000,4210.58,15.9992,43.3799,426
4105.49,427,-25770.634765625,2135000,4162.19,16.5078,43.2175,427
4110.98,428,-25940.341796875,2140000,4127.82,16.272,43.5337,428
4176.58,429,-25710.671875,2145000,4134.79,16.4612,43.6359,429
4080.92,430,-26063.896484375,2150000,4145.96,16.0803,43.6329,430
4205.06,431,-25994.83203125,2155000,4178.82,16.2835,43.529,431
4152.1,432,-25618.22265625,2160000,4194.31,16.4434,43.2403,432
4211.27,433,-26114.998046875,2165000,4223.17,17.023,43.599,433
4229.28,434,-25902.4921875,2170000,4225.23,16.8316,43.4092,434
4228.95,435,-26266.373046875,2175000,4250.43,17.29,43.4273,435
4162.03,436,-26352.60546875,2180000,4175.03,16.7794,43.1118,436
4203.62,437,-26818.921875,2185000,4181.97,16.8099,43.6645,437
4101.1,438,-26715.3359375,2190000,4170.6,16.7327,43.3055,438
4137.79,439,-26416.4609375,2195000,4176.18,17.3295,43.611,439
4128.06,440,-27020.18359375,2200000,4143.94,16.9547,43.2845,440
4185.83,441,-27223.404296875,2205000,4172.58,16.7058,43.4593,441
4129.03,442,-26893.11328125,2210000,4160.55,17.1818,43.8668,442
4169.56,443,-27492.318359375,2215000,4181.08,16.9745,43.8559,443
3975.12,444,-27293.154296875,2220000,4084.87,17.2381,43.6591,444
4220.73,445,-27275.55859375,2225000,4223.15,17.4458,43.6889,445
4187.3,446,-27167.41015625,2230000,4211.57,16.9844,43.5044,446
4201.21,447,-27284.91796875,2235000,4209.05,17.1916,43.6353,447
4094.24,448,-27710.06640625,2240000,4122.46,15.9645,43.4495,448
4207.96,449,-27473.53515625,2245000,4196.9,17.2133,43.6779,449
4187.19,450,-28002.990234375,2250000,4137.79,17.2137,43.6776,450
4137.27,451,-27808.748046875,2255000,4190.56,16.5855,43.5115,451
4074.14,452,-28169.787109375,2260000,4134.72,16.5732,43.5767,452
4174.13,453,-27773.806640625,2265000,4205.18,17.2469,43.8469,453
4018.43,454,-28254.765625,2270000,4069.94,15.8318,43.8888,454
4080.55,455,-28709.326171875,2275000,4133.63,16.2045,43.7638,455
4145.34,456,-28554.796875,2280000,4173.29,16.9943,43.6376,456
4121.51,457,-29244.169921875,2285000,4087.73,16.4619,43.8464,457
4017.37,458,-28877.06640625,2290000,4110.16,16.3839,43.6611,458
4069.88,459,-28761.681640625,2295000,4149.9,16.2728,43.5735,459
4132.9,460,-28982.900390625,2300000,4148.77,16.2142,43.3194,460
4195.35,461,-28542.482421875,2305000,4221.22,16.124,43.4123,461
4010.53,462,-29521.67578125,2310000,4136.95,16.1967,43.4604,462
4124.0,463,-28395.71875,2315000,4228.83,15.6812,43.4455,463
4093.3,464,-29115.578125,2320000,4245.63,15.5063,42.9572,464
4112.71,465,-29699.142578125,2325000,4120.81,15.9381,43.6868,465
4041.14,466,-29362.619140625,2330000,4188.27,16.1348,43.4384,466
4094.29,467,-28960.720703125,2335000,4199.13,16.5493,43.3759,467
4177.75,468,-29402.427734375,2340000,4200.92,15.4812,42.8895,468
4025.64,469,-28981.369140625,2345000,4132.81,16.198,43.1624,469
4089.41,470,-30740.28125,2350000,4090.85,16.3388,43.6496,470
4157.1,471,-29860.44921875,2355000,4130.39,16.3343,43.3931,471
4172.7,472,-30296.904296875,2360000,4197.94,16.4165,43.4488,472
4132.07,473,-30703.376953125,2365000,4139.3,16.1686,43.6099,473
4150.43,474,-30394.166015625,2370000,4124.38,16.0275,43.59,474
3942.99,475,-30514.37890625,2375000,4148.93,15.6845,43.1359,475
4088.61,476,-31035.388671875,2380000,4091.48,15.955,43.2964,476
4138.08,477,-30792.833984375,2385000,4122.64,16.0776,43.3732,477
4119.43,478,-30354.642578125,2390000,4118.86,16.0978,43.3526,478
3982.97,479,-30128.611328125,2395000,4206.2,16.2535,43.09,479
4184.72,480,-30519.158203125,2400000,4177.0,16.4465,43.3228,480
3948.78,481,-30978.849609375,2405000,4101.62,16.5438,43.5286,481
3921.72,482,-31557.083984375,2410000,4056.96,15.8586,43.5216,482
4130.45,483,-31665.353515625,2415000,4143.44,15.6144,43.6403,483
4195.04,484,-31054.876953125,2420000,4130.92,16.0096,43.0846,484
3972.64,485,-31009.98828125,2425000,4142.3,15.8395,43.2005,485
3911.68,486,-32440.501953125,2430000,4088.3,15.1437,43.1107,486
4143.28,487,-32031.724609375,2435000,4152.43,15.5016,43.1878,487
4150.25,488,-31824.947265625,2440000,4132.76,16.4256,43.4443,488
4127.05,489,-32131.0,2445000,4120.57,16.7239,43.5888,489
4088.53,490,-32686.470703125,2450000,4033.59,16.1234,43.6547,490
3991.87,491,-32143.763671875,2455000,4087.56,15.5148,43.2319,491
4085.11,492,-32971.49609375,2460000,4049.72,16.2755,43.6582,492
3951.51,493,-32505.767578125,2465000,4143.99,16.2487,43.4936,493
4112.68,494,-32675.81640625,2470000,3983.61,16.425,43.3944,494
3947.94,495,-33655.78125,2475000,3746.33,16.2079,43.503,495
3957.97,496,-33590.1484375,2480000,4107.7,16.5203,43.7422,496
4082.03,497,-33288.8203125,2485000,4077.68,16.7197,43.3265,497
4070.41,498,-33430.55859375,2490000,3849.05,16.2745,43.6991,498
4036.12,499,-32910.87890625,2495000,4073.47,16.8767,43.4654,499
4173.09,500,-33101.69140625,2500000,4057.56,17.2396,43.7741,500
4115.54,501,-33410.921875,2505000,3995.13,15.9932,43.4111,501
3939.35,502,-33587.9609375,2510000,4077.03,16.5683,43.5822,502
4148.67,503,-33588.5390625,2515000,4150.74,15.9649,43.5231,503
3995.53,504,-33797.01171875,2520000,4008.19,18.4687,43.5367,504
3888.18,505,-34008.078125,2525000,4098.1,16.374,43.4162,505
3861.03,506,-34121.65234375,2530000,4106.44,16.5969,43.3026,506
3767.33,507,-34273.4453125,2535000,4063.3,16.1632,43.4134,507
4003.02,508,-34250.18359375,2540000,4076.52,19.776,43.8319,508
4169.35,509,-34840.546875,2545000,4043.13,16.462,43.4436,509
4174.79,510,-34480.0234375,2550000,4165.27,15.5335,43.4707,510
3830.82,511,-34305.890625,2555000,4053.03,15.8597,43.5835,511
3767.0,512,-34233.8515625,2560000,4123.65,16.3783,43.1463,512
4181.51,513,-34089.08984375,2565000,4163.29,17.0953,43.6415,513
3920.83,514,-34511.1796875,2570000,4190.42,16.2921,43.3754,514
4112.59,515,-34857.49609375,2575000,4112.0,15.7782,43.426,515
3985.19,516,-34474.6640625,2580000,4214.36,16.2511,43.3147,516
4090.23,517,-34881.1640625,2585000,4125.63,15.9952,43.3573,517
3964.04,518,-34535.3515625,2590000,4199.63,16.1793,43.5376,518
4085.4,519,-34711.359375,2595000,4192.9,16.2524,43.1018,519
4110.2,520,-34301.96875,2600000,4218.68,16.4606,43.2332,520
4118.37,521,-34308.48828125,2605000,4181.67,16.287,43.0573,521
4123.31,522,-34325.3203125,2610000,4181.69,16.1708,43.2525,522
3874.64,523,-34794.7734375,2615000,4166.41,15.9283,43.3727,523
4061.98,524,-35112.046875,2620000,4216.29,16.8698,43.3598,524
4176.81,525,-35490.984375,2625000,4198.84,15.9237,43.2538,525
4106.69,526,-35028.578125,2630000,4221.11,16.8972,43.4389,526
4219.55,527,-35129.82421875,2635000,4218.72,16.9516,43.1465,527
4126.97,528,-35208.81640625,2640000,4179.46,16.7911,43.3361,528
4158.51,529,-35423.09375,2645000,4229.37,16.5627,43.225,529
4200.92,530,-35449.34375,2650000,4210.0,16.7422,43.475,530
4130.28,531,-35230.2265625,2655000,4189.12,17.0648,43.3962,531
4139.34,532,-35502.3828125,2660000,4194.49,16.7975,43.6511,532
4232.54,533,-35044.13671875,2665000,4202.82,17.4617,43.3314,533
4216.88,534,-35412.4140625,2670000,4231.69,17.2058,43.5659,534
4228.94,535,-34858.44921875,2675000,4191.98,17.2159,43.4925,535
4006.43,536,-35490.98046875,2680000,4234.48,17.0864,43.6266,536
3006.89,537,-37164.10546875,2685000,3482.05,16.4846,45.1805,537
1480.6,538,-36510.85546875,2690000,2076.45,28.5625,45.9691,538
1692.5,539,-40267.02734375,2695000,1948.73,20.9573,46.1121,539
2448.82,540,-37648.96484375,2700000,3107.22,25.3407,44.9416,540
3919.44,541,-36464.62890625,2705000,4077.26,21.279,44.5262,541
3953.52,542,-37908.5234375,2710000,3712.48,19.3433,44.7675,542
3632.53,543,-38476.6484375,2715000,3971.85,18.6828,44.0806,543
2647.03,544,-39120.4375,2720000,3258.43,25.1358,44.3844,544
3345.31,545,-37602.02734375,2725000,3288.87,18.2928,44.3979,545
3658.5,546,-37211.46875,2730000,3768.82,17.8795,43.7457,546
3386.65,547,-38829.0625,2735000,3775.32,20.182,44.3147,547
3676.04,548,-37546.29296875,2740000,3573.04,16.2395,43.7599,548
3466.61,549,-37357.0546875,2745000,3933.69,16.9736,43.5007,549
4089.86,550,-37781.5625,2750000,4120.92,17.2505,43.6526,550
4018.6,551,-37001.52734375,2755000,3601.43,17.4,43.3823,551
4145.19,552,-37357.7734375,2760000,4113.86,17.4571,43.6399,552
4139.99,553,-37199.12109375,2765000,4220.26,17.5013,43.5597,553
3863.52,554,-37323.8671875,2770000,3999.14,17.3606,43.2613,554
3743.93,555,-37161.36328125,2775000,3736.93,17.5072,43.8406,555
4114.09,556,-37437.1328125,2780000,3976.18,17.3301,43.8804,556
3850.45,557,-37753.16015625,2785000,4018.77,17.0773,43.8696,557
4061.06,558,-37101.890625,2790000,3687.29,16.945,43.6152,558
3693.37,559,-38004.48046875,2795000,3876.3,16.988,43.5524,559
3926.35,560,-37525.53125,2800000,3456.18,17.9115,44.0009,560
4080.87,561,-38498.30078125,2805000,3924.99,17.4798,43.7464,561
3977.14,562,-38550.20703125,2810000,4050.55,19.7523,43.5088,562
4201.07,563,-38356.8515625,2815000,4073.67,17.3398,43.8192,563
3953.38,564,-38172.87890625,2820000,4180.03,18.2434,44.1376,564
4111.45,565,-38116.96875,2825000,4220.44,18.964,43.6431,565
4003.52,566,-38684.640625,2830000,4178.6,17.9581,43.5382,566
4142.0,567,-37902.6875,2835000,4303.54,20.3245,43.8287,567
4158.17,568,-37939.56640625,2840000,4283.88,18.5545,43.5031,568
4216.24,569,-38129.48046875,2845000,4168.08,17.7713,43.528,569
4137.22,570,-38421.60546875,2850000,4160.56,18.3307,43.7856,570
4243.25,571,-38210.03125,2855000,4270.25,22.2501,43.8709,571
4078.37,572,-38475.70703125,2860000,4240.18,18.1378,43.7285,572
4061.46,573,-38594.0703125,2865000,4268.02,17.3372,43.3002,573
4073.62,574,-38760.78515625,2870000,4222.58,18.0684,43.4105,574
4100.34,575,-38426.07421875,2875000,4273.42,17.4686,43.5641,575
4091.5,576,-38391.375,2880000,4261.47,17.5489,43.416,576
4036.14,577,-38228.515625,2885000,4264.93,18.6437,44.114,577
4224.04,578,-38508.3515625,2890000,4235.91,17.602,43.4113,578
4208.78,579,-38612.59375,2895000,4232.71,18.1888,43.8175,579
4119.14,580,-38914.34375,2900000,4234.28,18.1976,43.7181,580
3946.11,581,-39178.23046875,2905000,4255.71,18.3141,43.7678,581
4098.78,582,-38555.76953125,2910000,4240.76,17.6353,43.4035,582
4248.19,583,-39031.71875,2915000,4262.05,17.6166,43.5445,583
4219.44,584,-39706.55859375,2920000,4249.47,17.3191,43.5107,584
3877.68,585,-39956.54296875,2925000,4259.82,22.4396,43.8228,585
4200.47,586,-39963.11328125,2930000,4195.67,22.7089,43.8137,586
4262.31,587,-39661.39453125,2935000,4279.41,17.6028,43.3673,587
4008.61,588,-39937.44140625,2940000,4218.25,22.4831,43.8051,588
4223.27,589,-39919.1953125,2945000,4270.88,17.8243,43.7082,589
4282.54,590,-39082.3984375,2950000,4296.3,18.5788,43.7539,590
4184.52,591,-39663.03515625,2955000,4229.8,17.4904,43.6634,591
4192.13,592,-39760.015625,2960000,4180.8,17.4401,43.9325,592
4195.6,593,-40235.25390625,2965000,4197.58,17.4801,43.6001,593
4253.41,594,-39843.7265625,2970000,4302.77,17.1546,43.6284,594
4253.15,595,-40386.8125,2975000,4236.91,17.3586,43.5471,595
4215.94,596,-40362.65625,2980000,4183.66,17.7559,43.6359,596
4222.26,597,-40517.62109375,2985000,4177.91,17.5106,43.8591,597
4111.98,598,-40661.578125,2990000,4230.08,17.6303,43.451,598
4190.35,599,-39983.2734375,2995000,4288.41,18.0925,43.7897,599
4277.97,600,-40442.25390625,3000000,4251.16,17.1888,43.5349,600
4254.34,601,-40822.90234375,3005000,4179.36,17.0548,43.5373,601
4246.51,602,-40255.92578125,3010000,4150.23,16.9416,43.5563,602
4273.21,603,-40862.96875,3015000,4180.87,17.497,43.5759,603
4251.86,604,-40886.4609375,3020000,4189.84,17.0369,43.3157,604
4257.65,605,-41406.76953125,3025000,4255.78,17.2936,43.6391,605
1020.98,606,-43675.99609375,3030000,1185.16,87.8649,46.4481,606
2466.7,607,-42808.1796875,3035000,2882.23,40.108,44.8107,607
1468.83,608,-44104.18359375,3040000,2475.89,59.9189,46.1878,608
2596.39,609,-42620.16015625,3045000,2285.02,38.3747,45.8756,609
1805.27,610,-42079.88671875,3050000,1947.7,29.2651,45.4989,610
3609.57,611,-44458.65625,3055000,4034.61,27.0815,45.1142,611
3536.86,612,-42759.3828125,3060000,4022.71,24.3693,44.9946,612
3842.4,613,-42211.0234375,3065000,3911.57,21.0331,44.8438,613
3869.91,614,-43614.21875,3070000,3765.71,20.2436,44.3279,614
4011.82,615,-42278.8359375,3075000,4009.2,19.41,44.3551,615
3908.1,616,-42091.92578125,3080000,4076.17,21.9559,44.1545,616
4138.14,617,-41246.43359375,3085000,4008.5,19.6439,43.6456,617
4108.35,618,-42663.2734375,3090000,3936.44,19.5809,44.1079,618
4182.95,619,-42262.265625,3095000,3886.81,26.2008,44.1909,619
4179.32,620,-41867.28515625,3100000,4023.69,19.5183,44.0383,620
4262.79,621,-41575.5234375,3105000,4247.84,19.3363,44.0819,621
4210.02,622,-42069.765625,3110000,4146.7,18.5118,44.0623,622
4154.46,623,-41532.04296875,3115000,3866.05,18.576,43.8466,623
4275.5,624,-41615.05078125,3120000,4261.82,18.3215,43.3084,624
4166.37,625,-41981.953125,3125000,4208.17,18.4026,43.9542,625
4009.9,626,-41963.734375,3130000,4242.53,19.4076,43.6111,626
4281.51,627,-41850.38671875,3135000,4310.6,19.2216,43.7984,627
4292.58,628,-42051.79296875,3140000,4281.03,18.8032,43.8494,628
4302.42,629,-41828.30078125,3145000,4306.33,18.6928,43.6923,629
4282.27,630,-42023.0859375,3150000,4193.89,21.4627,43.9151,630
4283.76,631,-42234.44140625,3155000,4290.01,18.6441,43.8766,631
4281.13,632,-41980.05078125,3160000,4266.93,18.4954,43.5341,632
4252.05,633,-42649.578125,3165000,4167.24,18.6562,43.9724,633
4247.97,634,-42188.109375,3170000,4225.05,18.6624,44.2395,634
4245.2,635,-42841.203125,3175000,4250.94,18.2958,43.7951,635
4242.44,636,-42862.1015625,3180000,4262.44,18.3491,43.5034,636
4245.7,637,-43165.87890625,3185000,4227.82,18.5753,43.8403,637
4239.27,638,-43443.2421875,3190000,4270.99,18.582,43.6432,638
4245.7,639,-43504.9453125,3195000,4234.57,18.5368,44.0533,639
4286.29,640,-43245.73828125,3200000,4290.95,18.9997,44.3262,640
4260.62,641,-43776.0546875,3205000,4285.72,18.8492,43.7475,641
4262.07,642,-43616.35546875,3210000,4240.84,18.4513,43.5589,642
4279.64,643,-43657.09375,3215000,4087.4,21.2494,43.7992,643
4274.89,644,-43853.55859375,3220000,4318.27,18.0398,43.5352,644
4080.97,645,-44170.8828125,3225000,4215.65,18.2062,43.8859,645
4226.77,646,-43859.6171875,3230000,4218.17,18.0059,43.7107,646
4251.23,647,-44338.05078125,3235000,4295.06,18.2128,43.833,647
4245.19,648,-44424.3203125,3240000,4245.66,17.9867,43.5576,648
4289.07,649,-43777.73046875,3245000,4273.52,18.5723,43.8955,649
4169.03,650,-43933.86328125,3250000,4268.4,18.9701,44.0131,650
4270.65,651,-44555.49609375,3255000,4256.59,19.9072,43.9644,651
4154.81,652,-44668.92578125,3260000,4324.75,18.7236,43.5427,652
4269.17,653,-44897.12109375,3265000,4248.46,18.173,43.6408,653
4126.52,654,-44851.43359375,3270000,4299.86,18.4101,43.4309,654
4222.06,655,-44933.08984375,3275000,4261.02,18.3066,43.6963,655
4231.3,656,-44900.921875,3280000,4274.7,18.3412,43.7583,656
4260.72,657,-44602.96484375,3285000,4045.42,19.8363,43.7473,657
4289.31,658,-44739.2578125,3290000,4295.13,19.193,43.8905,658
4243.89,659,-44852.15234375,3295000,4152.11,18.767,44.1427,659
4257.09,660,-44879.55859375,3300000,4281.52,18.7011,43.8168,660
4241.17,661,-44922.59765625,3305000,4105.41,19.2607,44.1257,661
4164.62,662,-45065.484375,3310000,4269.93,18.4346,43.828,662
4282.18,663,-45347.7421875,3315000,4290.45,18.3128,43.5518,663
3985.39,664,-45758.86328125,3320000,4316.86,18.6632,43.8212,664
4297.33,665,-45912.97265625,3325000,4275.5,18.4902,43.6769,665
4292.58,666,-45295.640625,3330000,4306.52,18.7009,43.7939,666
4306.76,667,-44934.265625,3335000,4303.86,20.0537,43.2601,667
4137.69,668,-45953.99609375,3340000,4291.55,19.931,44.0818,668
4142.4,669,-46188.6953125,3345000,4319.38,18.7119,43.4964,669
4312.88,670,-45751.64453125,3350000,4345.27,19.0975,44.1546,670
4252.07,671,-46074.16796875,3355000,4317.02,19.1144,43.5623,671
4283.88,672,-45924.84765625,3360000,4299.39,19.1075,44.0292,672
4253.32,673,-45763.765625,3365000,4254.23,18.5671,43.8378,673
4296.85,674,-46220.875,3370000,4324.06,19.4263,44.1711,674
4313.56,675,-46047.19140625,3375000,4322.17,19.8279,43.8032,675
4299.11,676,-46250.2421875,3380000,4301.22,19.8115,44.1922,676
4284.22,677,-46238.953125,3385000,4311.98,18.7523,43.5448,677
4302.85,678,-46603.6015625,3390000,4314.59,18.3354,43.6623,678
4282.06,679,-46282.046875,3395000,4307.58,18.6142,43.6532,679
4259.91,680,-46324.25390625,3400000,4338.55,19.4883,43.9909,680
4113.4,681,-47072.515625,3405000,4269.39,21.043,43.9949,681
4085.67,682,-47369.4609375,3410000,4209.57,18.8287,44.0979,682
4137.99,683,-47513.23828125,3415000,4278.8,18.8333,43.5689,683
4116.74,684,-47860.0234375,3420000,4192.61,18.3972,43.7106,684
4278.4,685,-47505.38671875,3425000,4281.37,18.6789,43.7543,685
4268.53,686,-47519.70703125,3430000,4299.16,18.6087,43.8016,686
4239.35,687,-47823.57421875,3435000,4303.56,18.4452,43.5935,687
4240.85,688,-47321.921875,3440000,4328.16,20.4367,43.5873,688
4269.99,689,-47179.7734375,3445000,4296.48,18.8062,43.5871,689
3972.24,690,-47576.421875,3450000,4314.89,18.8569,43.6981,690
4222.99,691,-47707.4921875,3455000,4148.03,18.1343,43.6731,691
4139.48,692,-47623.375,3460000,4082.68,18.5937,43.7883,692
3802.14,693,-47910.46484375,3465000,4140.53,17.9792,43.5396,693
3961.79,694,-48661.23828125,3470000,4309.85,18.6526,43.5381,694
4255.07,695,-48434.33984375,3475000,4077.36,18.4778,43.8387,695
4288.27,696,-48407.87109375,3480000,4331.96,18.2188,43.5501,696
4283.22,697,-47842.3359375,3485000,4330.11,18.7847,43.5368,697
4291.2,698,-48051.44140625,3490000,4283.58,18.4032,43.5922,698
4229.55,699,-48861.9453125,3495000,4324.95,18.5318,43.8664,699
4287.92,700,-48273.16796875,3500000,4333.03,17.7438,43.3402,700
4285.61,701,-48251.65234375,3505000,4323.8,18.2507,43.6632,701
4267.02,702,-48712.546875,3510000,4314.64,18.6911,43.8328,702
4300.51,703,-48785.04296875,3515000,4350.58,18.945,43.7665,703
4171.99,704,-48526.99609375,3520000,4298.2,18.176,43.4633,704
4244.29,705,-48360.17578125,3525000,4322.55,18.3188,43.8219,705
4275.94,706,-49475.73828125,3530000,4351.74,18.7014,43.8848,706
4276.98,707,-49093.3984375,3535000,4308.6,18.2917,43.7279,707
4266.07,708,-48834.62109375,3540000,4278.79,20.4922,43.5018,708
4279.54,709,-47985.3671875,3545000,4330.39,17.784,43.3256,709
4260.76,710,-49133.1640625,3550000,4331.09,18.2199,43.6256,710
4269.71,711,-49178.05078125,3555000,4311.75,18.2731,43.4176,711
4244.41,712,-49887.796875,3560000,4322.95,17.5573,43.4644,712
4270.23,713,-48743.8515625,3565000,4309.76,18.4501,43.8389,713
4271.98,714,-49086.9921875,3570000,4304.37,18.1979,43.823,714
4294.16,715,-49354.234375,3575000,4326.41,18.7697,43.8478,715
4275.68,716,-49248.8984375,3580000,4301.9,18.3017,43.9091,716
4270.5,717,-49205.23046875,3585000,4292.3,18.7792,43.7903,717
4260.75,718,-49812.19140625,3590000,4307.56,18.5291,43.671,718
3821.39,719,-49173.390625,3595000,4266.51,18.129,43.7605,719
4274.98,720,-49421.1171875,3600000,4326.27,18.2799,43.5476,720
4281.12,721,-49460.0703125,3605000,4327.52,17.8507,43.6187,721
4267.62,722,-49720.34765625,3610000,4312.05,18.058,43.7291,722
4216.69,723,-49276.19921875,3615000,4253.06,18.421,43.7236,723
4261.62,724,-49270.80078125,3620000,4295.71,18.4985,43.7953,724
4241.04,725,-49775.06640625,3625000,4242.77,17.7069,43.4778,725
4171.93,726,-49211.82421875,3630000,4310.92,17.8815,43.6479,726
4267.93,727,-49583.16015625,3635000,4300.71,20.0206,43.487,727
4243.17,728,-49645.359375,3640000,4322.94,18.2921,43.8361,728
4274.9,729,-49872.546875,3645000,4332.98,18.1053,43.3287,729
4219.39,730,-49114.09375,3650000,4311.4,17.7205,43.4104,730
4269.91,731,-50391.15234375,3655000,4327.77,18.5767,43.4367,731
4254.97,732,-50029.1640625,3660000,4315.07,18.3089,43.8563,732
4258.69,733,-50068.3984375,3665000,4300.73,18.366,43.8324,733
4252.19,734,-50252.640625,3670000,4254.69,18.6396,43.7792,734
4100.33,735,-50402.57421875,3675000,4317.39,18.3317,43.5165,735
4253.73,736,-50720.00390625,3680000,4281.73,18.4154,43.7153,736
4242.73,737,-50490.94921875,3685000,4278.15,18.506,43.3917,737
4275.12,738,-50488.8203125,3690000,4291.59,18.2217,43.6215,738
4245.15,739,-50662.71484375,3695000,4307.93,17.825,43.5806,739
4254.35,740,-50227.125,3700000,4283.54,17.8779,43.4615,740
4267.88,741,-51226.12109375,3705000,4280.3,18.1589,43.5092,741
4246.23,742,-50022.95703125,3710000,4299.83,17.6997,43.4297,742
4130.39,743,-50828.546875,3715000,4278.48,17.7634,43.2656,743
4067.23,744,-50813.0546875,3720000,4344.06,17.558,43.6395,744
4271.49,745,-50867.71484375,3725000,4335.04,17.7092,43.4191,745
4277.26,746,-50474.4765625,3730000,4301.69,17.8828,43.407,746
4164.7,747,-51377.9296875,3735000,4276.63,17.8069,43.6012,747
4151.99,748,-52064.99609375,3740000,4189.03,17.982,43.6658,748
3587.24,749,-52716.95703125,3745000,4195.66,17.3458,43.8019,749
4134.45,750,-51862.7109375,3750000,4308.87,22.5544,43.6925,750
4196.62,751,-52678.34375,3755000,4198.21,17.9043,43.6858,751
4188.62,752,-53406.02734375,3760000,4209.17,17.8338,43.8553,752
4224.19,753,-51875.1171875,3765000,4226.59,17.3199,43.5975,753
4238.51,754,-52461.5859375,3770000,4252.51,17.9135,43.5406,754
4207.34,755,-52012.6875,3775000,4211.05,17.0299,43.3017,755
4206.1,756,-52348.796875,3780000,4227.84,17.1456,43.5699,756
4212.59,757,-52506.73046875,3785000,4180.96,17.4296,43.0358,757
4215.65,758,-52948.15625,3790000,4221.44,17.6031,43.3165,758
4244.71,759,-52059.21484375,3795000,4263.4,17.4537,43.3406,759
4084.09,760,-52236.671875,3800000,4240.48,17.6413,43.6919,760
4246.24,761,-53009.55078125,3805000,4271.51,17.5037,43.2008,761
4275.33,762,-52935.51171875,3810000,4290.5,18.1096,43.4759,762
4250.46,763,-53044.8359375,3815000,4285.31,17.5888,43.5103,763
4271.33,764,-52869.76953125,3820000,4277.97,17.8959,43.295,764
4271.86,765,-52679.00390625,3825000,4304.31,17.8848,43.5222,765
4273.41,766,-53040.54296875,3830000,4315.09,18.6933,43.325,766
4258.78,767,-52742.4296875,3835000,4276.18,17.5715,43.1488,767
4197.59,768,-52710.421875,3840000,4311.39,17.0445,43.1166,768
4248.46,769,-52870.7578125,3845000,4267.76,17.5991,43.2972,769
4265.01,770,-53134.09765625,3850000,4282.04,17.7841,43.5098,770
4265.53,771,-53834.71875,3855000,4281.96,17.4953,43.4425,771
4248.89,772,-53992.1875,3860000,4278.25,17.2794,43.2854,772
4293.6,773,-53765.83203125,3865000,4305.64,17.7279,43.0897,773
4274.34,774,-53369.46875,3870000,4288.93,17.1031,42.8895,774
4252.69,775,-53171.36328125,3875000,4290.67,17.7679,43.3839,775
4260.6,776,-53688.3671875,3880000,4279.25,18.2335,43.6123,776
4265.33,777,-53335.6484375,3885000,4318.85,17.6989,43.0867,777
4250.58,778,-53368.3828125,3890000,4264.44,17.5578,43.3091,778
