Real Sto Return,Reward Loss,Running Env Steps,Itration,Running Update Time,Real Det Return,Running Reverse KL,Running Forward KL
4252.71,-12757.91796875,1930000,386,386,5111.33,67.7403,74.3391
4994.6,-12707.26953125,1935000,387,387,5583.4,66.0601,72.9517
5210.27,-12728.3828125,1940000,388,388,5512.55,68.5551,73.6846
4575.84,-11530.8056640625,1945000,389,389,5698.11,57.0929,69.8635
5048.12,-12884.9580078125,1950000,390,390,4603.48,68.2983,73.7394
4957.42,-12917.982421875,1955000,391,391,5705.83,69.828,76.6287
4674.21,-12902.73046875,1960000,392,392,5741.99,69.1646,74.2074
4387.09,-12622.162109375,1965000,393,393,5172.8,66.408,71.7398
4550.48,-12995.017578125,1970000,394,394,5656.25,69.1879,74.7311
4960.53,-12838.5498046875,1975000,395,395,5637.53,68.9056,75.2167
4227.39,-12736.9541015625,1980000,396,396,5323.51,68.3901,72.9589
4996.59,-13000.09765625,1985000,397,397,5857.23,68.0884,75.0015
4406.3,-13048.740234375,1990000,398,398,5701.19,70.8052,75.5592
4895.08,-12205.1962890625,1995000,399,399,5667.97,61.0636,70.6761
5242.67,-12987.71875,2000000,400,400,5235.16,68.4414,73.4574
4737.93,-13220.083984375,2005000,401,401,5992.15,71.8836,75.624
5157.41,-13260.6904296875,2010000,402,402,5602.88,72.0728,75.7298
4500.58,-12306.564453125,2015000,403,403,5284.18,64.7308,70.7475
4921.24,-13209.23046875,2020000,404,404,5494.36,72.1691,75.6829
4879.19,-13204.033203125,2025000,405,405,5123.88,72.2107,74.8173
4952.11,-12657.1123046875,2030000,406,406,5247.07,63.6682,71.0336
5368.8,-13040.9140625,2035000,407,407,5600.68,66.4958,72.9151
4607.59,-13427.6162109375,2040000,408,408,5573.14,72.1625,75.4612
5304.62,-13351.2744140625,2045000,409,409,5878.99,68.6457,73.5953
5438.37,-12230.248046875,2050000,410,410,5752.82,59.1902,70.5155
4996.93,-13257.072265625,2055000,411,411,5708.31,68.5759,74.7063
5171.14,-12789.908203125,2060000,412,412,5090.2,66.2567,72.1392
4994.65,-13420.3544921875,2065000,413,413,5469.11,70.3141,73.9532
4496.19,-13407.9873046875,2070000,414,414,5585.81,70.1295,75.4362
5523.28,-12446.9462890625,2075000,415,415,6128.89,58.1886,69.4483
5054.09,-11810.0244140625,2080000,416,416,5460.31,58.9868,68.5414
4740.46,-12705.486328125,2085000,417,417,5335.57,63.7538,69.561
5031.37,-12458.80078125,2090000,418,418,6040.67,61.3954,68.7002
5104.6,-13447.1162109375,2095000,419,419,5896.93,67.2982,73.0347
5734.18,-13112.146484375,2100000,420,420,5589.08,64.8722,70.5725
4862.72,-13579.9560546875,2105000,421,421,5875.17,65.2575,72.338
5179.52,-13651.6552734375,2110000,422,422,5382.24,69.3379,73.9905
5505.41,-13465.8662109375,2115000,423,423,5651.94,65.7263,72.0628
4982.73,-13088.4677734375,2120000,424,424,5619.47,65.6722,69.8157
5028.79,-13461.0712890625,2125000,425,425,5885.83,64.2837,70.8056
5179.8,-13734.4853515625,2130000,426,426,6140.05,66.334,72.6019
5029.3,-13212.8984375,2135000,427,427,4644.79,64.0508,70.2252
5039.67,-12934.2451171875,2140000,428,428,5717.7,59.1557,69.6618
5364.59,-13647.4462890625,2145000,429,429,5968.17,65.9608,71.7787
5679.31,-13674.82421875,2150000,430,430,5735.16,66.9174,74.0752
4768.24,-12943.79296875,2155000,431,431,5548.58,62.057,68.8196
4855.26,-12834.0576171875,2160000,432,432,5156.35,60.7178,69.7735
5375.43,-12931.0322265625,2165000,433,433,4962.33,61.5551,70.6191
5291.82,-13650.0703125,2170000,434,434,5858.01,64.828,70.3298
5237.61,-13746.384765625,2175000,435,435,5666.9,67.1903,71.9207
5487.93,-12820.7587890625,2180000,436,436,5844.42,58.8867,68.6617
4751.32,-13744.974609375,2185000,437,437,5748.4,65.8949,72.1036
4870.14,-13732.65234375,2190000,438,438,5157.06,70.5091,74.2292
5335.89,-12190.1416015625,2195000,439,439,5725.57,56.1312,68.7266
5136.27,-13185.1181640625,2200000,440,440,6126.25,61.9986,70.2128
5489.23,-12873.447265625,2205000,441,441,5163.76,60.5282,68.8838
4736.1,-13189.2578125,2210000,442,442,5496.77,61.0267,69.8505
4438.46,-13931.0,2215000,443,443,5956.84,67.2008,71.0652
4478.57,-13136.1533203125,2220000,444,444,5390.56,62.462,68.819
4270.07,-13783.52734375,2225000,445,445,5831.78,63.8985,70.2333
4930.16,-13968.275390625,2230000,446,446,5612.73,66.379,71.2275
5317.92,-14159.419921875,2235000,447,447,5734.95,67.5369,71.8429
4895.29,-12940.34375,2240000,448,448,5795.76,60.212,68.3261
5433.41,-14092.3408203125,2245000,449,449,5893.97,68.6892,73.0885
5399.32,-13417.7373046875,2250000,450,450,5204.19,60.3626,68.9357
5091.04,-14251.35546875,2255000,451,451,5395.91,71.7696,74.4763
4184.93,-14007.40234375,2260000,452,452,4155.26,67.9185,72.8692
4832.01,-13621.076171875,2265000,453,453,5471.64,66.4261,71.9471
5322.79,-14269.5439453125,2270000,454,454,5556.05,69.428,73.4304
5576.39,-12975.8583984375,2275000,455,455,5384.94,58.1637,67.992
4216.12,-13599.3447265625,2280000,456,456,5723.16,64.281,70.0756
4031.12,-14250.77734375,2285000,457,457,5502.58,68.2528,74.1616
4537.2,-14456.14453125,2290000,458,458,5877.32,69.9834,72.5154
5098.73,-14364.3837890625,2295000,459,459,5377.56,70.165,72.2776
4506.84,-14330.4443359375,2300000,460,460,5548.36,67.4754,72.5593
4247.42,-14388.2080078125,2305000,461,461,5710.6,67.8775,71.9444
4522.03,-14198.9892578125,2310000,462,462,4939.25,66.7702,72.0299
5042.38,-14253.4638671875,2315000,463,463,5848.88,67.8397,72.0266
5375.44,-14497.66015625,2320000,464,464,5676.23,70.1223,73.9163
4515.96,-13524.1142578125,2325000,465,465,5489.88,61.9692,69.2012
5174.43,-14384.603515625,2330000,466,466,5462.64,67.586,73.2012
4984.89,-14395.5126953125,2335000,467,467,5761.29,70.0597,75.1367
5273.56,-14239.2021484375,2340000,468,468,5385.29,67.9659,72.537
5454.49,-14386.3837890625,2345000,469,469,5621.35,70.7962,73.0344
4813.07,-13644.35546875,2350000,470,470,5803.58,62.8789,70.6657
4774.81,-14616.271484375,2355000,471,471,5794.49,67.3094,73.0308
5267.76,-14677.326171875,2360000,472,472,6037.03,69.7325,73.0789
4582.21,-14669.796875,2365000,473,473,5489.44,68.6573,72.6888
4929.58,-14062.333984375,2370000,474,474,5825.27,63.9605,70.9423
5171.61,-14726.4638671875,2375000,475,475,4672.37,71.1422,74.4051
5290.5,-14145.9599609375,2380000,476,476,5788.84,64.0998,70.6157
5272.61,-14522.642578125,2385000,477,477,5686.56,65.5374,71.2593
4635.33,-14706.37890625,2390000,478,478,5384.47,68.3125,73.9393
5451.05,-14554.99609375,2395000,479,479,6008.62,66.1546,72.5284
5583.33,-14642.2783203125,2400000,480,480,5573.45,67.2537,72.6371
5288.35,-14705.1845703125,2405000,481,481,5406.02,66.5869,73.0653
4483.77,-14694.7958984375,2410000,482,482,5624.17,71.1173,74.8644
4410.85,-14896.6962890625,2415000,483,483,5279.58,68.8532,73.14
4814.09,-13118.6669921875,2420000,484,484,5703.31,57.9545,68.1171
4554.05,-14125.5654296875,2425000,485,485,5651.91,63.3167,70.7033
4531.49,-13435.5517578125,2430000,486,486,6075.98,59.5752,68.9561
5204.12,-14874.689453125,2435000,487,487,6006.43,69.0824,74.9858
5555.14,-14755.4326171875,2440000,488,488,4792.85,66.1535,72.9409
5055.36,-14813.9013671875,2445000,489,489,6078.39,69.1863,73.8934
5173.95,-13774.6552734375,2450000,490,490,5961.97,61.8086,70.3478
5227.43,-14354.4326171875,2455000,491,491,5988.88,62.8301,70.1655
4866.01,-14060.85546875,2460000,492,492,5454.44,59.9544,69.9398
5010.09,-14844.0283203125,2465000,493,493,5609.86,66.7949,72.45
5440.28,-15057.9189453125,2470000,494,494,5377.0,68.9873,72.8904
5170.54,-15131.5556640625,2475000,495,495,5755.91,69.8584,73.5381
4797.06,-15224.9375,2480000,496,496,6049.15,70.8654,75.7183
4869.5,-15245.9638671875,2485000,497,497,5382.77,71.1574,74.3983
4960.0,-15325.916015625,2490000,498,498,5798.47,73.4276,75.0562
4850.67,-15296.72265625,2495000,499,499,5840.02,71.9697,76.4041
4822.0,-13963.044921875,2500000,500,500,5714.75,59.195,69.3616
5249.28,-15414.40625,2505000,501,501,5790.56,69.9665,74.2375
5552.24,-15508.8447265625,2510000,502,502,5733.63,71.8192,75.8123
5335.43,-15138.17578125,2515000,503,503,5457.85,67.7008,73.23
4597.0,-14920.421875,2520000,504,504,5249.27,67.4024,71.4602
4264.22,-15488.330078125,2525000,505,505,5310.64,71.302,74.7628
4871.98,-14329.12109375,2530000,506,506,6113.68,61.7523,68.8243
4513.33,-14664.1328125,2535000,507,507,5843.14,62.9193,69.6984
4594.34,-14924.73046875,2540000,508,508,5392.5,64.4076,71.0995
5403.98,-15464.8193359375,2545000,509,509,5391.99,72.1198,74.9953
5242.84,-14612.9453125,2550000,510,510,5965.78,64.6515,71.3207
5259.98,-15618.1083984375,2555000,511,511,5133.34,71.9477,77.2411
4820.98,-14911.044921875,2560000,512,512,5528.8,63.4546,72.0623
4758.13,-15253.2392578125,2565000,513,513,5573.48,67.7771,74.9244
5228.34,-15395.1728515625,2570000,514,514,5562.94,69.115,74.8539
4603.29,-14581.2666015625,2575000,515,515,4825.07,61.4842,70.8706
4641.26,-15279.4814453125,2580000,516,516,5510.13,67.5871,74.0987
4600.17,-15474.060546875,2585000,517,517,5459.93,67.8044,73.1077
5206.51,-14559.4560546875,2590000,518,518,5621.04,60.0791,69.4096
4801.19,-14872.6640625,2595000,519,519,5849.11,66.2997,71.9917
4953.8,-15566.095703125,2600000,520,520,5652.52,68.414,74.9392
4686.08,-14137.51953125,2605000,521,521,5487.18,59.8643,69.4528
5493.68,-15557.9404296875,2610000,522,522,5555.21,69.2846,74.824
5042.67,-15616.4150390625,2615000,523,523,6184.05,68.7753,74.6346
4929.22,-14077.35546875,2620000,524,524,4866.13,126.1125,77.2074
-1438.8,-3816.503662109375,2625000,525,525,-1174.68,95.8315,104.5789
-809.77,-7243.833984375,2630000,526,526,-799.88,515.0253,99.0036
-850.53,-7923.84521484375,2635000,527,527,-743.69,452.7117,92.7326
-1214.23,-6644.640625,2640000,528,528,-526.68,348.8121,91.7097
-464.84,-5642.86181640625,2645000,529,529,-296.86,221.1207,82.8393
-451.27,-5205.17822265625,2650000,530,530,-280.11,121.5471,77.8856
388.27,-8117.5478515625,2655000,531,531,551.18,110.3633,71.8522
-80.96,-7255.05224609375,2660000,532,532,-204.09,90.2508,87.3626
48.21,-8919.5302734375,2665000,533,533,204.99,99.0057,73.0442
1393.83,-10274.849609375,2670000,534,534,1661.56,59.0304,71.5374
1533.09,-11280.15625,2675000,535,535,1402.49,64.4256,71.9254
1375.49,-10657.453125,2680000,536,536,1662.99,75.4915,72.5269
1184.81,-10159.1279296875,2685000,537,537,1138.08,60.2713,71.8736
1559.6,-10736.7607421875,2690000,538,538,1920.31,95.9415,72.7545
1413.3,-10310.232421875,2695000,539,539,1942.22,87.6893,74.2128
1488.06,-11489.6787109375,2700000,540,540,1925.95,55.7812,70.5969
1993.13,-12092.9443359375,2705000,541,541,2106.74,56.5323,70.967
2554.85,-13274.3046875,2710000,542,542,2673.97,66.6227,71.9138
2697.15,-12764.5166015625,2715000,543,543,3279.57,57.7416,70.999
2745.47,-12704.9736328125,2720000,544,544,2945.1,53.2293,71.9294
3021.63,-13962.0986328125,2725000,545,545,3666.16,58.998,72.7483
3542.07,-12919.279296875,2730000,546,546,3893.01,57.9863,72.1967
2854.97,-13708.8935546875,2735000,547,547,4177.85,56.144,71.3945
3241.88,-12777.1357421875,2740000,548,548,3561.38,59.1858,72.3285
3733.07,-14065.2529296875,2745000,549,549,4813.13,59.9884,70.8339
3068.43,-12940.189453125,2750000,550,550,4007.69,66.9453,73.2081
3423.21,-14898.8603515625,2755000,551,551,4950.99,66.9536,74.9348
4261.51,-13503.66796875,2760000,552,552,4800.56,60.9322,71.5758
4396.83,-14239.9619140625,2765000,553,553,4891.3,62.2693,72.0062
4491.99,-14900.6689453125,2770000,554,554,5413.67,67.3451,73.5788
4503.56,-14117.666015625,2775000,555,555,4956.11,61.7026,72.3872
4260.35,-15163.1875,2780000,556,556,5033.92,63.3635,73.3668
4521.72,-14016.4677734375,2785000,557,557,5292.15,59.6132,72.5669
4095.52,-15205.9970703125,2790000,558,558,5372.41,68.0555,74.3845
4811.19,-14535.8974609375,2795000,559,559,5322.03,62.6435,72.1018
4496.32,-15250.0263671875,2800000,560,560,5377.33,64.6487,74.1782
4168.09,-14613.56640625,2805000,561,561,5416.21,63.083,72.8174
4006.02,-13969.6123046875,2810000,562,562,5311.8,58.6637,72.3722
4893.51,-14710.185546875,2815000,563,563,5410.59,65.1538,73.2503
4746.93,-14781.408203125,2820000,564,564,4819.16,63.4918,72.4127
4537.23,-14540.361328125,2825000,565,565,4573.92,61.9961,72.4915
4749.29,-15289.65234375,2830000,566,566,5428.74,65.8632,73.6982
4957.78,-15277.080078125,2835000,567,567,5133.14,67.7663,73.3724
4123.48,-15093.982421875,2840000,568,568,5090.2,66.4083,74.4253
4666.6,-15470.8388671875,2845000,569,569,5573.01,67.9392,73.1427
4645.35,-15112.318359375,2850000,570,570,5466.71,63.5376,73.4008
4251.36,-15370.015625,2855000,571,571,5656.41,66.4162,73.5992
4855.29,-15420.18359375,2860000,572,572,4836.57,67.9367,73.6468
4100.88,-15517.9384765625,2865000,573,573,5684.06,67.0848,73.4561
4343.21,-13995.978515625,2870000,574,574,5083.11,61.4304,73.0944
3440.23,-14542.6064453125,2875000,575,575,5046.03,61.7223,72.0408
4905.22,-15504.0986328125,2880000,576,576,5485.38,68.1397,73.0463
4347.1,-14552.5986328125,2885000,577,577,5429.35,57.2489,69.4869
4368.98,-13794.326171875,2890000,578,578,5482.83,57.9119,72.5075
4905.75,-14451.3623046875,2895000,579,579,5278.49,59.4454,69.5765
4769.1,-15028.2265625,2900000,580,580,5902.4,62.1866,71.7362
4726.33,-15360.572265625,2905000,581,581,5584.51,62.8034,71.59
4630.48,-15403.2958984375,2910000,582,582,5141.81,63.913,72.6322
4805.15,-15579.7138671875,2915000,583,583,5424.77,63.1059,71.3877
5261.74,-15615.64453125,2920000,584,584,5689.97,64.8871,73.0069
5002.89,-15502.865234375,2925000,585,585,5971.53,64.6908,72.2715
4933.1,-15488.705078125,2930000,586,586,5894.77,63.7729,72.2532
4471.28,-15466.6162109375,2935000,587,587,5446.07,67.4411,73.2099
4146.73,-15570.53515625,2940000,588,588,5901.34,66.0669,73.6492
5168.67,-14352.7529296875,2945000,589,589,5741.94,61.229,72.8337
4649.33,-15404.6708984375,2950000,590,590,5674.62,62.1683,71.1365
4668.39,-14398.142578125,2955000,591,591,5775.65,61.8438,71.4728
4367.03,-15297.0693359375,2960000,592,592,5560.1,62.9306,72.821
5239.11,-15895.89453125,2965000,593,593,5729.08,65.7969,73.3572
5423.5,-14712.2158203125,2970000,594,594,5957.67,60.39,72.2138
5038.68,-16088.46875,2975000,595,595,5730.91,69.587,75.8811
4366.38,-15483.9072265625,2980000,596,596,5623.89,61.6523,72.1311
4789.19,-15208.2958984375,2985000,597,597,5454.85,65.0858,72.655
4753.33,-15775.416015625,2990000,598,598,5869.8,66.2686,74.5101
5143.7,-15794.3916015625,2995000,599,599,5708.47,66.2006,73.0172
