Running Forward KL,Itration,Real Det Return,Real Sto Return,Running Reverse KL
156.6816,127,2196.6,1842.14,15.4718
156.7912,128,2225.93,1853.97,15.8238
156.85,129,2195.64,1837.55,15.5274
156.914,130,2234.73,1839.93,15.8671
157.0072,131,2217.38,1848.23,15.842
156.821,132,2212.59,1858.81,15.5816
156.7353,133,2243.33,1868.31,15.8222
156.8509,134,2176.78,1860.17,15.61
156.5903,135,2209.87,1854.83,15.3384
156.8883,136,2240.05,1871.43,15.7804
156.9241,137,2225.7,1867.38,15.7417
156.6906,138,2215.29,1861.79,15.516
156.7412,139,2247.24,1875.21,15.5578
156.7967,140,2225.06,1880.91,15.6501
156.8245,141,2168.41,1823.67,15.9826
156.8848,142,2277.08,1918.61,15.9166
156.7727,143,2214.44,1873.61,15.5124
156.8038,144,2210.43,1859.37,15.6803
156.8911,145,2271.57,1886.87,15.8751
156.6001,146,2216.33,1853.84,15.4356
156.9302,147,2262.6,1874.7,15.9414
156.8007,148,2174.19,1828.33,15.3077
156.7235,149,2239.67,1877.6,15.734
156.7695,150,2218.84,1879.8,15.6476
156.6478,151,2239.61,1896.35,15.5284
157.0066,152,2165.74,1813.36,15.4511
156.8004,153,2219.15,1855.92,15.6454
156.7123,154,2210.18,1847.76,15.5311
156.8673,155,2194.41,1836.71,15.7782
156.92,156,2286.77,1886.36,15.7911
156.9724,157,2143.93,1834.81,15.2481
156.828,158,2221.97,1879.19,15.3657
156.8884,159,2234.41,1907.43,15.7989
156.9169,160,2256.23,1892.32,15.7554
156.7618,161,2272.04,1908.9,15.7478
156.8193,162,2294.88,1886.53,15.553
156.7549,163,2234.78,1889.02,15.7209
156.7476,164,2230.13,1868.26,15.6756
156.72,165,2281.2,1894.23,15.8039
156.8189,166,2172.67,1855.85,15.5232
156.8198,167,2236.03,1863.5,15.3482
156.8708,168,2245.49,1910.8,15.5126
156.6227,169,2228.03,1862.8,15.725
156.7407,170,2279.82,1877.01,15.5223
156.7777,171,2231.53,1888.51,15.392
156.8108,172,2235.34,1864.43,15.6054
156.8033,173,2214.59,1863.25,15.4593
156.777,174,2277.61,1902.78,15.5537
156.6575,175,2240.86,1901.56,15.5088
156.749,176,2210.86,1858.75,15.4161
156.8729,177,2250.23,1913.9,15.44
156.8251,178,2250.33,1882.59,15.6081
156.6524,179,2277.4,1907.01,15.9691
156.7284,180,2221.25,1886.41,15.4369
156.6717,181,2213.54,1868.58,15.3652
156.7593,182,2223.6,1869.28,15.3683
156.7636,183,2270.45,1901.72,15.6844
156.6129,184,2244.78,1897.52,15.5283
156.8253,185,2247.17,1877.93,15.2433
156.841,186,2194.53,1854.36,15.3166
156.727,187,2279.71,1905.95,15.4157
156.6691,188,2187.64,1894.46,15.1974
156.7056,189,2290.37,1903.17,15.6086
156.8239,190,2239.02,1887.5,15.2255
156.7064,191,2250.73,1913.35,15.6482
156.7974,192,2302.89,1920.68,15.6448
156.8075,193,2243.57,1905.79,15.4878
156.8289,194,2259.94,1872.9,15.4243
156.7469,195,2201.49,1855.96,15.0672
156.663,196,2265.24,1906.26,15.4366
156.7104,197,2279.06,1918.73,15.4431
156.6049,198,2229.33,1899.37,15.2146
156.7069,199,2245.6,1910.4,15.4023
156.7402,200,2270.05,1891.54,15.4391
156.6521,201,2285.15,1926.61,15.5711
156.7377,202,2277.9,1922.81,15.6061
156.7514,203,2287.47,1920.95,15.6688
156.715,204,2298.24,1949.97,15.7261
156.7131,205,2278.49,1919.26,15.4476
156.6322,206,2281.21,1901.3,15.5533
156.5548,207,2265.3,1905.63,15.5628
156.6633,208,2268.76,1915.43,15.4445
156.7048,209,2269.61,1894.21,15.5242
156.8019,210,2278.64,1923.44,15.5011
156.7165,211,2295.85,1906.36,15.4218
156.6247,212,2272.96,1906.37,15.6741
156.616,213,2292.89,1906.08,15.5528
156.6584,214,2277.22,1914.0,15.5039
156.537,215,2285.88,1927.49,15.505
156.5999,216,2269.99,1918.58,15.4291
156.7129,217,2275.75,1895.71,15.4384
156.7691,218,2277.71,1902.91,15.3984
156.7264,219,2297.14,1922.8,15.6267
156.704,220,2268.01,1881.62,15.564
156.6396,221,2298.4,1913.28,15.5791
156.6577,222,2285.06,1911.49,15.534
156.6105,223,2257.17,1912.71,15.3376
156.6038,224,2281.21,1909.82,15.5628
156.5411,225,2305.34,1920.87,15.4354
156.6855,226,2286.95,1920.12,15.2702
156.7714,227,2297.54,1892.14,15.4131
156.6885,228,2280.96,1907.47,15.3958
156.7753,229,2273.92,1901.89,15.2687
156.6113,230,2248.8,1906.8,15.454
156.6532,231,2265.8,1905.33,15.3193
156.6011,232,2297.8,1926.62,15.5087
156.6872,233,2305.3,1937.11,15.3861
156.6326,234,2297.01,1937.67,15.5337
156.6103,235,2282.27,1901.7,15.2955
156.5758,236,2288.9,1932.71,15.2174
156.7477,237,2319.53,1916.8,15.5106
156.6179,238,2316.93,1949.72,15.5514
156.6153,239,2307.29,1925.46,15.2954
156.5689,240,2306.93,1934.57,15.3526
156.5121,241,2310.25,1928.85,15.4321
156.495,242,2297.09,1947.53,15.4372
156.692,243,2318.44,1912.21,15.4157
156.762,244,2323.03,1935.28,15.4844
156.6523,245,2332.23,1942.99,15.5936
156.6813,246,2326.99,1948.11,15.5279
156.5987,247,2300.19,1939.32,15.6134
156.6556,248,2335.39,1961.58,15.5942
156.7005,249,2329.06,1950.9,15.5024
156.7555,250,2300.46,1943.78,15.6011
156.6773,251,2296.96,1923.25,15.2606
156.6868,252,2282.49,1919.0,15.4917
156.5836,253,2312.68,1935.9,15.3678
156.6263,254,2280.38,1929.14,15.4782
156.5089,255,2288.59,1932.85,15.2001
156.6484,256,2287.39,1939.61,15.3917
156.6001,257,2319.21,1938.93,15.2742
156.6575,258,2302.65,1922.44,15.4439
156.6647,259,2330.23,1952.44,15.5514
156.6142,260,2300.14,1928.1,15.4091
156.5109,261,2328.68,1929.2,15.3179
156.6268,262,2305.87,1924.44,15.4033
156.5401,263,2313.9,1924.48,15.2932
156.545,264,2320.94,1949.9,15.4898
156.5578,265,2321.61,1940.89,15.3641
156.6623,266,2305.5,1927.27,15.3646
156.5583,267,2323.14,1933.43,15.2763
156.7233,268,2336.24,1948.4,15.3004
156.6258,269,2329.05,1964.25,15.4858
156.6516,270,2325.62,1900.24,15.4886
156.665,271,2324.12,1972.01,15.5412
156.5581,272,2328.22,1941.16,15.5499
156.7331,273,2289.67,1936.99,15.4546
156.6993,274,2347.69,1974.07,15.7097
156.6408,275,2323.77,1945.72,15.6217
156.6905,276,2330.22,1949.94,15.5868
156.755,277,2347.13,1926.45,15.4838
156.6811,278,2326.19,1916.86,15.3743
156.7074,279,2330.01,1951.55,15.4978
156.63,280,2323.7,1949.43,15.5319
156.7687,281,2329.41,1920.14,15.4719
156.7018,282,2318.49,1914.33,15.3642
156.6257,283,2336.11,1944.96,15.5674
156.7096,284,2324.19,1867.65,15.4095
156.6569,285,2329.84,1938.8,15.3108
156.6253,286,2346.42,1955.79,15.5429
156.5442,287,2333.16,1940.11,15.402
156.6382,288,2338.69,1960.95,15.2877
156.536,289,2344.51,1961.22,15.4427
156.5257,290,2330.79,1928.15,15.232
156.6827,291,2340.49,1947.37,15.5413
156.8167,292,2342.19,1951.38,15.3954
156.6627,293,2331.32,1930.87,15.4883
156.6657,294,2334.55,1940.39,15.2904
156.5304,295,2337.82,1946.7,15.3469
156.5602,296,2328.54,1943.99,15.1787
156.6379,297,2337.46,1953.5,15.3655
156.4559,298,2304.16,1937.45,15.1157
156.6799,299,2326.37,1956.43,15.4393
156.6486,300,2337.11,1936.87,15.3269
156.6269,301,2322.34,1947.76,15.258
156.6061,302,2315.58,1935.99,15.3578
156.74,303,2333.7,1925.62,15.3255
156.6469,304,2335.08,1942.0,15.407
156.5612,305,2327.14,1946.09,15.2189
156.7287,306,2309.05,1923.14,15.0896
156.6242,307,2287.53,1916.07,15.2144
156.64,308,2323.75,1931.77,15.3262
156.5781,309,2321.27,1926.53,15.3636
156.6024,310,2329.3,1951.34,15.331
156.6063,311,2300.51,1915.14,15.1324
156.637,312,2324.15,1949.81,15.379
156.5648,313,2343.23,1941.59,15.1972
156.6794,314,2326.41,1934.7,15.2619
156.6543,315,2288.59,1927.71,15.3228
156.6773,316,2323.54,1932.87,15.203
156.6504,317,2307.64,1941.95,15.2293
156.6472,318,2311.59,1938.05,15.308
156.6903,319,2324.92,1940.59,15.3991
156.7033,320,2303.6,1903.26,15.4388
156.5458,321,2334.28,1932.47,15.39
156.5954,322,2309.18,1920.19,15.4498
156.8597,323,2258.49,1903.76,15.3886
156.5907,324,2323.93,1956.23,15.2323
156.6595,325,2322.09,1950.89,15.6031
156.7963,326,2291.62,1927.03,15.3254
156.8813,327,2292.35,1891.67,15.4716
156.7616,328,2300.59,1929.99,15.414
156.5462,329,2286.89,1916.64,15.2964
156.5769,330,2325.82,1963.22,15.3646
156.6105,331,2336.19,1961.73,15.6108
156.7884,332,2338.61,1937.37,15.4474
156.5677,333,2309.04,1937.48,15.3285
156.604,334,2336.69,1932.36,15.3257
156.6226,335,2348.16,1967.78,15.5671
156.4198,336,2324.81,1951.18,15.3242
156.6479,337,2310.82,1910.71,15.1966
156.7055,338,2312.76,1932.21,15.4083
156.7082,339,2331.93,1950.85,15.2211
156.6949,340,2331.63,1959.53,15.555
156.6006,341,2322.84,1941.41,15.5089
156.6378,342,2318.89,1976.63,15.4996
156.7177,343,2327.36,1942.73,15.3871
156.8696,344,2296.56,1929.34,15.3111
156.7328,345,2318.48,1960.59,15.3373
156.4024,346,2343.42,1959.79,15.5147
156.5846,347,2342.7,1966.73,15.5536
156.63,348,2343.18,1948.61,15.4397
156.7421,349,2332.36,1942.1,15.1615
156.6074,350,2327.36,1951.6,15.4152
156.7102,351,2342.05,1951.02,15.2193
156.6158,352,2324.0,1942.12,15.2108
156.6577,353,2344.98,1937.97,15.173
156.5845,354,2327.4,1947.01,15.2675
156.6887,355,2328.06,1926.1,15.1779
156.8329,356,2326.28,1948.44,15.326
156.7152,357,2315.32,1940.54,15.3133
156.611,358,2324.15,1958.14,15.4334
156.6046,359,2316.83,1950.77,15.4018
156.5644,360,2335.89,1962.41,15.0662
156.6994,361,2328.57,1949.78,15.2001
156.6769,362,2322.22,1932.75,15.2519
156.5944,363,2315.62,1933.19,15.421
156.6057,364,2330.45,1939.47,15.2466
156.5762,365,2324.05,1966.69,15.1297
156.5842,366,2331.85,1938.32,15.1724
156.6518,367,2348.88,1974.12,15.3677
156.5557,368,2300.94,1948.61,15.1343
156.7476,369,2326.48,1928.24,15.1742
156.6715,370,2338.44,1961.49,15.3435
156.6295,371,2336.72,1960.82,15.328
156.4856,372,2332.39,1954.27,15.3667
156.5892,373,2344.79,1937.01,15.1797
156.5439,374,2328.22,1945.95,15.2158
156.7032,375,2333.55,1952.32,15.3489
156.5674,376,2348.31,1940.14,15.2136
156.6754,377,2344.94,1964.38,15.2488
156.6608,378,2338.45,1952.68,15.5201
156.6227,379,2332.05,1949.56,15.2793
156.5809,380,2345.16,1972.52,15.3666
156.6311,381,2324.15,1942.87,15.1308
156.7815,382,2312.29,1936.74,15.0732
156.4387,383,2324.29,1950.52,15.0689
156.5481,384,2334.51,1961.6,15.1666
156.583,385,2309.57,1923.5,15.0813
156.5951,386,2330.72,1958.99,15.2534
156.5538,387,2343.73,1980.81,14.9831
156.5421,388,2322.14,1970.81,15.3429
156.6209,389,2304.17,1954.78,14.9654
156.5428,390,2340.05,1981.76,15.5473
156.5786,391,2332.31,1954.93,15.1925
156.4654,392,2330.32,1965.4,15.2014
156.4327,393,2291.8,1961.14,15.112
156.4519,394,2312.93,1966.58,15.1966
156.4769,395,2313.28,1947.81,15.1364
156.5629,396,2336.28,1969.0,15.0771
156.5431,397,2344.37,1966.17,15.2846
156.5139,398,2336.07,1974.03,15.1292
156.5537,399,2346.63,1988.5,15.2964
156.3877,400,2351.88,2002.36,15.2207
156.6336,401,2305.96,1956.72,15.0028
156.6386,402,2313.51,1956.91,15.3314
156.5974,403,2330.3,1955.73,15.1252
156.6098,404,2305.43,1949.68,15.1456
156.578,405,2312.22,1963.29,15.0567
156.6555,406,2318.81,1960.54,15.1108
156.6617,407,2343.12,1975.46,15.1901
156.5954,408,2327.76,1961.62,15.1878
156.579,409,2316.98,1952.55,15.0107
156.4105,410,2326.86,1960.72,14.9518
156.6982,411,2324.75,1954.72,15.2235
156.652,412,2319.47,1958.34,15.0802
156.547,413,2346.11,1964.66,15.1647
156.6425,414,2341.91,1962.19,15.2357
156.5177,415,2312.81,1966.19,15.09
156.5078,416,2341.0,1958.35,15.1212
156.6287,417,2350.51,2000.31,15.3627
156.5868,418,2342.66,1989.59,15.0869
156.6033,419,2339.27,1971.18,15.0523
156.6013,420,2348.86,1966.67,15.356
156.5369,421,2348.63,1997.88,15.0634
156.5593,422,2353.54,1974.15,15.1673
156.5913,423,2354.64,1980.48,15.003
156.4584,424,2342.26,1953.1,15.1142
156.5723,425,2355.39,1984.23,15.1691
156.699,426,2366.67,1983.53,15.3255
156.6987,427,2342.14,1979.29,15.1211
156.6251,428,2353.44,1983.89,15.1874
156.5416,429,2340.91,1979.64,15.5582
156.737,430,2342.65,1959.3,15.2991
156.6481,431,2341.35,1978.39,15.0719
156.7285,432,2334.52,1989.82,15.1255
156.5801,433,2342.86,1981.59,15.165
156.5831,434,2335.48,1961.8,15.1725
156.6409,435,2353.92,1981.65,15.544
156.5043,436,2345.46,2013.65,15.2195
156.6656,437,2374.69,1991.1,15.4682
156.4299,438,2350.9,1962.65,15.1151
156.6493,439,2360.61,1998.25,15.3745
156.6148,440,2353.38,1975.48,15.4198
156.7173,441,2360.06,1988.1,15.2888
156.6181,442,2359.68,1996.59,15.1315
156.6824,443,2358.57,1991.47,15.2784
156.6057,444,2363.12,1978.06,15.2586
156.6977,445,2362.18,1994.07,15.3334
156.7099,446,2368.43,2003.43,15.2977
156.5907,447,2367.78,1989.12,15.2588
156.6212,448,2357.66,1998.16,15.1463
156.5959,449,2377.53,2012.35,15.4341
156.508,450,2360.83,1999.97,15.3596
156.7404,451,2381.57,2029.95,15.5228
156.4993,452,2338.79,1985.28,15.0784
156.8041,453,2369.95,2002.38,15.4706
156.6248,454,2369.28,1987.96,15.4755
156.6411,455,2374.72,2004.28,15.2866
156.6774,456,2379.04,2005.43,15.2704
156.742,457,2362.59,1978.41,15.3508
156.6021,458,2369.03,1990.38,15.4341
156.5859,459,2329.9,1987.13,15.1221
156.7554,460,2343.8,2008.95,15.3756
156.6996,461,2365.23,2002.64,15.473
156.5749,462,2363.24,2000.53,15.2392
156.6233,463,2371.72,2002.87,15.3131
156.4959,464,2349.9,1991.11,15.1848
156.6003,465,2349.95,1974.33,15.1353
156.6261,466,2353.99,2006.27,15.092
156.6273,467,2357.1,1961.81,15.1238
156.6894,468,2353.78,1964.14,15.092
156.5788,469,2357.29,1999.55,15.0886
156.648,470,2357.73,1980.72,15.0961
156.3399,471,2349.39,1963.82,15.1167
156.6111,472,2363.7,1982.22,15.1024
156.5712,473,2349.39,1962.54,15.1229
156.426,474,2361.91,1975.34,14.9875
156.5173,475,2358.69,1969.17,15.1764
156.6075,476,2352.59,1959.76,15.1844
156.6227,477,2369.72,1970.04,15.0686
156.6087,478,2362.35,1973.47,15.0289
156.6688,479,2329.86,1944.77,14.9789
156.6095,480,2354.86,1964.43,15.2068
156.5792,481,2372.43,1955.72,15.0387
156.683,482,2352.62,1978.43,15.204
156.5655,483,2347.81,1990.11,15.2442
156.5708,484,2365.1,1986.89,15.1657
156.7422,485,2347.77,1961.71,15.3044
156.5633,486,2370.67,1964.23,14.9087
156.597,487,2343.35,1991.9,15.2265
156.456,488,2368.24,1970.22,15.1971
156.4484,489,2363.45,1985.63,15.1533
