Running Reverse KL,Running Forward KL,Real Det Return,Reward Loss,Running Update Time,Running Env Steps,Real Sto Return,Itration
223.4714,384.1571,1150.73,-50958.68359375,59,295000,1265.36,59
209.0698,377.118,1454.51,-45059.7890625,60,300000,1741.82,60
220.933,382.702,1690.4,-48677.8828125,61,305000,1594.8,61
207.2872,367.9751,1974.66,-46226.4140625,62,310000,2100.92,62
206.697,377.0854,3349.87,-46667.63671875,63,315000,1870.05,63
157.8955,357.9554,1360.25,-31484.734375,64,320000,3396.79,64
171.5262,349.3408,1933.16,-38329.94140625,65,325000,2202.72,65
143.0745,344.9661,3633.3,-26147.96875,66,330000,3873.74,66
166.9455,351.2737,2676.76,-37740.96875,67,335000,2469.2,67
172.3644,365.795,2282.83,-34892.609375,68,340000,3260.93,68
141.9533,341.3358,3362.98,-26172.427734375,69,345000,3140.33,69
149.8492,343.127,1282.11,-27143.2265625,70,350000,3708.5,70
144.8885,345.9355,1838.36,-30307.24609375,71,355000,2677.76,71
183.8511,362.0232,1975.13,-45150.4609375,72,360000,2545.74,72
161.4862,345.2945,1716.98,-37619.6953125,73,365000,2527.36,73
149.1706,355.2914,2245.46,-34256.80859375,74,370000,2814.1,74
153.5272,354.5933,1328.08,-36664.77734375,75,375000,3979.56,75
195.4748,380.9992,1513.51,-50751.45703125,76,380000,2069.81,76
138.7001,346.8022,975.78,-25542.751953125,77,385000,3000.22,77
153.7447,350.7436,1916.98,-38578.953125,78,390000,2892.45,78
127.9476,339.3257,2488.16,-25924.8046875,79,395000,4153.47,79
150.1936,350.6678,3378.82,-36742.51171875,80,400000,3518.37,80
162.3944,364.4852,2847.96,-38529.7265625,81,405000,4423.31,81
219.3411,384.3316,1519.95,-51467.83984375,82,410000,1974.71,82
152.0501,353.2425,1337.7,-35815.30859375,83,415000,3017.31,83
198.4558,374.8121,1698.62,-45503.8125,84,420000,2716.98,84
167.5185,367.7713,2996.53,-42021.3828125,85,425000,3841.73,85
228.6874,392.192,2151.96,-57107.9765625,86,430000,2697.8,86
203.845,372.8248,1743.04,-50266.7109375,87,435000,2733.73,87
172.3998,371.8951,2149.02,-40509.00390625,88,440000,3217.64,88
165.7877,360.038,1890.27,-39653.5703125,89,445000,3110.05,89
151.3563,356.9122,1884.44,-34164.98046875,90,450000,4089.72,90
153.2587,356.9735,2508.49,-41032.10546875,91,455000,3723.51,91
184.8447,367.1536,1494.88,-46535.92578125,92,460000,3359.59,92
167.1369,365.9713,1536.84,-48386.37109375,93,465000,3803.02,93
153.0408,356.7349,1644.83,-44096.4453125,94,470000,3773.13,94
182.9984,372.8199,1372.91,-52857.453125,95,475000,2467.01,95
142.1153,351.5868,1498.48,-40846.12109375,96,480000,4514.16,96
137.3076,344.1271,1611.38,-42675.33203125,97,485000,3980.32,97
140.6661,350.9944,1715.83,-42984.9375,98,490000,4622.31,98
162.1573,359.5053,1782.61,-46681.2265625,99,495000,4194.75,99
161.7623,348.6395,1694.92,-50457.6328125,100,500000,3708.47,100
165.6779,363.211,1769.0,-47296.93359375,101,505000,3610.02,101
124.1029,338.5489,1953.94,-41283.4765625,102,510000,4423.79,102
172.4755,366.2567,1994.62,-50741.8984375,103,515000,3956.98,103
136.5692,354.1464,2284.43,-45419.36328125,104,520000,4886.17,104
151.8809,356.4436,2530.2,-47284.78125,105,525000,4487.64,105
145.8968,352.3493,2602.41,-50812.8203125,106,530000,4134.71,106
151.043,363.8314,4420.02,-48953.22265625,107,535000,4883.01,107
134.1533,347.8468,2056.94,-50737.265625,108,540000,4392.19,108
131.5022,343.5857,2440.98,-50591.12890625,109,545000,4500.94,109
148.5243,359.8108,2948.83,-51760.59375,110,550000,4943.17,110
137.2236,346.6659,2565.13,-54266.1015625,111,555000,4419.66,111
142.532,358.2724,2423.15,-55050.46484375,112,560000,4662.58,112
153.3319,359.015,1826.73,-59336.1015625,113,565000,3533.19,113
136.5303,346.2628,1487.67,-56266.76171875,114,570000,4541.86,114
149.8178,360.1472,1287.42,-58268.51171875,115,575000,3968.01,115
133.8253,349.0126,1588.84,-59192.49609375,116,580000,3483.74,116
132.0663,355.0937,2792.55,-60689.96875,117,585000,4068.83,117
132.457,350.5834,1272.26,-60846.62890625,118,590000,4102.86,118
135.6643,359.1597,2450.83,-63576.5859375,119,595000,4028.05,119
124.4007,343.4975,2780.67,-62322.65234375,120,600000,4573.61,120
136.6512,356.125,2657.5,-64314.83203125,121,605000,4733.5,121
145.8585,358.0467,1675.92,-65623.8203125,122,610000,4502.64,122
139.9325,360.5332,1529.35,-66409.390625,123,615000,4073.23,123
141.6814,352.377,1363.25,-65385.14453125,124,620000,4296.09,124
158.9229,356.9522,1875.78,-67588.1171875,125,625000,3504.65,125
134.7805,350.4866,2295.03,-67610.1796875,126,630000,3870.42,126
181.664,363.3326,2288.16,-69420.71875,127,635000,2737.16,127
136.2355,356.6178,3262.75,-70455.0078125,128,640000,4672.43,128
138.7976,360.7822,3308.49,-71554.21875,129,645000,4464.57,129
121.7012,342.707,2200.15,-70899.03125,130,650000,4362.26,130
129.7841,353.0672,3436.54,-71553.640625,131,655000,4879.33,131
131.8935,350.2139,4018.49,-72482.34375,132,660000,4558.33,132
142.9516,358.6058,3989.66,-74734.6484375,133,665000,4681.3,133
130.0717,344.2816,2528.13,-73873.953125,134,670000,4408.13,134
138.4236,352.1831,2231.62,-75717.5625,135,675000,4688.33,135
130.2877,354.5843,3855.9,-76845.8984375,136,680000,4670.25,136
138.7658,354.8832,3504.45,-76797.078125,137,685000,4888.4,137
135.2357,354.8325,3225.97,-77423.46875,138,690000,4682.18,138
127.6777,347.8714,4148.04,-77536.1171875,139,695000,4665.84,139
143.7633,358.133,4625.6,-79002.953125,140,700000,4481.21,140
133.0226,355.2355,4239.45,-80198.2734375,141,705000,4540.68,141
132.8428,352.154,4766.06,-79163.1796875,142,710000,4787.73,142
145.2014,365.1234,4472.4,-81140.6484375,143,715000,4844.47,143
147.8634,366.3483,2819.79,-80956.15625,144,720000,4614.97,144
136.975,359.3095,3879.46,-82035.1953125,145,725000,4351.5,145
137.0892,358.5425,2739.66,-81037.8515625,146,730000,4142.54,146
132.8879,351.9451,4713.17,-82579.6328125,147,735000,4880.95,147
132.401,350.0144,4749.94,-81241.109375,148,740000,4813.13,148
147.7383,361.1961,4842.97,-83676.515625,149,745000,4769.07,149
141.2129,363.5245,4891.59,-82794.9375,150,750000,4472.57,150
126.4258,348.7721,4473.09,-82143.0546875,151,755000,4623.0,151
155.0754,369.6066,4620.91,-86335.625,152,760000,4757.72,152
143.5235,363.0973,4773.45,-85444.8671875,153,765000,4549.07,153
142.3751,358.802,4502.66,-85067.3515625,154,770000,4877.06,154
128.8334,351.687,3753.97,-83602.59375,155,775000,4713.87,155
125.954,345.6941,3054.85,-82844.6328125,156,780000,4451.98,156
129.6861,353.7672,3204.51,-84903.484375,157,785000,4692.74,157
145.8345,366.3563,3887.4,-86635.453125,158,790000,4810.95,158
146.0072,363.8864,4451.89,-87101.4609375,159,795000,4912.8,159
144.4478,364.8005,4806.74,-86916.171875,160,800000,4901.33,160
152.5563,366.8594,4230.11,-87385.2890625,161,805000,4548.18,161
141.8094,360.6775,3660.39,-87135.75,162,810000,4841.91,162
135.5561,359.8942,4853.12,-86460.09375,163,815000,4687.98,163
140.2632,360.4632,4490.48,-87269.7265625,164,820000,4694.76,164
137.0434,355.104,4916.2,-86950.859375,165,825000,4919.41,165
137.6285,362.1583,4392.81,-87394.265625,166,830000,4884.47,166
148.1115,361.7546,3455.11,-87805.109375,167,835000,4159.51,167
144.7976,360.3034,4720.82,-88939.8984375,168,840000,4150.11,168
148.2182,364.4826,4914.73,-89416.515625,169,845000,4927.91,169
147.9778,369.5592,4921.76,-89902.9296875,170,850000,4917.53,170
133.3641,357.0776,4659.02,-88408.515625,171,855000,4686.35,171
143.2376,365.6176,4927.49,-89737.890625,172,860000,4922.04,172
172.2325,372.099,3607.48,-88734.765625,173,865000,4109.73,173
140.8484,361.3757,4211.66,-89670.078125,174,870000,4682.02,174
139.7385,362.1048,4898.02,-90136.03125,175,875000,4705.94,175
159.9137,370.8164,4585.53,-89662.71875,176,880000,4128.96,176
144.333,363.2161,4713.03,-89165.328125,177,885000,4512.15,177
143.0635,362.9503,4906.09,-90226.9609375,178,890000,4697.25,178
141.3337,362.9051,3049.26,-90638.8046875,179,895000,4090.5,179
140.3398,361.3468,3792.32,-89924.21875,180,900000,4164.02,180
148.3408,363.3803,4396.78,-90616.3359375,181,905000,4933.14,181
133.6554,354.9185,4899.57,-89819.953125,182,910000,4916.93,182
147.7343,371.0234,4764.27,-91633.328125,183,915000,4191.64,183
133.3538,362.8063,3774.32,-89882.65625,184,920000,4640.61,184
140.3893,358.7818,4230.61,-91541.609375,185,925000,4597.59,185
140.8698,362.5461,4793.75,-91576.4765625,186,930000,4886.73,186
140.0986,359.757,4905.64,-91296.6796875,187,935000,4392.36,187
139.0559,362.1909,3926.83,-91373.9453125,188,940000,4126.29,188
143.8748,360.4181,4896.39,-90726.6875,189,945000,4736.59,189
137.1285,360.4713,4893.63,-91452.5859375,190,950000,4417.26,190
137.483,355.1919,4805.47,-90930.9453125,191,955000,4669.98,191
140.3331,363.1277,4340.66,-91213.0234375,192,960000,4672.68,192
141.1804,365.844,4473.9,-92092.8984375,193,965000,4576.46,193
136.1261,355.2082,4870.25,-90978.8984375,194,970000,4768.53,194
140.8574,359.2306,4678.77,-92015.453125,195,975000,4587.01,195
133.6808,357.088,4927.36,-91390.2421875,196,980000,4688.18,196
136.3086,358.631,4903.38,-92467.6015625,197,985000,4876.1,197
135.0023,360.2134,4447.54,-92444.125,198,990000,4422.99,198
135.3415,355.5641,4237.59,-90393.9140625,199,995000,4139.0,199
139.9136,360.3623,4830.59,-92145.6015625,200,1000000,4892.8,200
140.4268,363.5542,4887.0,-92521.6796875,201,1005000,4900.95,201
137.2905,359.644,4878.46,-92646.421875,202,1010000,4885.75,202
134.4533,356.2993,4458.53,-92354.4921875,203,1015000,4650.09,203
132.2539,356.3691,4426.08,-92532.71875,204,1020000,4711.0,204
133.4137,351.3268,4755.27,-92530.7265625,205,1025000,4866.48,205
134.1167,355.5562,4432.33,-92636.5546875,206,1030000,4701.97,206
134.8425,357.6533,4615.62,-92323.0703125,207,1035000,4883.43,207
133.2186,358.9702,3361.67,-92782.1875,208,1040000,4625.09,208
132.939,352.9465,4178.65,-92625.015625,209,1045000,4653.31,209
136.4854,357.6927,4455.75,-92118.90625,210,1050000,4614.53,210
133.4646,357.4808,4477.18,-93108.359375,211,1055000,4815.98,211
136.0776,357.6951,4200.59,-93615.5390625,212,1060000,4885.09,212
130.8692,352.4557,3678.76,-92690.921875,213,1065000,4675.79,213
128.4822,344.5152,4682.01,-92332.421875,214,1070000,4373.06,214
130.3759,347.3192,4569.87,-93227.3984375,215,1075000,4798.44,215
131.454,347.3883,3946.82,-92622.9375,216,1080000,4643.39,216
138.2294,354.8679,4155.6,-92388.265625,217,1085000,4332.71,217
145.0947,355.3538,3566.07,-91431.0078125,218,1090000,4691.78,218
156.8695,353.8864,4408.52,-92929.9765625,219,1095000,3695.49,219
148.1606,351.7073,3952.86,-92180.7265625,220,1100000,4092.79,220
169.9334,357.5627,1435.07,-92158.609375,221,1105000,2929.23,221
126.729,355.5126,4697.69,-93358.578125,222,1110000,4131.49,222
161.8474,363.6431,4010.83,-92433.8125,223,1115000,3465.5,223
135.9889,356.3705,4710.16,-94236.9765625,224,1120000,3906.56,224
158.2586,362.4956,4756.1,-93347.671875,225,1125000,3945.37,225
142.8381,351.915,4022.71,-93583.0,226,1130000,4223.37,226
150.9517,361.5581,4391.19,-92431.9375,227,1135000,3670.36,227
130.4738,353.8167,4776.31,-94271.9375,228,1140000,4520.62,228
127.1053,352.8415,4463.44,-93831.59375,229,1145000,4106.69,229
132.2327,355.7698,4900.18,-94495.7578125,230,1150000,4892.73,230
133.7072,353.881,4906.71,-93755.796875,231,1155000,3994.9,231
137.5553,355.9467,3794.69,-93025.9453125,232,1160000,4149.29,232
153.9189,357.6864,2017.95,-92370.2265625,233,1165000,4052.73,233
144.3543,356.0207,2901.93,-93507.015625,234,1170000,3621.14,234
127.8115,348.9697,4654.85,-93773.6015625,235,1175000,4574.9,235
140.9074,359.2174,4136.55,-93600.421875,236,1180000,4101.16,236
147.5874,354.9314,1550.39,-93210.2578125,237,1185000,3162.56,237
127.2254,347.533,2060.3,-92973.6640625,238,1190000,3803.09,238
131.2259,347.841,4743.47,-93595.3359375,239,1195000,3683.31,239
141.5698,354.2737,3726.0,-92240.65625,240,1200000,4303.91,240
151.2552,353.3185,2500.58,-92165.359375,241,1205000,3807.45,241
155.4053,354.5077,2918.59,-89643.453125,242,1210000,3098.94,242
168.9163,349.6675,2698.86,-88464.625,243,1215000,3738.11,243
139.3704,343.0138,2357.53,-90099.4296875,244,1220000,3080.86,244
151.9223,344.1679,3340.86,-88717.4453125,245,1225000,4226.72,245
137.6293,336.0005,3466.86,-88992.5078125,246,1230000,3695.88,246
127.3309,340.0207,4887.97,-92703.75,247,1235000,4789.24,247
119.198,339.4872,4428.14,-93536.359375,248,1240000,4885.73,248
122.9907,338.1668,4694.26,-93906.8046875,249,1245000,4804.64,249
120.3671,334.2728,3941.41,-92698.7734375,250,1250000,4865.65,250
131.5344,350.5148,3129.13,-94497.6875,251,1255000,4331.43,251
137.729,360.1269,4009.28,-95305.7890625,252,1260000,4790.21,252
206.9122,371.4461,1568.82,-91410.8203125,253,1265000,2104.55,253
143.8456,363.8604,4186.94,-93931.1796875,254,1270000,4638.06,254
138.3371,359.7757,2983.87,-95120.46875,255,1275000,4647.3,255
135.4982,357.8704,3001.39,-94771.71875,256,1280000,4793.12,256
210.4538,381.1528,1382.08,-87983.28125,257,1285000,1930.38,257
176.7202,376.9709,1864.04,-85257.7578125,258,1290000,2078.02,258
187.6322,372.7807,1777.28,-88943.3828125,259,1295000,1901.37,259
191.3576,381.9488,2780.17,-85487.3359375,260,1300000,2177.81,260
172.3277,374.9439,967.55,-86629.734375,261,1305000,1396.74,261
171.9489,380.4792,1332.78,-84827.8203125,262,1310000,2959.76,262
146.6371,359.4584,1853.82,-88803.2890625,263,1315000,2986.58,263
187.432,375.2479,1052.45,-85246.9375,264,1320000,3395.12,264
156.8685,361.9922,3504.56,-81185.7109375,265,1325000,3402.79,265
159.1857,369.5358,3583.12,-86390.390625,266,1330000,3104.11,266
218.5926,427.2924,1072.22,-79506.7109375,267,1335000,925.64,267
227.7449,399.0288,1072.22,-87598.5390625,268,1340000,2240.77,268
220.4793,406.9747,969.89,-85776.671875,269,1345000,1232.79,269
247.3041,407.478,824.66,-85256.984375,270,1350000,828.16,270
232.066,413.1749,756.78,-89666.5859375,271,1355000,1371.79,271
223.8071,417.0389,954.28,-88746.296875,272,1360000,1545.89,272
256.2,433.9954,785.24,-91782.9765625,273,1365000,1114.39,273
254.1579,417.2721,595.2,-90161.28125,274,1370000,621.05,274
210.606,411.8566,648.45,-84634.984375,275,1375000,1288.09,275
243.0144,426.3129,380.69,-84173.8984375,276,1380000,668.34,276
264.9465,443.4347,567.23,-89003.46875,277,1385000,647.88,277
259.7441,439.4056,784.81,-92245.9375,278,1390000,985.35,278
285.5296,475.5648,790.77,-87651.9921875,279,1395000,703.86,279
280.2222,460.3617,497.75,-92664.1328125,280,1400000,526.85,280
334.3384,487.8011,368.33,-88472.1171875,281,1405000,386.06,281
319.6298,466.4567,739.22,-86453.3203125,282,1410000,815.31,282
311.5984,477.6416,507.22,-85910.8984375,283,1415000,508.16,283
297.5781,489.5824,239.9,-87283.3046875,284,1420000,303.12,284
353.1808,487.2101,279.67,-89019.796875,285,1425000,626.03,285
316.4917,483.0153,491.29,-88331.6953125,286,1430000,441.24,286
375.9315,477.4628,629.91,-88263.9296875,287,1435000,598.73,287
338.8823,507.587,290.62,-90043.1484375,288,1440000,340.0,288
425.4149,492.8312,218.29,-87638.0546875,289,1445000,227.07,289
435.2688,489.2828,275.95,-86378.296875,290,1450000,278.66,290
424.0169,641.1174,62.99,-77492.703125,291,1455000,64.98,291
538.9509,615.8726,63.15,-79099.421875,292,1460000,63.61,292
511.1407,604.0556,61.73,-82231.34375,293,1465000,61.99,293
867.6552,644.0163,62.84,-72897.4375,294,1470000,62.7,294
394.4873,615.413,63.41,-75520.7109375,295,1475000,63.95,295
347.2922,591.1971,64.38,-72954.234375,296,1480000,65.08,296
392.5549,591.6307,60.75,-81045.625,297,1485000,61.33,297
378.0099,602.3673,64.21,-81642.5234375,298,1490000,63.54,298
358.7075,608.4281,62.07,-85001.671875,299,1495000,62.1,299
393.6151,609.3314,63.44,-81120.3515625,300,1500000,63.41,300
443.2186,611.7347,62.5,-71436.328125,301,1505000,61.9,301
481.9588,589.5524,62.39,-67540.8671875,302,1510000,62.45,302
422.4676,609.8943,62.23,-76880.046875,303,1515000,62.79,303
412.2857,621.9052,61.78,-76721.1796875,304,1520000,62.44,304
382.1759,616.3279,62.76,-82699.2734375,305,1525000,63.44,305
397.428,620.4073,63.16,-77109.4140625,306,1530000,63.6,306
387.3122,592.0274,62.53,-65273.3671875,307,1535000,62.97,307
408.4482,622.446,62.74,-75388.6484375,308,1540000,62.44,308
296.1174,584.3739,63.64,-75143.15625,309,1545000,64.65,309
407.4683,611.5165,64.89,-73776.171875,310,1550000,65.36,310
406.8615,604.1591,62.91,-72487.21875,311,1555000,62.37,311
427.5776,627.1366,62.34,-68098.59375,312,1560000,62.17,312
373.8202,612.9189,62.68,-74897.4921875,313,1565000,63.34,313
395.1361,562.8604,61.95,-71389.2265625,314,1570000,62.06,314
410.3912,601.5971,63.63,-76012.125,315,1575000,62.96,315
341.0123,555.854,96.19,-74114.09375,316,1580000,104.67,316
448.7536,617.9343,69.0,-76416.4453125,317,1585000,68.72,317
519.8939,607.3572,71.62,-68737.8671875,318,1590000,81.18,318
336.2415,570.335,127.7,-67154.3828125,319,1595000,126.07,319
827.7847,587.568,207.98,-62019.75390625,320,1600000,199.32,320
401.3371,549.8503,256.02,-67363.453125,321,1605000,248.81,321
638.9535,557.3483,215.98,-63587.046875,322,1610000,240.28,322
520.2225,606.4918,145.49,-56657.15234375,323,1615000,154.29,323
544.6456,677.0004,72.91,-67650.3984375,324,1620000,67.87,324
405.1665,649.6434,58.92,-66495.921875,325,1625000,58.86,325
404.0806,655.6039,58.68,-72763.4765625,326,1630000,58.47,326
428.3609,648.9992,58.41,-66453.1171875,327,1635000,58.38,327
391.7836,634.2535,57.91,-81120.171875,328,1640000,57.94,328
515.9834,651.7577,58.32,-78012.46875,329,1645000,57.87,329
413.1785,626.7825,58.42,-74796.4375,330,1650000,58.44,330
426.9442,652.2893,57.94,-71727.8671875,331,1655000,57.96,331
430.3128,625.5097,57.72,-74166.6171875,332,1660000,57.7,332
401.8207,614.2485,58.17,-73781.6640625,333,1665000,58.1,333
400.3114,599.3494,58.39,-78194.515625,334,1670000,59.3,334
514.7669,635.8988,58.51,-75904.03125,335,1675000,58.53,335
613.9992,623.3704,58.01,-82813.0,336,1680000,58.53,336
416.8463,630.4244,59.31,-81730.5078125,337,1685000,59.19,337
452.8341,658.7786,63.69,-79497.4609375,338,1690000,75.78,338
406.5248,615.6226,116.2,-78670.1171875,339,1695000,122.53,339
393.317,633.3832,127.5,-81286.546875,340,1700000,121.89,340
382.4333,572.3872,216.73,-84708.0234375,341,1705000,254.05,341
333.5506,575.3106,113.34,-86270.921875,342,1710000,101.31,342
442.9233,619.8324,101.81,-82864.8671875,343,1715000,103.68,343
424.6937,611.2976,76.37,-83902.5390625,344,1720000,76.68,344
362.4368,626.5615,95.41,-87342.984375,345,1725000,88.53,345
552.2447,610.6424,153.84,-85201.8203125,346,1730000,143.08,346
589.699,584.5427,163.11,-90111.640625,347,1735000,155.27,347
423.8126,613.2045,61.61,-92154.625,348,1740000,64.11,348
1015.1494,668.1224,58.96,-93677.6875,349,1745000,58.93,349
517.3606,668.8728,58.02,-93373.6875,350,1750000,58.07,350
1176.6661,693.1693,59.63,-95116.3046875,351,1755000,58.95,351
1421.0947,687.2047,58.52,-96653.3125,352,1760000,58.41,352
442.149,685.5774,58.95,-94452.3046875,353,1765000,58.93,353
1087.183,596.3569,140.5,-94399.4921875,354,1770000,137.2,354
462.1159,582.8772,193.63,-94493.2265625,355,1775000,204.67,355
1092.8541,700.7066,68.8,-95801.0234375,356,1780000,68.2,356
1650.7788,688.4969,61.77,-96937.0625,357,1785000,61.93,357
789.7717,656.4049,58.91,-95226.5625,358,1790000,58.9,358
1837.4275,663.2283,59.19,-95582.890625,359,1795000,59.12,359
1828.6364,685.4102,63.77,-97907.3046875,360,1800000,64.39,360
1224.5532,688.5774,81.84,-96145.8984375,361,1805000,78.8,361
1522.1778,616.8948,110.78,-96232.7734375,362,1810000,107.48,362
692.5397,557.0259,136.86,-95309.7578125,363,1815000,138.46,363
506.8961,673.0026,76.25,-95993.7578125,364,1820000,101.51,364
2008.2903,695.841,64.72,-97756.828125,365,1825000,64.34,365
1130.8706,690.5438,60.22,-97494.796875,366,1830000,59.95,366
604.2763,692.9671,58.68,-97162.8203125,367,1835000,58.83,367
574.1054,600.781,58.44,-94438.921875,368,1840000,58.61,368
2613.0667,642.8996,58.74,-97869.7109375,369,1845000,58.73,369
797.738,633.2453,58.51,-96182.8515625,370,1850000,58.52,370
3083.8895,635.8441,60.08,-98404.90625,371,1855000,60.05,371
1049.8205,614.201,59.31,-95934.078125,372,1860000,58.84,372
935.8083,620.4636,57.58,-96743.609375,373,1865000,57.59,373
2437.8211,663.9545,57.63,-98004.953125,374,1870000,57.66,374
1459.6196,657.0922,61.29,-96759.296875,375,1875000,60.65,375
1875.6826,620.6309,60.05,-97000.375,376,1880000,60.0,376
2307.9744,631.1262,57.95,-97819.125,377,1885000,57.61,377
748.2945,613.0282,114.84,-96119.1796875,378,1890000,88.78,378
924.0121,542.8376,146.5,-95970.1875,379,1895000,156.18,379
486.0233,526.103,313.15,-94806.53125,380,1900000,282.08,380
824.3782,540.0672,183.96,-96527.4765625,381,1905000,204.56,381
1176.5206,539.0262,146.94,-96464.7421875,382,1910000,146.67,382
1003.0847,544.0879,106.5,-95233.046875,383,1915000,90.71,383
1308.1024,646.6872,60.86,-97157.3515625,384,1920000,62.05,384
2026.8182,680.0643,60.32,-98434.6484375,385,1925000,60.44,385
1926.4568,669.0741,59.82,-96862.609375,386,1930000,60.05,386
2518.5506,695.8476,58.28,-97898.1953125,387,1935000,58.57,387
2053.4731,686.0821,58.09,-98703.625,388,1940000,58.11,388
2264.6727,666.6711,56.33,-98543.296875,389,1945000,56.31,389
1452.383,651.4596,55.77,-98085.265625,390,1950000,55.94,390
1113.9072,629.828,68.5,-96443.859375,391,1955000,62.75,391
1501.4612,557.61,218.74,-93660.1171875,392,1960000,239.14,392
858.9173,537.7994,274.09,-94780.4765625,393,1965000,277.83,393
355.6916,560.9518,104.11,-83490.453125,394,1970000,101.63,394
940.167,616.903,61.53,-95342.9375,395,1975000,61.75,395
407.2948,598.906,57.17,-89435.8203125,396,1980000,57.39,396
384.4724,601.9935,55.69,-89773.171875,397,1985000,55.75,397
895.1974,653.2736,56.48,-94785.375,398,1990000,56.71,398
732.9111,641.0796,57.73,-95613.453125,399,1995000,57.71,399
769.936,659.1976,57.5,-95934.96875,400,2000000,58.32,400
367.8519,629.7402,55.98,-88833.0546875,401,2005000,56.28,401
596.1829,639.4696,56.19,-93372.4140625,402,2010000,56.21,402
565.5603,638.8533,56.32,-93627.5078125,403,2015000,56.29,403
1065.5086,678.1673,57.41,-95137.9453125,404,2020000,57.45,404
663.4834,665.862,55.43,-95856.3046875,405,2025000,56.72,405
660.6759,649.5866,59.38,-93508.0,406,2030000,59.52,406
