Running Forward KL,Running Update Time,Real Det Return,Running Env Steps,Itration,Real Sto Return,Running Reverse KL,Reward Loss
403.2184,399,1336.58,1995000,399,1161.75,980.1413,-72525.3515625
463.7828,400,1289.25,2000000,400,913.33,1743.0011,-62958.78125
437.5242,401,2179.08,2005000,401,1684.73,928.9972,-87496.234375
409.7694,402,1115.59,2010000,402,1236.8,1008.7587,-88343.15625
382.6062,403,2262.29,2015000,403,1903.73,797.8903,-65797.4375
507.7751,404,640.75,2020000,404,924.64,574.8004,-74880.171875
416.7433,405,782.38,2025000,405,402.91,369.301,-67597.703125
417.8261,406,1053.01,2030000,406,1690.89,1952.8927,-66618.7265625
468.9148,407,930.5,2035000,407,641.2,779.686,-77871.34375
412.6829,408,787.14,2040000,408,1468.59,1165.0514,-74583.796875
420.3708,409,788.7,2045000,409,570.86,1718.2568,-63577.015625
468.0026,410,230.93,2050000,410,191.8,1171.6662,-78885.8515625
462.6114,411,331.53,2055000,411,426.87,1305.5546,-71869.8984375
461.2885,412,733.37,2060000,412,569.87,2638.453,-87399.8828125
450.4902,413,599.99,2065000,413,649.12,2384.1598,-69085.4453125
478.9608,414,395.78,2070000,414,186.19,1713.9394,-72007.3203125
435.1637,415,207.14,2075000,415,252.43,1766.045,-82196.796875
469.2126,416,479.05,2080000,416,487.05,3121.6492,-79797.1015625
463.9223,417,417.24,2085000,417,537.01,2964.5402,-86134.703125
462.9742,418,555.02,2090000,418,514.31,3612.5969,-84747.375
466.945,419,635.27,2095000,419,611.9,1961.8047,-74268.5390625
493.586,420,772.64,2100000,420,678.45,2437.1508,-83554.65625
449.5495,421,496.24,2105000,421,561.44,2329.4419,-78237.796875
473.2624,422,531.86,2110000,422,387.95,1508.1307,-69049.796875
459.7888,423,533.52,2115000,423,579.93,2648.3868,-84527.4765625
445.2537,424,653.52,2120000,424,506.61,3046.9177,-70018.65625
468.7295,425,774.52,2125000,425,630.84,3257.0405,-81008.53125
520.3222,426,386.16,2130000,426,493.28,2624.1459,-94378.328125
487.7069,427,476.05,2135000,427,391.55,469.3812,-79478.625
461.6537,428,648.38,2140000,428,702.39,2980.5192,-92967.625
478.0538,429,691.96,2145000,429,653.17,3643.9858,-89065.0
477.2346,430,509.35,2150000,430,435.44,3123.8122,-84387.9375
468.3345,431,299.21,2155000,431,230.04,803.1974,-87575.3203125
586.0964,432,246.18,2160000,432,201.51,2793.465,-92598.3203125
509.0414,433,285.57,2165000,433,243.24,3380.0651,-81126.609375
597.315,434,127.32,2170000,434,126.73,606.8937,-80391.453125
572.4681,435,148.16,2175000,435,153.65,3940.5859,-83019.6875
505.8289,436,263.79,2180000,436,305.25,2729.0209,-81445.9765625
484.2802,437,291.08,2185000,437,224.93,1157.0654,-95207.0
529.9187,438,247.38,2190000,438,315.41,1368.3325,-95441.5078125
519.1219,439,271.48,2195000,439,325.3,3638.3668,-93860.8671875
515.4946,440,248.43,2200000,440,230.97,1878.1325,-95168.140625
566.0665,441,205.5,2205000,441,270.07,2522.0071,-93500.78125
481.7299,442,353.56,2210000,442,317.88,2194.4957,-92395.78125
512.6846,443,297.7,2215000,443,292.15,2247.441,-93375.671875
693.274,444,163.28,2220000,444,154.47,3806.3129,-96485.21875
526.3198,445,140.49,2225000,445,181.04,3770.6595,-95447.546875
562.4544,446,174.27,2230000,446,161.67,3803.9776,-95368.5234375
584.5491,447,193.81,2235000,447,177.36,3419.6115,-96369.59375
569.3392,448,155.44,2240000,448,135.14,3492.326,-95807.90625
577.0915,449,143.97,2245000,449,123.89,3565.2248,-96491.6171875
500.603,450,190.58,2250000,450,193.58,3085.2999,-96016.4375
594.864,451,136.46,2255000,451,150.35,2612.9484,-94694.6875
631.5396,452,123.41,2260000,452,149.11,2985.44,-96960.6015625
589.6621,453,121.52,2265000,453,124.89,4005.1609,-96765.703125
610.9641,454,138.72,2270000,454,165.03,2958.0152,-97203.1015625
576.4106,455,144.19,2275000,455,153.3,3606.0001,-96453.71875
570.3871,456,177.28,2280000,456,203.8,3441.5451,-96719.84375
602.3957,457,114.5,2285000,457,123.32,3572.5805,-96291.265625
606.1726,458,151.74,2290000,458,148.82,1790.463,-90794.6484375
609.3214,459,135.39,2295000,459,128.52,3890.4914,-96843.9765625
562.7358,460,145.53,2300000,460,123.93,3668.6392,-97435.8984375
678.9507,461,106.95,2305000,461,108.65,3838.4489,-97183.5703125
605.6639,462,127.79,2310000,462,165.95,3428.925,-97379.75
686.3822,463,107.31,2315000,463,109.41,2605.5269,-93511.2265625
618.7662,464,151.35,2320000,464,144.89,2185.9377,-97254.375
702.75,465,107.36,2325000,465,93.96,2875.7324,-94861.3828125
599.4305,466,118.68,2330000,466,125.05,3809.9654,-97471.6796875
761.4787,467,84.53,2335000,467,82.45,4313.8624,-98222.4921875
772.9698,468,84.64,2340000,468,98.29,4206.0095,-98650.5625
788.469,469,96.42,2345000,469,81.58,2045.9315,-98339.171875
575.9357,470,83.69,2350000,470,87.86,4160.2666,-97740.390625
819.696,471,72.28,2355000,471,71.59,4474.9273,-98616.40625
564.0455,472,101.14,2360000,472,122.32,3637.7281,-97968.5390625
877.5681,473,84.62,2365000,473,81.58,4011.6458,-98733.2109375
872.5071,474,67.45,2370000,474,70.61,4139.6719,-98738.796875
830.7813,475,66.74,2375000,475,67.28,4477.6216,-98764.765625
825.7734,476,65.9,2380000,476,66.54,4383.0724,-98711.3671875
829.9212,477,65.54,2385000,477,65.43,4241.0741,-98824.34375
838.461,478,64.61,2390000,478,64.83,4619.798,-98984.5390625
856.0116,479,63.34,2395000,479,64.57,4079.3923,-98964.4921875
876.1736,480,65.25,2400000,480,64.74,4093.0069,-98927.6953125
840.0886,481,66.08,2405000,481,67.2,4427.4255,-98964.3203125
821.1641,482,63.72,2410000,482,64.27,4372.3899,-98980.0078125
833.8227,483,64.78,2415000,483,66.45,4279.8496,-98903.8828125
860.5629,484,67.25,2420000,484,66.49,4283.8406,-99014.2578125
847.8068,485,67.85,2425000,485,67.82,4353.3215,-98981.671875
818.9438,486,67.69,2430000,486,66.43,4452.8348,-99010.0078125
821.3034,487,68.37,2435000,487,68.05,4117.0504,-98872.296875
822.2996,488,66.83,2440000,488,67.59,4394.3815,-99022.0703125
832.3358,489,69.84,2445000,489,69.64,4369.91,-98895.4765625
866.9605,490,69.15,2450000,490,68.8,4322.1078,-98953.234375
848.9841,491,68.15,2455000,491,68.8,4323.2901,-99046.328125
812.5085,492,70.17,2460000,492,70.37,4351.962,-99006.59375
780.283,493,69.77,2465000,493,69.32,3490.038,-97153.0703125
821.455,494,68.87,2470000,494,69.42,4259.8633,-99111.453125
807.3731,495,74.66,2475000,495,71.1,4174.8928,-98964.109375
806.0163,496,69.39,2480000,496,70.71,4372.9991,-98965.7421875
846.5866,497,72.78,2485000,497,72.31,4225.0746,-98976.546875
817.6334,498,67.68,2490000,498,68.36,4211.9674,-99113.890625
815.7498,499,68.08,2495000,499,68.24,3923.7335,-98849.96875
788.2939,500,67.24,2500000,500,68.09,3983.1605,-98846.65625
757.3566,501,67.48,2505000,501,68.74,3819.9554,-98338.109375
758.6738,502,68.28,2510000,502,70.08,3793.3179,-98392.4140625
731.6424,503,66.24,2515000,503,68.1,2897.8897,-98322.6328125
712.0631,504,66.9,2520000,504,69.47,3480.6667,-98165.5703125
781.5618,505,68.51,2525000,505,69.27,3178.5165,-99066.8984375
786.7869,506,68.54,2530000,506,69.83,3437.6522,-99090.2109375
819.4925,507,68.14,2535000,507,68.1,3529.6929,-99228.2109375
803.3742,508,67.46,2540000,508,68.12,3674.8727,-99150.046875
770.2755,509,67.9,2545000,509,68.57,2737.524,-99075.796875
752.3624,510,71.63,2550000,510,71.33,2340.6468,-98835.5546875
721.3328,511,72.42,2555000,511,70.73,2755.8896,-98654.1796875
737.1283,512,69.85,2560000,512,70.03,2056.3659,-98370.234375
742.6453,513,72.74,2565000,513,73.5,2864.2017,-98922.28125
739.2109,514,69.24,2570000,514,68.66,1721.3393,-98378.2578125
538.875,515,125.14,2575000,515,128.21,1844.2493,-97740.4453125
567.8041,516,172.72,2580000,516,162.87,2612.7048,-98387.6875
712.1224,517,96.06,2585000,517,113.33,1233.9036,-98313.2578125
609.9123,518,135.5,2590000,518,107.45,1345.5346,-96329.65625
660.1446,519,82.14,2595000,519,80.13,2196.7432,-92218.9140625
626.3677,520,68.59,2600000,520,68.85,2926.8299,-98810.5859375
707.8844,521,67.88,2605000,521,67.32,2111.4738,-96408.625
672.4163,522,67.67,2610000,522,68.72,1143.0019,-94026.828125
719.1912,523,67.84,2615000,523,66.65,2970.9728,-96632.90625
697.2162,524,68.53,2620000,524,66.94,1614.6861,-93646.5234375
664.6845,525,70.16,2625000,525,70.96,429.4607,-89197.7109375
728.4984,526,65.93,2630000,526,65.34,2801.2332,-97240.8828125
656.9842,527,67.49,2635000,527,67.67,1036.9894,-85285.3046875
686.1464,528,67.73,2640000,528,67.81,1342.3258,-94239.3359375
700.0581,529,67.02,2645000,529,66.75,3235.9541,-96692.65625
705.5757,530,67.12,2650000,530,67.22,3294.1756,-96883.140625
688.5608,531,64.2,2655000,531,66.68,1325.8936,-91618.796875
707.5907,532,64.15,2660000,532,64.55,2468.3935,-95034.0859375
720.7566,533,66.64,2665000,533,66.4,3251.6359,-97514.9609375
729.5397,534,67.85,2670000,534,67.25,3618.7949,-97487.328125
704.5244,535,67.81,2675000,535,66.32,927.7802,-92654.4296875
646.4672,536,65.34,2680000,536,65.95,767.108,-92501.265625
732.6062,537,65.2,2685000,537,64.64,2022.9828,-97472.5625
705.5683,538,62.53,2690000,538,61.92,1518.495,-96935.5546875
661.9261,539,62.09,2695000,539,61.83,619.2809,-93578.5078125
661.4795,540,60.35,2700000,540,62.5,456.7751,-90691.21875
664.6797,541,64.55,2705000,541,64.05,913.5619,-88202.765625
649.3607,542,67.02,2710000,542,64.7,654.5025,-86409.9140625
666.0631,543,67.9,2715000,543,65.86,529.6191,-88832.0390625
665.4287,544,67.66,2720000,544,67.22,341.41,-86978.484375
651.6325,545,67.41,2725000,545,65.87,376.7957,-90869.9453125
650.3787,546,66.54,2730000,546,65.31,958.4993,-92439.8984375
657.9086,547,63.85,2735000,547,64.09,379.9118,-91262.9765625
660.2756,548,66.56,2740000,548,63.75,459.47,-90144.046875
633.16,549,62.95,2745000,549,63.77,614.4398,-90007.1171875
656.3563,550,63.51,2750000,550,63.0,704.8986,-90976.6796875
672.4698,551,62.48,2755000,551,62.57,582.2882,-89563.0390625
659.8232,552,61.98,2760000,552,61.49,789.119,-93112.765625
659.1814,553,61.35,2765000,553,62.97,1168.8656,-91128.3046875
663.1004,554,62.46,2770000,554,62.09,765.1216,-93780.71875
654.1651,555,59.98,2775000,555,60.99,864.9179,-91035.296875
654.9992,556,62.08,2780000,556,62.06,439.4065,-84078.5859375
645.1817,557,62.22,2785000,557,62.54,432.2436,-85947.4296875
640.3252,558,62.23,2790000,558,62.48,416.01,-86451.7578125
623.5036,559,60.53,2795000,559,62.37,412.8856,-87857.5390625
622.9373,560,63.56,2800000,560,64.12,383.4046,-86624.734375
652.2467,561,64.11,2805000,561,63.86,515.4987,-91689.5859375
627.595,562,66.17,2810000,562,65.94,541.2075,-90649.328125
625.2523,563,71.11,2815000,563,70.49,604.9563,-90939.8828125
637.6417,564,70.61,2820000,564,68.82,549.5818,-91096.328125
661.2248,565,70.64,2825000,565,69.91,999.2536,-93120.234375
658.0703,566,68.34,2830000,566,67.66,612.9169,-90180.0546875
638.0774,567,67.16,2835000,567,67.11,989.5284,-91166.7578125
612.5356,568,69.29,2840000,568,68.4,1094.0499,-92666.2578125
605.5684,569,69.29,2845000,569,68.6,878.1446,-93577.4453125
645.3825,570,67.43,2850000,570,67.39,825.05,-90622.9453125
615.5833,571,68.67,2855000,571,68.67,1005.4865,-88940.46875
672.631,572,66.14,2860000,572,66.6,1373.2362,-94051.53125
648.7737,573,69.76,2865000,573,69.25,1598.7669,-94683.59375
684.131,574,68.65,2870000,574,70.41,1567.6821,-98253.46875
664.9186,575,70.19,2875000,575,70.89,1255.0788,-94203.0
702.141,576,69.66,2880000,576,69.66,1782.1739,-98676.0390625
691.3393,577,72.58,2885000,577,71.13,1941.4362,-98179.2265625
645.5084,578,69.95,2890000,578,69.26,1392.1392,-92620.1484375
704.8074,579,73.41,2895000,579,72.79,1849.6686,-96808.3671875
749.3402,580,74.42,2900000,580,72.34,1904.2769,-98750.7421875
710.7743,581,72.62,2905000,581,70.16,1765.435,-97887.859375
736.5772,582,69.47,2910000,582,69.57,1562.9728,-98848.625
687.874,583,74.73,2915000,583,72.84,1456.4368,-97698.9375
678.0674,584,71.4,2920000,584,69.31,1227.5281,-97162.0546875
719.517,585,71.26,2925000,585,69.81,1349.9031,-98284.6015625
692.2798,586,71.84,2930000,586,71.85,1217.2622,-97754.65625
655.7784,587,69.91,2935000,587,70.45,1077.9638,-96206.265625
640.5916,588,69.71,2940000,588,69.88,945.7716,-93780.1796875
644.7455,589,70.59,2945000,589,69.17,920.9535,-93636.8203125
670.1571,590,68.95,2950000,590,68.91,1063.3306,-94731.125
696.6478,591,74.43,2955000,591,73.71,1110.3224,-97901.8671875
667.0186,592,71.04,2960000,592,71.38,1246.922,-97967.0859375
649.5016,593,75.08,2965000,593,76.67,1199.6776,-97178.265625
660.7765,594,68.4,2970000,594,67.63,1270.917,-97071.84375
729.4904,595,67.38,2975000,595,67.86,1638.7764,-98816.28125
758.7636,596,70.33,2980000,596,69.71,1613.6419,-98960.953125
656.3238,597,65.62,2985000,597,66.84,1204.4918,-96766.7890625
678.4354,598,67.18,2990000,598,66.76,1508.7765,-97358.3203125
699.2394,599,66.72,2995000,599,66.82,1680.9901,-98649.4375
