Running Forward KL,Running Reverse KL,Running Env Steps,Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return
45.265,14.8916,165000,33,-238.93882751464844,33,1249.45,1286.68
46.8908,23.9354,170000,34,-299.1345520019531,34,1271.51,1131.86
47.3171,18.3385,175000,35,-295.5035400390625,35,881.38,814.54
45.9535,27.8302,180000,36,-335.7349548339844,36,1156.98,1863.89
45.3071,28.1392,185000,37,-331.31610107421875,37,1662.43,2010.46
46.7803,34.5598,190000,38,-406.9644775390625,38,1136.58,1199.08
44.7132,32.1532,195000,39,-361.03070068359375,39,1365.14,1369.1
46.469,23.8051,200000,40,-367.2554016113281,40,1402.78,1493.58
45.4536,20.0889,205000,41,-346.7960205078125,41,1677.8,2335.49
46.195,47.9359,210000,42,-459.16448974609375,42,929.86,968.6
44.8289,31.7952,215000,43,-383.6910400390625,43,1539.12,1848.86
46.5412,24.8732,220000,44,-443.7723083496094,44,1251.72,1347.57
44.6557,27.6501,225000,45,-432.7029724121094,45,1696.69,1633.92
45.3027,35.4854,230000,46,-460.4227600097656,46,1223.48,724.85
45.1953,28.426,235000,47,-437.3782043457031,47,1744.59,2472.79
42.6482,14.0959,240000,48,-285.2436828613281,48,2373.64,2975.31
43.5279,14.4848,245000,49,-342.841064453125,49,2205.79,2769.21
44.0938,16.3827,250000,50,-284.3520812988281,50,2683.07,3195.38
44.2877,15.0219,255000,51,-363.03314208984375,51,2013.3,2390.91
43.6968,15.0023,260000,52,-380.3334045410156,52,1757.66,2312.29
44.3042,14.338,265000,53,-336.20135498046875,53,2260.49,2631.42
43.2764,15.078,270000,54,-346.3379821777344,54,2362.64,2202.45
43.1964,13.0789,275000,55,-342.92620849609375,55,2862.78,3375.89
43.6661,14.7407,280000,56,-308.8251647949219,56,2961.39,3342.44
43.0288,13.9987,285000,57,-325.39605712890625,57,2961.9,3149.98
43.9795,15.361,290000,58,-402.0689697265625,58,2050.95,2419.65
43.1283,14.5104,295000,59,-372.5025329589844,59,2925.01,2977.07
43.086,15.2788,300000,60,-349.8608093261719,60,2959.83,3302.83
42.9948,16.0546,305000,61,-375.7207946777344,61,2477.48,3058.78
42.7843,15.7811,310000,62,-345.49847412109375,62,3349.93,3497.06
43.2517,14.6692,315000,63,-366.08154296875,63,2941.14,3189.32
43.2527,15.2762,320000,64,-313.2596435546875,64,3053.97,3330.97
43.2655,13.8934,325000,65,-371.2801513671875,65,3056.23,3091.07
43.2369,15.4368,330000,66,-348.13519287109375,66,3397.68,3698.59
43.2456,16.3569,335000,67,-341.502685546875,67,3371.18,3667.59
43.5735,13.733,340000,68,-418.5325927734375,68,3159.51,2593.27
43.2949,15.2283,345000,69,-392.9969787597656,69,3208.7,3460.15
43.2647,13.9924,350000,70,-384.63006591796875,70,3051.5,3528.76
43.0945,16.1642,355000,71,-394.7640380859375,71,3483.92,3576.47
42.6117,13.9718,360000,72,-347.93804931640625,72,3472.17,3487.55
42.5274,14.2935,365000,73,-412.2138671875,73,3308.73,3156.18
42.3333,15.5802,370000,74,-373.4244384765625,74,3503.23,3686.41
42.9483,14.3877,375000,75,-395.1853332519531,75,3373.22,3611.78
41.9295,14.4758,380000,76,-361.392578125,76,3641.17,3594.66
42.9055,14.9719,385000,77,-422.0533447265625,77,3274.82,3458.07
42.1163,14.0425,390000,78,-376.33099365234375,78,3377.69,3744.26
41.6356,14.7742,395000,79,-370.526123046875,79,3425.81,3861.15
42.4428,16.9852,400000,80,-443.5638427734375,80,3741.38,3710.87
41.3775,16.4234,405000,81,-409.64654541015625,81,3572.41,4030.53
41.6154,13.5245,410000,82,-425.7525939941406,82,3596.59,3663.41
41.4541,14.0246,415000,83,-419.95721435546875,83,3696.95,2896.21
42.118,14.9257,420000,84,-415.1857604980469,84,3770.82,3878.99
41.147,18.4443,425000,85,-511.1025085449219,85,3518.3,3880.81
42.6029,15.576,430000,86,-428.5481872558594,86,3789.33,3874.08
41.8299,13.9266,435000,87,-456.3291931152344,87,3675.83,3573.39
41.3573,15.5073,440000,88,-427.04803466796875,88,3824.74,3845.35
41.83,14.2191,445000,89,-430.3090515136719,89,3776.25,3862.4
41.4556,14.3509,450000,90,-431.4842224121094,90,3846.61,3908.5
41.8141,13.8264,455000,91,-418.7889404296875,91,3625.82,3810.06
41.3489,15.0064,460000,92,-442.56689453125,92,3636.74,2675.81
41.4192,15.079,465000,93,-479.34307861328125,93,3766.65,3814.75
41.577,16.7596,470000,94,-495.4510803222656,94,3793.63,3926.39
40.4308,15.5375,475000,95,-453.10498046875,95,3952.59,3918.83
41.6257,14.1984,480000,96,-489.49029541015625,96,3529.83,3799.74
40.5742,14.9595,485000,97,-423.717041015625,97,4048.41,4086.41
42.3007,15.0913,490000,98,-487.3495788574219,98,3390.5,3813.34
40.9818,15.2647,495000,99,-477.47052001953125,99,3981.92,4033.54
41.2893,15.4277,500000,100,-481.5498046875,100,3926.47,4024.91
40.5641,15.1828,505000,101,-437.5821228027344,101,3991.93,4015.81
40.8079,16.1741,510000,102,-485.311767578125,102,4013.42,4029.12
40.176,15.3382,515000,103,-477.0613098144531,103,3877.67,3945.6
41.3185,14.8115,520000,104,-526.8606567382812,104,3389.52,4100.37
40.9715,15.1338,525000,105,-491.8717041015625,105,3904.83,4015.77
41.5517,15.5379,530000,106,-547.3740234375,106,3917.71,4075.02
40.7797,16.1334,535000,107,-512.6688232421875,107,4027.02,4091.13
40.5842,14.2527,540000,108,-506.32177734375,108,3873.98,3894.07
40.7506,17.1389,545000,109,-512.7615966796875,109,4091.21,4165.75
41.3713,16.527,550000,110,-522.663330078125,110,4035.06,4139.13
40.9803,14.9958,555000,111,-528.0101928710938,111,3756.92,3897.28
40.4606,15.4752,560000,112,-506.87371826171875,112,4005.77,4089.89
40.9142,15.3155,565000,113,-526.627197265625,113,3981.89,3991.8
40.4426,13.8842,570000,114,-510.76519775390625,114,4007.36,4053.37
39.7365,14.637,575000,115,-497.5455322265625,115,4135.82,4154.51
40.0777,15.8661,580000,116,-532.9286499023438,116,4047.15,4061.66
40.7312,14.6515,585000,117,-598.0202026367188,117,4045.54,3890.58
40.5659,16.4953,590000,118,-541.2770385742188,118,4154.64,4269.02
39.9971,14.5446,595000,119,-538.2799072265625,119,4099.93,4182.2
40.639,15.2386,600000,120,-532.4796142578125,120,4027.07,4091.09
39.7378,15.0227,605000,121,-527.9420776367188,121,4140.96,4226.26
41.0271,15.9943,610000,122,-543.191650390625,122,4125.2,4167.89
40.3109,13.9435,615000,123,-523.940185546875,123,3986.29,4029.49
40.5146,14.8208,620000,124,-523.27490234375,124,4027.67,3995.78
40.905,16.6496,625000,125,-577.5574951171875,125,4105.21,4132.35
40.7374,16.8541,630000,126,-534.0697021484375,126,4227.42,4374.72
40.2777,15.7422,635000,127,-586.3809204101562,127,4158.4,4227.35
41.0571,16.3605,640000,128,-634.6180419921875,128,4047.4,4100.83
39.8829,15.0262,645000,129,-578.4063720703125,129,4096.94,4185.48
40.219,14.5281,650000,130,-547.9093017578125,130,4140.39,4170.53
40.1738,15.8998,655000,131,-579.7667846679688,131,4162.75,4246.95
40.6913,16.4225,660000,132,-619.7205200195312,132,4145.66,4301.36
40.5116,16.6467,665000,133,-649.73828125,133,4132.16,4254.23
40.692,15.0097,670000,134,-634.5831298828125,134,4003.55,4000.59
40.5728,16.1967,675000,135,-633.622802734375,135,4059.9,4115.3
40.7257,13.8528,680000,136,-654.8021240234375,136,3678.58,4033.87
